STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,SECTOR,COUNTERPART_SECTOR,TRANSACTION,INSTR_ASSET,ACTIVITY,EXPENDITURE,UNIT_MEASURE,PRICE_BASE,TRANSFORMATION,TABLE_IDENTIFIER,TIME_PERIOD,OBS_VALUE
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,GBR,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2021,8.543112
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,GBR,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2020,-10.047897
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,GBR,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2019,1.256299
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,GBR,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2018,1.551331
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,GBR,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2017,3.023222
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,USA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2015,2.94555
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,USA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2014,2.52382
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,USA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2013,2.11783
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,USA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2012,2.289113
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,USA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2011,1.564407
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,USA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2010,2.695193
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,USA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2009,-2.5765
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,USA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2008,0.113587
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,USA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2007,2.003858
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,USA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2024,2.793187
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,USA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2023,2.934363
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,USA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2022,2.524214
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,USA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2021,6.152022
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,USA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2020,-2.081376
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,USA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2019,2.583825
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,USA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2018,2.966505
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,USA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2017,2.457622
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2015,7.041319
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2014,7.425774
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2013,7.766147
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2012,7.86372
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2011,9.550825
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2010,10.63585
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2009,9.398742
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2008,9.65066
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2007,14.230838
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2023,5.416
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2022,3.133852
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2021,8.448516
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2020,2.084852
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2019,6.11012
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,JPN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2010,4.097918
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,JPN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2012,1.374751
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,FRA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2013,0.781756
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2017,6.947196
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,FRA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2012,0.183835
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,FRA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2011,2.437577
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,FRA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2010,2.000325
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,FRA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2009,-2.824552
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,FRA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2014,0.997833
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,ITA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2016,1.236221
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2018,2.742963
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2017,3.033835
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,JPN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2007,1.483969
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,JPN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2023,1.475035
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,JPN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2022,0.941999
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,JPN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2011,0.02381
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,FRA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2023,1.439215
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2024,-0.495852
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2023,-0.869648
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2025,0.210829
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2022,1.809258
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,FRA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2024,1.190468
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,FRA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2008,0.380171
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,JPN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2024,0.104309
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,KOR,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2024,2.003611
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,ITA,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2017,1.6037
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,JPN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2015,1.560627
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,JPN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2019,-0.402169
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2020,2.006948
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE1_EXPENDITURE_GROWTH(2.0),I,A,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,G1,T0102,2009,2.210048
