STRUCTURE,STRUCTURE_ID,ACTION,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,ACTIVITY,ADJUSTMENT,TRANSFORMATION,TIME_PERIOD,OBS_VALUE
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRSTCI,PA,_Z,_Z,_Z,2024-09,4.35
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRSTCI,PA,_Z,_Z,_Z,2024-10,4.35
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRSTCI,PA,_Z,_Z,_Z,2024-11,4.35
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRSTCI,PA,_Z,_Z,_Z,2024-12,4.35
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRSTCI,PA,_Z,_Z,_Z,2025-01,4.35
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRSTCI,PA,_Z,_Z,_Z,2025-02,4.25
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRSTCI,PA,_Z,_Z,_Z,2025-03,4.1
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRSTCI,PA,_Z,_Z,_Z,2025-04,4.1
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRSTCI,PA,_Z,_Z,_Z,2025-05,4.01
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRSTCI,PA,_Z,_Z,_Z,2025-06,3.85
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRSTCI,PA,_Z,_Z,_Z,2025-07,3.85
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRSTCI,PA,_Z,_Z,_Z,2025-08,3.7
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRSTCI,PA,_Z,_Z,_Z,2025-09,3.6
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRSTCI,PA,_Z,_Z,_Z,2025-10,3.6
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRSTCI,PA,_Z,_Z,_Z,2025-11,3.6
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRSTCI,PA,_Z,_Z,_Z,2025-12,3.6
