FREQ,BORROWERS_CTY,TC_BORROWERS,TC_LENDERS,VALUATION,UNIT_TYPE,TC_ADJUST,TIME_PERIOD,OBS_VALUE
Q,FR,G,A,M,770,A,2020-Q1,115.0
Q,FR,G,A,M,770,A,2020-Q2,128.9
Q,FR,G,A,M,770,A,2020-Q3,132.6
Q,FR,G,A,M,770,A,2020-Q4,132.6
Q,FR,G,A,M,770,A,2021-Q1,132.8
Q,FR,G,A,M,770,A,2021-Q2,127.7
Q,FR,G,A,M,770,A,2021-Q3,128.8
Q,FR,G,A,M,770,A,2021-Q4,125.9
Q,FR,G,A,M,770,A,2022-Q1,122.7
Q,FR,G,A,M,770,A,2022-Q2,113.5
Q,FR,G,A,M,770,A,2022-Q3,109.5
Q,FR,G,A,M,770,A,2022-Q4,104.9
Q,FR,G,A,M,770,A,2023-Q1,106.6
Q,FR,G,A,M,770,A,2023-Q2,104.9
Q,FR,G,A,M,770,A,2023-Q3,102.6
Q,FR,G,A,M,770,A,2023-Q4,106.0
Q,FR,G,A,M,770,A,2024-Q1,105.6
Q,FR,G,A,M,770,A,2024-Q2,104.8
Q,FR,G,A,M,770,A,2024-Q3,108.4
Q,FR,G,A,M,770,A,2024-Q4,107.2
Q,FR,G,A,M,770,A,2025-Q1,107.4
Q,FR,G,A,M,770,A,2025-Q2,109.2
Q,DE,G,A,M,770,A,2007-Q1,66.1
Q,DE,G,A,M,770,A,2007-Q2,65.4
Q,DE,G,A,M,770,A,2007-Q3,64.2
Q,DE,G,A,M,770,A,2007-Q4,63.9
Q,DE,G,A,M,770,A,2008-Q1,64.7
Q,DE,G,A,M,770,A,2008-Q2,64.3
Q,DE,G,A,M,770,A,2008-Q3,65.1
Q,DE,G,A,M,770,A,2008-Q4,68.5
Q,DE,G,A,M,770,A,2009-Q1,70.3
Q,DE,G,A,M,770,A,2009-Q2,73.2
Q,DE,G,A,M,770,A,2009-Q3,74.7
Q,DE,G,A,M,770,A,2009-Q4,75.2
Q,DE,G,A,M,770,A,2010-Q1,75.9
Q,DE,G,A,M,770,A,2010-Q2,77.9
Q,DE,G,A,M,770,A,2010-Q3,77.7
Q,DE,G,A,M,770,A,2010-Q4,84.4
Q,DE,G,A,M,770,A,2011-Q1,82.0
Q,DE,G,A,M,770,A,2011-Q2,81.9
Q,DE,G,A,M,770,A,2011-Q3,83.7
Q,DE,G,A,M,770,A,2011-Q4,83.4
Q,DE,G,A,M,770,A,2012-Q1,84.1
Q,DE,G,A,M,770,A,2012-Q2,85.6
Q,DE,G,A,M,770,A,2012-Q3,85.5
Q,DE,G,A,M,770,A,2012-Q4,85.5
Q,DE,G,A,M,770,A,2013-Q1,84.8
Q,DE,G,A,M,770,A,2013-Q2,83.1
Q,DE,G,A,M,770,A,2013-Q3,81.6
Q,DE,G,A,M,770,A,2013-Q4,80.9
Q,DE,G,A,M,770,A,2014-Q1,80.5
Q,DE,G,A,M,770,A,2014-Q2,80.6
Q,DE,G,A,M,770,A,2014-Q3,80.5
Q,DE,G,A,M,770,A,2014-Q4,80.7
Q,DE,G,A,M,770,A,2015-Q1,81.6
Q,DE,G,A,M,770,A,2015-Q2,77.8
Q,DE,G,A,M,770,A,2015-Q3,77.6
Q,DE,G,A,M,770,A,2015-Q4,76.7
Q,DE,G,A,M,770,A,2016-Q1,77.6
Q,DE,G,A,M,770,A,2016-Q2,78.0
Q,DE,G,A,M,770,A,2016-Q3,76.3
Q,DE,G,A,M,770,A,2016-Q4,74.2
Q,DE,G,A,M,770,A,2017-Q1,72.7
Q,DE,G,A,M,770,A,2017-Q2,71.4
Q,DE,G,A,M,770,A,2017-Q3,70.3
Q,DE,G,A,M,770,A,2017-Q4,68.7
Q,DE,G,A,M,770,A,2018-Q1,67.3
Q,DE,G,A,M,770,A,2018-Q2,65.8
Q,DE,G,A,M,770,A,2018-Q3,65.5
Q,DE,G,A,M,770,A,2018-Q4,65.6
Q,DE,G,A,M,770,A,2019-Q1,66.4
Q,DE,G,A,M,770,A,2019-Q2,66.1
Q,DE,G,A,M,770,A,2019-Q3,66.9
Q,DE,G,A,M,770,A,2019-Q4,64.3
Q,DE,G,A,M,770,A,2020-Q1,66.8
Q,DE,G,A,M,770,A,2020-Q2,74.9
Q,DE,G,A,M,770,A,2020-Q3,77.8
Q,DE,G,A,M,770,A,2020-Q4,77.5
Q,DE,G,A,M,770,A,2021-Q1,76.6
Q,DE,G,A,M,770,A,2021-Q2,75.4
Q,DE,G,A,M,770,A,2021-Q3,75.0
Q,DE,G,A,M,770,A,2021-Q4,74.8
Q,DE,G,A,M,770,A,2022-Q1,70.0
Q,DE,G,A,M,770,A,2022-Q2,65.7
Q,DE,G,A,M,770,A,2022-Q3,62.7
Q,DE,G,A,M,770,A,2022-Q4,60.1
Q,DE,G,A,M,770,A,2023-Q1,60.3
Q,DE,G,A,M,770,A,2023-Q2,58.7
Q,DE,G,A,M,770,A,2023-Q3,57.7
Q,DE,G,A,M,770,A,2023-Q4,59.4
Q,DE,G,A,M,770,A,2024-Q1,58.4
Q,DE,G,A,M,770,A,2024-Q2,57.5
Q,DE,G,A,M,770,A,2024-Q3,59.2
Q,DE,G,A,M,770,A,2024-Q4,59.0
Q,DE,G,A,M,770,A,2025-Q1,57.9
Q,DE,G,A,M,770,A,2025-Q2,58.4
Q,US,G,A,M,770,A,2007-Q1,59.6
Q,US,G,A,M,770,A,2007-Q2,57.7
Q,US,G,A,M,770,A,2007-Q3,58.7
Q,US,G,A,M,770,A,2007-Q4,60.5
Q,US,G,A,M,770,A,2008-Q1,62.8
Q,US,G,A,M,770,A,2008-Q2,60.9
Q,US,G,A,M,770,A,2008-Q3,64.3
Q,US,G,A,M,770,A,2008-Q4,71.4
Q,US,G,A,M,770,A,2009-Q1,74.5
Q,US,G,A,M,770,A,2009-Q2,75.6
Q,US,G,A,M,770,A,2009-Q3,79.5
Q,US,G,A,M,770,A,2009-Q4,81.1
Q,US,G,A,M,770,A,2010-Q1,83.9
Q,US,G,A,M,770,A,2010-Q2,87.8
Q,US,G,A,M,770,A,2010-Q3,90.6
Q,US,G,A,M,770,A,2010-Q4,90.5
Q,US,G,A,M,770,A,2011-Q1,90.7
Q,US,G,A,M,770,A,2011-Q2,91.6
Q,US,G,A,M,770,A,2011-Q3,97.2
Q,US,G,A,M,770,A,2011-Q4,99.2
Q,US,G,A,M,770,A,2012-Q1,99.2
Q,US,G,A,M,770,A,2012-Q2,101.2
Q,US,G,A,M,770,A,2012-Q3,101.5
Q,US,G,A,M,770,A,2012-Q4,102.1
Q,US,G,A,M,770,A,2013-Q1,102.8
Q,US,G,A,M,770,A,2013-Q2,98.5
Q,US,G,A,M,770,A,2013-Q3,98.0
Q,US,G,A,M,770,A,2013-Q4,97.9
Q,US,G,A,M,770,A,2014-Q1,99.5
Q,US,G,A,M,770,A,2014-Q2,98.9
Q,US,G,A,M,770,A,2014-Q3,98.8
Q,US,G,A,M,770,A,2014-Q4,100.4
Q,US,G,A,M,770,A,2015-Q1,100.6
Q,US,G,A,M,770,A,2015-Q2,97.7
Q,US,G,A,M,770,A,2015-Q3,98.5
Q,US,G,A,M,770,A,2015-Q4,99.6
Q,US,G,A,M,770,A,2016-Q1,102.6
Q,US,G,A,M,770,A,2016-Q2,103.3
Q,US,G,A,M,770,A,2016-Q3,103.2
Q,US,G,A,M,770,A,2016-Q4,100.6
Q,US,G,A,M,770,A,2017-Q1,99.6
Q,US,G,A,M,770,A,2017-Q2,98.7
Q,US,G,A,M,770,A,2017-Q3,99.1
Q,US,G,A,M,770,A,2017-Q4,99.4
Q,US,G,A,M,770,A,2018-Q1,99.1
Q,US,G,A,M,770,A,2018-Q2,97.5
Q,US,G,A,M,770,A,2018-Q3,96.7
Q,US,G,A,M,770,A,2018-Q4,98.9
Q,US,G,A,M,770,A,2019-Q1,100.5
Q,US,G,A,M,770,A,2019-Q2,100.7
Q,US,G,A,M,770,A,2019-Q3,103.7
Q,US,G,A,M,770,A,2019-Q4,103.4
Q,US,G,A,M,770,A,2020-Q1,110.7
Q,US,G,A,M,770,A,2020-Q2,125.1
Q,US,G,A,M,770,A,2020-Q3,127.3
Q,US,G,A,M,770,A,2020-Q4,129.2
Q,US,G,A,M,770,A,2021-Q1,125.3
Q,US,G,A,M,770,A,2021-Q2,121.8
Q,US,G,A,M,770,A,2021-Q3,119.2
Q,US,G,A,M,770,A,2021-Q4,119.0
Q,US,G,A,M,770,A,2022-Q1,113.8
Q,US,G,A,M,770,A,2022-Q2,107.0
Q,US,G,A,M,770,A,2022-Q3,102.0
Q,US,G,A,M,770,A,2022-Q4,101.5
Q,US,G,A,M,770,A,2023-Q1,103.0
Q,US,G,A,M,770,A,2023-Q2,101.6
Q,US,G,A,M,770,A,2023-Q3,100.9
Q,US,G,A,M,770,A,2023-Q4,105.3
Q,US,G,A,M,770,A,2024-Q1,105.0
Q,US,G,A,M,770,A,2024-Q2,103.3
Q,US,G,A,M,770,A,2024-Q3,107.4
Q,US,G,A,M,770,A,2024-Q4,106.0
Q,US,G,A,M,770,A,2025-Q1,107.4
Q,US,G,A,M,770,A,2025-Q2,105.9
Q,CA,G,A,M,770,A,2007-Q1,64.3
Q,CA,G,A,M,770,A,2007-Q2,60.8
Q,CA,G,A,M,770,A,2007-Q3,60.3
Q,CA,G,A,M,770,A,2007-Q4,60.6
Q,CA,G,A,M,770,A,2008-Q1,61.0
Q,CA,G,A,M,770,A,2008-Q2,60.7
Q,CA,G,A,M,770,A,2008-Q3,60.2
Q,CA,G,A,M,770,A,2008-Q4,65.0
Q,CA,G,A,M,770,A,2009-Q1,69.5
Q,CA,G,A,M,770,A,2009-Q2,72.3
Q,CA,G,A,M,770,A,2009-Q3,76.2
Q,CA,G,A,M,770,A,2009-Q4,78.3
Q,CA,G,A,M,770,A,2010-Q1,78.1
Q,CA,G,A,M,770,A,2010-Q2,79.1
Q,CA,G,A,M,770,A,2010-Q3,80.6
