FREQ,BORROWERS_CTY,TC_BORROWERS,TC_LENDERS,VALUATION,UNIT_TYPE,TC_ADJUST,TIME_PERIOD,OBS_VALUE
Q,IT,P,A,M,770,A,2015-Q3,119.4
Q,IT,P,A,M,770,A,2015-Q4,117.2
Q,IT,P,A,M,770,A,2016-Q1,116.0
Q,IT,P,A,M,770,A,2016-Q2,116.2
Q,IT,P,A,M,770,A,2016-Q3,115.3
Q,IT,P,A,M,770,A,2016-Q4,113.3
Q,IT,P,A,M,770,A,2017-Q1,113.0
Q,IT,P,A,M,770,A,2017-Q2,112.0
Q,IT,P,A,M,770,A,2017-Q3,110.4
Q,IT,P,A,M,770,A,2017-Q4,110.6
Q,IT,P,A,M,770,A,2018-Q1,109.6
Q,IT,P,A,M,770,A,2018-Q2,109.8
Q,IT,P,A,M,770,A,2018-Q3,109.3
Q,IT,P,A,M,770,A,2018-Q4,109.0
Q,IT,P,A,M,770,A,2019-Q1,108.2
Q,IT,P,A,M,770,A,2019-Q2,108.2
Q,IT,P,A,M,770,A,2019-Q3,108.4
Q,IT,P,A,M,770,A,2019-Q4,107.9
Q,IT,P,A,M,770,A,2020-Q1,109.6
Q,IT,P,A,M,770,A,2020-Q2,115.4
Q,IT,P,A,M,770,A,2020-Q3,118.5
Q,IT,P,A,M,770,A,2020-Q4,120.6
Q,IT,P,A,M,770,A,2021-Q1,120.4
Q,IT,P,A,M,770,A,2021-Q2,115.9
Q,IT,P,A,M,770,A,2021-Q3,113.5
Q,IT,P,A,M,770,A,2021-Q4,113.1
Q,IT,P,A,M,770,A,2022-Q1,110.4
Q,IT,P,A,M,770,A,2022-Q2,108.6
Q,IT,P,A,M,770,A,2022-Q3,107.1
Q,IT,P,A,M,770,A,2022-Q4,105.8
Q,IT,P,A,M,770,A,2023-Q1,103.1
Q,IT,P,A,M,770,A,2023-Q2,101.2
Q,IT,P,A,M,770,A,2023-Q3,98.4
Q,IT,P,A,M,770,A,2023-Q4,98.0
Q,IT,P,A,M,770,A,2024-Q1,96.6
Q,IT,P,A,M,770,A,2024-Q2,95.8
Q,IT,P,A,M,770,A,2024-Q3,94.5
Q,IT,P,A,M,770,A,2024-Q4,95.0
Q,IT,P,A,M,770,A,2025-Q1,94.7
Q,IT,P,A,M,770,A,2025-Q2,95.0
Q,DE,P,A,M,770,A,2007-Q1,143.6
Q,DE,P,A,M,770,A,2007-Q2,143.0
Q,DE,P,A,M,770,A,2007-Q3,141.7
Q,DE,P,A,M,770,A,2007-Q4,141.9
Q,DE,P,A,M,770,A,2008-Q1,141.1
