country,year,value,indicator
MEX,2030,3.0,LUR
TUR,2007,8.9,LUR
TUR,2008,9.8,LUR
TUR,2009,12.9,LUR
TUR,2010,11.0,LUR
TUR,2011,9.0,LUR
TUR,2012,8.3,LUR
TUR,2013,8.9,LUR
TUR,2014,9.9,LUR
TUR,2015,10.3,LUR
TUR,2016,10.9,LUR
TUR,2017,10.9,LUR
TUR,2018,10.9,LUR
TUR,2019,13.7,LUR
TUR,2020,13.1,LUR
TUR,2021,12.0,LUR
TUR,2022,10.4,LUR
TUR,2023,9.4,LUR
TUR,2024,8.7,LUR
TUR,2025,8.3,LUR
TUR,2026,8.3,LUR
TUR,2027,8.7,LUR
TUR,2028,9.1,LUR
TUR,2029,9.1,LUR
TUR,2030,9.1,LUR
USA,2007,4.6,LUR
USA,2008,5.8,LUR
USA,2009,9.3,LUR
USA,2010,9.6,LUR
USA,2011,8.9,LUR
USA,2012,8.1,LUR
USA,2013,7.4,LUR
USA,2014,6.2,LUR
USA,2015,5.3,LUR
USA,2016,4.9,LUR
USA,2017,4.4,LUR
USA,2018,3.9,LUR
USA,2019,3.7,LUR
USA,2020,8.1,LUR
USA,2021,5.4,LUR
USA,2022,3.6,LUR
USA,2023,3.6,LUR
USA,2024,4.0,LUR
USA,2025,4.2,LUR
USA,2026,4.1,LUR
USA,2027,4.0,LUR
USA,2028,3.9,LUR
USA,2029,3.8,LUR
USA,2030,3.7,LUR
