FREQ,BORROWERS_CTY,DSR_BORROWERS,TIME_PERIOD,OBS_VALUE
Q,GB,H,2007-Q1,12.9
Q,GB,H,2007-Q2,13.0
Q,GB,H,2007-Q3,13.3
Q,GB,H,2007-Q4,13.3
Q,GB,H,2008-Q1,13.2
Q,GB,H,2008-Q2,13.1
Q,GB,H,2008-Q3,13.3
Q,GB,H,2008-Q4,13.0
Q,GB,H,2009-Q1,12.1
Q,GB,H,2009-Q2,11.7
Q,GB,H,2009-Q3,11.7
Q,GB,H,2009-Q4,11.6
Q,GB,H,2010-Q1,11.4
Q,GB,H,2010-Q2,11.3
Q,GB,H,2010-Q3,11.2
Q,GB,H,2010-Q4,11.1
Q,GB,H,2011-Q1,11.1
Q,GB,H,2011-Q2,11.0
Q,GB,H,2011-Q3,10.9
Q,GB,H,2011-Q4,10.8
Q,GB,H,2012-Q1,10.7
Q,GB,H,2012-Q2,10.6
Q,GB,H,2012-Q3,10.6
Q,GB,H,2012-Q4,10.6
Q,GB,H,2013-Q1,10.5
Q,GB,H,2013-Q2,10.5
Q,GB,H,2013-Q3,10.4
Q,GB,H,2013-Q4,10.3
Q,GB,H,2014-Q1,10.1
Q,GB,H,2014-Q2,10.0
Q,GB,H,2014-Q3,10.0
Q,GB,H,2014-Q4,10.0
Q,GB,H,2015-Q1,9.9
Q,GB,H,2015-Q2,9.8
Q,GB,H,2015-Q3,9.7
Q,GB,H,2015-Q4,9.6
Q,GB,H,2016-Q1,9.5
Q,GB,H,2016-Q2,9.5
Q,GB,H,2016-Q3,9.6
Q,GB,H,2016-Q4,9.6
Q,GB,H,2017-Q1,9.6
Q,GB,H,2017-Q2,9.6
Q,GB,H,2017-Q3,9.6
Q,GB,H,2017-Q4,9.5
Q,GB,H,2018-Q1,9.4
Q,GB,H,2018-Q2,9.4
Q,GB,H,2018-Q3,9.4
Q,GB,H,2018-Q4,9.4
Q,GB,H,2019-Q1,9.3
Q,GB,H,2019-Q2,9.3
Q,GB,H,2019-Q3,9.3
Q,GB,H,2019-Q4,9.3
Q,GB,H,2020-Q1,9.3
Q,GB,H,2020-Q2,9.2
Q,GB,H,2020-Q3,9.2
Q,GB,H,2020-Q4,9.3
Q,GB,H,2021-Q1,9.2
Q,GB,H,2021-Q2,9.2
Q,GB,H,2021-Q3,9.1
Q,GB,H,2021-Q4,9.0
Q,GB,H,2022-Q1,9.0
Q,GB,H,2022-Q2,9.0
Q,GB,H,2022-Q3,9.0
Q,GB,H,2022-Q4,8.9
Q,GB,H,2023-Q1,8.9
Q,GB,H,2023-Q2,8.9
Q,GB,H,2023-Q3,9.0
Q,GB,H,2023-Q4,9.0
Q,GB,H,2024-Q1,9.0
Q,GB,H,2024-Q2,9.0
Q,GB,H,2024-Q3,9.0
Q,GB,H,2024-Q4,8.9
Q,GB,H,2025-Q1,8.8
Q,GB,H,2025-Q2,8.7
Q,IT,N,2007-Q1,33.4
Q,IT,N,2007-Q2,34.5
Q,IT,N,2007-Q3,35.7
Q,IT,N,2007-Q4,38.6
Q,IT,N,2008-Q1,40.3
Q,IT,N,2008-Q2,40.2
Q,IT,N,2008-Q3,41.1
Q,IT,N,2008-Q4,41.2
Q,IT,N,2009-Q1,41.5
Q,IT,N,2009-Q2,43.3
Q,IT,N,2009-Q3,42.4
Q,IT,N,2009-Q4,40.9
Q,IT,N,2010-Q1,40.4
Q,IT,N,2010-Q2,40.3
Q,IT,N,2010-Q3,40.1
Q,IT,N,2010-Q4,40.0
Q,IT,N,2011-Q1,39.8
Q,IT,N,2011-Q2,39.8
Q,IT,N,2011-Q3,39.8
Q,IT,N,2011-Q4,40.1
Q,IT,N,2012-Q1,40.7
Q,IT,N,2012-Q2,41.2
Q,IT,N,2012-Q3,41.6
Q,IT,N,2012-Q4,42.1
Q,IT,N,2013-Q1,42.0
Q,IT,N,2013-Q2,42.9
Q,IT,N,2013-Q3,42.1
Q,IT,N,2013-Q4,41.0
Q,IT,N,2014-Q1,40.8
Q,IT,N,2014-Q2,40.3
Q,IT,N,2014-Q3,40.4
Q,IT,N,2014-Q4,39.5
Q,IT,N,2015-Q1,39.5
Q,IT,N,2015-Q2,39.1
Q,IT,N,2015-Q3,38.6
Q,IT,N,2015-Q4,37.4
Q,IT,N,2016-Q1,36.4
Q,IT,N,2016-Q2,35.1
Q,IT,N,2016-Q3,34.2
Q,IT,N,2016-Q4,32.7
Q,IT,N,2017-Q1,32.3
Q,IT,N,2017-Q2,31.6
Q,IT,N,2017-Q3,31.0
Q,IT,N,2017-Q4,30.6
Q,IT,N,2018-Q1,30.3
Q,IT,N,2018-Q2,30.1
Q,IT,N,2018-Q3,29.6
Q,IT,N,2018-Q4,29.4
Q,IT,N,2019-Q1,29.0
Q,IT,N,2019-Q2,29.1
Q,IT,N,2019-Q3,28.9
Q,IT,N,2019-Q4,28.7
Q,IT,N,2020-Q1,29.7
Q,IT,N,2020-Q2,32.6
Q,IT,N,2020-Q3,33.5
Q,IT,N,2020-Q4,33.7
Q,IT,N,2021-Q1,32.8
Q,IT,N,2021-Q2,30.0
Q,IT,N,2021-Q3,28.6
Q,IT,N,2021-Q4,28.0
Q,IT,N,2022-Q1,27.0
Q,IT,N,2022-Q2,26.3
Q,IT,N,2022-Q3,25.8
Q,IT,N,2022-Q4,26.1
Q,IT,N,2023-Q1,25.2
Q,IT,N,2023-Q2,25.3
Q,IT,N,2023-Q3,25.0
Q,IT,N,2023-Q4,25.5
Q,IT,N,2024-Q1,25.2
Q,IT,N,2024-Q2,25.5
Q,IT,N,2024-Q3,25.1
Q,IT,N,2024-Q4,25.5
Q,IT,N,2025-Q1,25.8
Q,IT,N,2025-Q2,25.9
Q,IT,P,2007-Q1,11.8
Q,IT,P,2007-Q2,12.0
Q,IT,P,2007-Q3,12.4
Q,IT,P,2007-Q4,13.2
Q,IT,P,2008-Q1,13.5
Q,IT,P,2008-Q2,13.5
Q,IT,P,2008-Q3,13.8
Q,IT,P,2008-Q4,13.6
Q,IT,P,2009-Q1,13.1
Q,IT,P,2009-Q2,13.1
Q,IT,P,2009-Q3,12.8
Q,IT,P,2009-Q4,12.6
Q,IT,P,2010-Q1,12.7
Q,IT,P,2010-Q2,12.7
Q,IT,P,2010-Q3,12.8
Q,IT,P,2010-Q4,12.9
Q,IT,P,2011-Q1,12.9
Q,IT,P,2011-Q2,13.0
Q,IT,P,2011-Q3,13.1
Q,IT,P,2011-Q4,13.2
Q,IT,P,2012-Q1,13.2
Q,IT,P,2012-Q2,13.1
Q,IT,P,2012-Q3,13.1
Q,IT,P,2012-Q4,13.1
Q,IT,P,2013-Q1,13.0
Q,IT,P,2013-Q2,12.9
Q,IT,P,2013-Q3,12.7
Q,IT,P,2013-Q4,12.5
Q,IT,P,2014-Q1,12.5
Q,IT,P,2014-Q2,12.3
Q,IT,P,2014-Q3,12.3
Q,IT,P,2014-Q4,12.0
Q,IT,P,2015-Q1,11.8
Q,IT,P,2015-Q2,11.6
Q,IT,P,2015-Q3,11.5
Q,IT,P,2015-Q4,11.3
Q,IT,P,2016-Q1,11.2
Q,IT,P,2016-Q2,11.1
Q,IT,P,2016-Q3,11.0
Q,IT,P,2016-Q4,10.7
Q,IT,P,2017-Q1,10.6
Q,IT,P,2017-Q2,10.4
Q,IT,P,2017-Q3,10.2
Q,IT,P,2017-Q4,10.1
Q,IT,P,2018-Q1,10.0
Q,IT,P,2018-Q2,10.0
Q,IT,P,2018-Q3,9.9
Q,IT,P,2018-Q4,9.8
Q,IT,P,2019-Q1,9.7
Q,IT,P,2019-Q2,9.9
Q,IT,P,2019-Q3,9.8
Q,IT,P,2019-Q4,9.8
Q,IT,P,2020-Q1,9.9
Q,IT,P,2020-Q2,10.3
Q,IT,P,2020-Q3,10.4
Q,IT,P,2020-Q4,10.4
Q,IT,P,2021-Q1,10.4
Q,IT,P,2021-Q2,10.2
Q,IT,P,2021-Q3,9.9
Q,IT,P,2021-Q4,9.8
Q,IT,P,2022-Q1,9.7
Q,IT,P,2022-Q2,9.6
Q,IT,P,2022-Q3,9.6
Q,IT,P,2022-Q4,9.8
Q,IT,P,2023-Q1,9.6
Q,IT,P,2023-Q2,9.8
Q,IT,P,2023-Q3,9.7
Q,IT,P,2023-Q4,9.8
Q,IT,P,2024-Q1,9.6
Q,IT,P,2024-Q2,9.6
Q,IT,P,2024-Q3,9.4
Q,IT,P,2024-Q4,9.3
Q,IT,P,2025-Q1,9.3
Q,IT,P,2025-Q2,9.2
Q,CN,P,2007-Q1,12.2
Q,CN,P,2007-Q2,12.3
Q,CN,P,2007-Q3,12.7
Q,CN,P,2007-Q4,12.5
Q,CN,P,2008-Q1,12.6
Q,CN,P,2008-Q2,12.5
Q,CN,P,2008-Q3,12.3
Q,CN,P,2008-Q4,10.9
Q,CN,P,2009-Q1,12.2
Q,CN,P,2009-Q2,13.1
Q,CN,P,2009-Q3,13.5
Q,CN,P,2009-Q4,13.6
Q,CN,P,2010-Q1,13.9
Q,CN,P,2010-Q2,14.1
Q,CN,P,2010-Q3,14.1
Q,CN,P,2010-Q4,14.4
Q,CN,P,2011-Q1,14.7
Q,CN,P,2011-Q2,14.9
Q,CN,P,2011-Q3,15.0
Q,CN,P,2011-Q4,15.1
Q,CN,P,2012-Q1,15.5
Q,CN,P,2012-Q2,15.5
Q,CN,P,2012-Q3,15.6
Q,CN,P,2012-Q4,15.8
Q,CN,P,2013-Q1,16.5
Q,CN,P,2013-Q2,16.8
Q,CN,P,2013-Q3,17.1
Q,CN,P,2013-Q4,17.1
Q,CN,P,2014-Q1,17.6
Q,CN,P,2014-Q2,18.0
Q,CN,P,2014-Q3,18.0
Q,CN,P,2014-Q4,17.7
Q,CN,P,2015-Q1,17.9
Q,CN,P,2015-Q2,17.7
Q,CN,P,2015-Q3,17.7
Q,CN,P,2015-Q4,17.8
Q,CN,P,2016-Q1,18.3
Q,CN,P,2016-Q2,18.1
Q,CN,P,2016-Q3,18.0
Q,CN,P,2016-Q4,17.9
Q,CN,P,2017-Q1,17.9
Q,CN,P,2017-Q2,17.7
Q,CN,P,2017-Q3,17.5
Q,CN,P,2017-Q4,17.2
Q,CN,P,2018-Q1,17.2
Q,CN,P,2018-Q2,17.0
Q,CN,P,2018-Q3,16.8
Q,CN,P,2018-Q4,16.6
Q,CN,P,2019-Q1,16.9
Q,CN,P,2019-Q2,16.9
Q,CN,P,2019-Q3,16.9
Q,CN,P,2019-Q4,16.8
Q,CN,P,2020-Q1,17.7
Q,CN,P,2020-Q2,18.1
Q,CN,P,2020-Q3,18.2
Q,CN,P,2020-Q4,17.9
Q,CN,P,2021-Q1,17.8
Q,CN,P,2021-Q2,17.6
Q,CN,P,2021-Q3,17.4
Q,CN,P,2021-Q4,17.1
Q,CN,P,2022-Q1,17.4
Q,CN,P,2022-Q2,17.6
Q,CN,P,2022-Q3,17.6
Q,CN,P,2022-Q4,17.6
Q,CN,P,2023-Q1,18.2
Q,CN,P,2023-Q2,18.2
Q,CN,P,2023-Q3,18.3
Q,CN,P,2023-Q4,18.2
Q,CN,P,2024-Q1,18.6
Q,CN,P,2024-Q2,18.6
Q,CN,P,2024-Q3,18.6
Q,CN,P,2024-Q4,18.5
Q,CN,P,2025-Q1,18.9
Q,CN,P,2025-Q2,18.8
Q,US,N,2007-Q1,42.1
Q,US,N,2007-Q2,42.8
Q,US,N,2007-Q3,43.6
Q,US,N,2007-Q4,44.2
Q,US,N,2008-Q1,44.4
Q,US,N,2008-Q2,44.6
Q,US,N,2008-Q3,44.3
Q,US,N,2008-Q4,43.7
Q,US,N,2009-Q1,43.0
Q,US,N,2009-Q2,42.8
Q,US,N,2009-Q3,42.6
Q,US,N,2009-Q4,42.0
Q,US,N,2010-Q1,41.4
Q,US,N,2010-Q2,40.3
Q,US,N,2010-Q3,39.3
Q,US,N,2010-Q4,38.5
Q,US,N,2011-Q1,38.3
Q,US,N,2011-Q2,38.1
Q,US,N,2011-Q3,38.1
Q,US,N,2011-Q4,38.0
Q,US,N,2012-Q1,37.7
Q,US,N,2012-Q2,37.6
Q,US,N,2012-Q3,37.6
Q,US,N,2012-Q4,37.6
Q,US,N,2013-Q1,37.3
Q,US,N,2013-Q2,37.3
Q,US,N,2013-Q3,37.3
Q,US,N,2013-Q4,37.3
Q,US,N,2014-Q1,37.6
Q,US,N,2014-Q2,37.8
Q,US,N,2014-Q3,37.8
Q,US,N,2014-Q4,37.9
Q,US,N,2015-Q1,37.9
Q,US,N,2015-Q2,38.2
Q,US,N,2015-Q3,38.5
Q,US,N,2015-Q4,39.0
Q,US,N,2016-Q1,39.6
Q,US,N,2016-Q2,40.1
Q,US,N,2016-Q3,40.7
Q,US,N,2016-Q4,40.8
Q,US,N,2017-Q1,41.2
Q,US,N,2017-Q2,41.4
Q,US,N,2017-Q3,41.3
Q,US,N,2017-Q4,41.1
Q,US,N,2018-Q1,40.3
Q,US,N,2018-Q2,39.8
Q,US,N,2018-Q3,39.0
Q,US,N,2018-Q4,38.7
Q,US,N,2019-Q1,39.3
Q,US,N,2019-Q2,39.9
Q,US,N,2019-Q3,40.4
Q,US,N,2019-Q4,40.7
Q,US,N,2020-Q1,41.9
Q,US,N,2020-Q2,43.1
Q,US,N,2020-Q3,42.5
Q,US,N,2020-Q4,42.4
Q,US,N,2021-Q1,42.2
Q,US,N,2021-Q2,41.3
Q,US,N,2021-Q3,40.9
Q,US,N,2021-Q4,40.7
Q,US,N,2022-Q1,40.9
Q,US,N,2022-Q2,40.8
Q,US,N,2022-Q3,40.5
Q,US,N,2022-Q4,40.1
Q,US,N,2023-Q1,39.8
Q,US,N,2023-Q2,39.3
Q,US,N,2023-Q3,38.9
Q,US,N,2023-Q4,38.4
Q,US,N,2024-Q1,38.6
Q,US,N,2024-Q2,38.6
Q,US,N,2024-Q3,38.6
Q,US,N,2024-Q4,38.1
Q,US,N,2025-Q1,37.9
Q,US,N,2025-Q2,37.6
Q,US,P,2007-Q1,18.1
Q,US,P,2007-Q2,18.3
Q,US,P,2007-Q3,18.5
Q,US,P,2007-Q4,18.5
Q,US,P,2008-Q1,18.4
Q,US,P,2008-Q2,18.1
Q,US,P,2008-Q3,17.9
Q,US,P,2008-Q4,17.5
Q,US,P,2009-Q1,17.2
Q,US,P,2009-Q2,17.0
Q,US,P,2009-Q3,16.9
Q,US,P,2009-Q4,16.7
Q,US,P,2010-Q1,16.5
Q,US,P,2010-Q2,16.2
Q,US,P,2010-Q3,15.9
Q,US,P,2010-Q4,15.6
Q,US,P,2011-Q1,15.4
Q,US,P,2011-Q2,15.2
Q,US,P,2011-Q3,15.0
Q,US,P,2011-Q4,14.9
Q,US,P,2012-Q1,14.8
Q,US,P,2012-Q2,14.6
Q,US,P,2012-Q3,14.6
Q,US,P,2012-Q4,14.4
Q,US,P,2013-Q1,14.3
Q,US,P,2013-Q2,14.4
Q,US,P,2013-Q3,14.4
Q,US,P,2013-Q4,14.5
Q,US,P,2014-Q1,14.5
Q,US,P,2014-Q2,14.5
Q,US,P,2014-Q3,14.5
Q,US,P,2014-Q4,14.4
Q,US,P,2015-Q1,14.4
Q,US,P,2015-Q2,14.4
Q,US,P,2015-Q3,14.5
Q,US,P,2015-Q4,14.5
Q,US,P,2016-Q1,14.6
Q,US,P,2016-Q2,14.7
Q,US,P,2016-Q3,14.8
Q,US,P,2016-Q4,14.8
Q,US,P,2017-Q1,14.9
Q,US,P,2017-Q2,14.9
Q,US,P,2017-Q3,14.9
Q,US,P,2017-Q4,14.9
Q,US,P,2018-Q1,14.8
Q,US,P,2018-Q2,14.8
Q,US,P,2018-Q3,14.7
Q,US,P,2018-Q4,14.7
Q,US,P,2019-Q1,14.7
Q,US,P,2019-Q2,14.8
Q,US,P,2019-Q3,14.8
Q,US,P,2019-Q4,14.8
Q,US,P,2020-Q1,14.8
Q,US,P,2020-Q2,14.6
Q,US,P,2020-Q3,14.3
Q,US,P,2020-Q4,14.2
Q,US,P,2021-Q1,13.8
Q,US,P,2021-Q2,13.9
Q,US,P,2021-Q3,13.9
Q,US,P,2021-Q4,13.9
Q,US,P,2022-Q1,14.3
Q,US,P,2022-Q2,14.6
Q,US,P,2022-Q3,14.7
Q,US,P,2022-Q4,14.8
Q,US,P,2023-Q1,14.8
Q,US,P,2023-Q2,14.8
Q,US,P,2023-Q3,14.7
Q,US,P,2023-Q4,14.6
Q,US,P,2024-Q1,14.6
Q,US,P,2024-Q2,14.6
Q,US,P,2024-Q3,14.7
Q,US,P,2024-Q4,14.5
Q,US,P,2025-Q1,14.3
Q,US,P,2025-Q2,14.3
Q,IT,H,2007-Q1,4.9
Q,IT,H,2007-Q2,4.9
Q,IT,H,2007-Q3,5.0
Q,IT,H,2007-Q4,5.2
Q,IT,H,2008-Q1,5.1
Q,IT,H,2008-Q2,5.2
Q,IT,H,2008-Q3,5.3
Q,IT,H,2008-Q4,5.1
Q,IT,H,2009-Q1,5.0
Q,IT,H,2009-Q2,5.0
Q,IT,H,2009-Q3,4.9
Q,IT,H,2009-Q4,4.9
Q,IT,H,2010-Q1,5.0
Q,IT,H,2010-Q2,5.0
Q,IT,H,2010-Q3,5.1
Q,IT,H,2010-Q4,5.1
Q,IT,H,2011-Q1,5.2
Q,IT,H,2011-Q2,5.3
Q,IT,H,2011-Q3,5.3
Q,IT,H,2011-Q4,5.3
Q,IT,H,2012-Q1,5.3
Q,IT,H,2012-Q2,5.3
Q,IT,H,2012-Q3,5.2
Q,IT,H,2012-Q4,5.1
Q,IT,H,2013-Q1,5.0
Q,IT,H,2013-Q2,4.9
Q,IT,H,2013-Q3,4.8
Q,IT,H,2013-Q4,4.7
Q,IT,H,2014-Q1,4.8
Q,IT,H,2014-Q2,4.8
Q,IT,H,2014-Q3,4.7
Q,IT,H,2014-Q4,4.6
Q,IT,H,2015-Q1,4.5
Q,IT,H,2015-Q2,4.5
Q,IT,H,2015-Q3,4.5
Q,IT,H,2015-Q4,4.4
Q,IT,H,2016-Q1,4.5
Q,IT,H,2016-Q2,4.5
Q,IT,H,2016-Q3,4.5
Q,IT,H,2016-Q4,4.4
Q,IT,H,2017-Q1,4.4
Q,IT,H,2017-Q2,4.3
Q,IT,H,2017-Q3,4.3
Q,IT,H,2017-Q4,4.3
Q,IT,H,2018-Q1,4.2
Q,IT,H,2018-Q2,4.3
Q,IT,H,2018-Q3,4.3
Q,IT,H,2018-Q4,4.2
Q,IT,H,2019-Q1,4.2
Q,IT,H,2019-Q2,4.3
Q,IT,H,2019-Q3,4.3
Q,IT,H,2019-Q4,4.3
Q,IT,H,2020-Q1,4.3
Q,IT,H,2020-Q2,4.4
Q,IT,H,2020-Q3,4.4
Q,IT,H,2020-Q4,4.4
Q,IT,H,2021-Q1,4.4
Q,IT,H,2021-Q2,4.4
Q,IT,H,2021-Q3,4.3
Q,IT,H,2021-Q4,4.3
Q,IT,H,2022-Q1,4.2
Q,IT,H,2022-Q2,4.3
Q,IT,H,2022-Q3,4.3
Q,IT,H,2022-Q4,4.4
Q,IT,H,2023-Q1,4.4
Q,IT,H,2023-Q2,4.5
Q,IT,H,2023-Q3,4.5
Q,IT,H,2023-Q4,4.5
Q,IT,H,2024-Q1,4.4
Q,IT,H,2024-Q2,4.4
Q,IT,H,2024-Q3,4.3
Q,IT,H,2024-Q4,4.3
Q,IT,H,2025-Q1,4.2
Q,IT,H,2025-Q2,4.2
Q,JP,N,2007-Q1,36.5
Q,JP,N,2007-Q2,35.5
Q,JP,N,2007-Q3,35.7
Q,JP,N,2007-Q4,36.1
Q,JP,N,2008-Q1,35.5
Q,JP,N,2008-Q2,36.3
Q,JP,N,2008-Q3,36.5
Q,JP,N,2008-Q4,38.0
Q,JP,N,2009-Q1,38.9
Q,JP,N,2009-Q2,39.5
Q,JP,N,2009-Q3,40.0
Q,JP,N,2009-Q4,40.0
Q,JP,N,2010-Q1,38.0
Q,JP,N,2010-Q2,36.5
Q,JP,N,2010-Q3,35.1
Q,JP,N,2010-Q4,34.3
Q,JP,N,2011-Q1,34.1
Q,JP,N,2011-Q2,34.6
Q,JP,N,2011-Q3,35.4
Q,JP,N,2011-Q4,35.8
Q,JP,N,2012-Q1,35.5
Q,JP,N,2012-Q2,34.3
Q,JP,N,2012-Q3,34.5
Q,JP,N,2012-Q4,34.6
Q,JP,N,2013-Q1,34.3
Q,JP,N,2013-Q2,33.4
Q,JP,N,2013-Q3,33.0
Q,JP,N,2013-Q4,32.9
Q,JP,N,2014-Q1,32.7
Q,JP,N,2014-Q2,32.5
Q,JP,N,2014-Q3,32.9
Q,JP,N,2014-Q4,33.0
Q,JP,N,2015-Q1,32.1
Q,JP,N,2015-Q2,30.7
Q,JP,N,2015-Q3,29.9
Q,JP,N,2015-Q4,29.5
Q,JP,N,2016-Q1,29.1
Q,JP,N,2016-Q2,29.3
Q,JP,N,2016-Q3,29.8
Q,JP,N,2016-Q4,30.3
Q,JP,N,2017-Q1,30.5
Q,JP,N,2017-Q2,30.1
Q,JP,N,2017-Q3,29.9
Q,JP,N,2017-Q4,29.7
Q,JP,N,2018-Q1,29.4
Q,JP,N,2018-Q2,29.7
Q,JP,N,2018-Q3,30.2
Q,JP,N,2018-Q4,30.9
Q,JP,N,2019-Q1,31.5
Q,JP,N,2019-Q2,32.0
Q,JP,N,2019-Q3,32.7
Q,JP,N,2019-Q4,33.5
Q,JP,N,2020-Q1,34.0
Q,JP,N,2020-Q2,37.9
Q,JP,N,2020-Q3,38.8
Q,JP,N,2020-Q4,38.8
Q,JP,N,2021-Q1,38.6
Q,JP,N,2021-Q2,36.9
Q,JP,N,2021-Q3,36.4
Q,JP,N,2021-Q4,36.5
Q,JP,N,2022-Q1,36.5
Q,JP,N,2022-Q2,37.0
Q,JP,N,2022-Q3,37.4
Q,JP,N,2022-Q4,37.8
Q,JP,N,2023-Q1,37.3
Q,JP,N,2023-Q2,36.8
Q,JP,N,2023-Q3,36.2
Q,JP,N,2023-Q4,35.8
Q,JP,N,2024-Q1,35.9
Q,JP,N,2024-Q2,35.8
Q,JP,N,2024-Q3,35.4
Q,JP,N,2024-Q4,35.8
Q,JP,N,2025-Q1,35.4
Q,JP,N,2025-Q2,35.3
Q,JP,P,2007-Q1,15.6
Q,JP,P,2007-Q2,15.4
Q,JP,P,2007-Q3,15.4
Q,JP,P,2007-Q4,15.5
Q,JP,P,2008-Q1,15.3
Q,JP,P,2008-Q2,15.4
Q,JP,P,2008-Q3,15.4
Q,JP,P,2008-Q4,15.7
Q,JP,P,2009-Q1,15.7
Q,JP,P,2009-Q2,15.7
Q,JP,P,2009-Q3,15.7
Q,JP,P,2009-Q4,15.6
Q,JP,P,2010-Q1,15.2
Q,JP,P,2010-Q2,15.0
Q,JP,P,2010-Q3,14.8
Q,JP,P,2010-Q4,14.6
Q,JP,P,2011-Q1,14.5
Q,JP,P,2011-Q2,14.5
Q,JP,P,2011-Q3,14.6
Q,JP,P,2011-Q4,14.6
Q,JP,P,2012-Q1,14.5
Q,JP,P,2012-Q2,14.3
Q,JP,P,2012-Q3,14.3
Q,JP,P,2012-Q4,14.4
Q,JP,P,2013-Q1,14.3
Q,JP,P,2013-Q2,14.1
Q,JP,P,2013-Q3,14.1
Q,JP,P,2013-Q4,14.2
Q,JP,P,2014-Q1,14.2
Q,JP,P,2014-Q2,14.1
Q,JP,P,2014-Q3,14.2
Q,JP,P,2014-Q4,14.3
Q,JP,P,2015-Q1,14.2
Q,JP,P,2015-Q2,13.9
Q,JP,P,2015-Q3,13.8
Q,JP,P,2015-Q4,13.7
Q,JP,P,2016-Q1,13.6
Q,JP,P,2016-Q2,13.6
Q,JP,P,2016-Q3,13.7
Q,JP,P,2016-Q4,13.9
Q,JP,P,2017-Q1,13.9
Q,JP,P,2017-Q2,13.9
Q,JP,P,2017-Q3,13.8
Q,JP,P,2017-Q4,13.9
Q,JP,P,2018-Q1,13.9
Q,JP,P,2018-Q2,13.9
Q,JP,P,2018-Q3,14.1
Q,JP,P,2018-Q4,14.2
Q,JP,P,2019-Q1,14.3
Q,JP,P,2019-Q2,14.4
Q,JP,P,2019-Q3,14.5
Q,JP,P,2019-Q4,14.7
Q,JP,P,2020-Q1,14.8
Q,JP,P,2020-Q2,15.3
Q,JP,P,2020-Q3,15.4
Q,JP,P,2020-Q4,15.5
Q,JP,P,2021-Q1,15.5
Q,JP,P,2021-Q2,15.6
Q,JP,P,2021-Q3,15.6
Q,JP,P,2021-Q4,15.8
Q,JP,P,2022-Q1,15.7
Q,JP,P,2022-Q2,15.9
Q,JP,P,2022-Q3,15.9
Q,JP,P,2022-Q4,16.0
Q,JP,P,2023-Q1,16.0
Q,JP,P,2023-Q2,16.0
Q,JP,P,2023-Q3,16.1
Q,JP,P,2023-Q4,16.1
Q,JP,P,2024-Q1,16.1
Q,JP,P,2024-Q2,16.1
Q,JP,P,2024-Q3,16.0
Q,JP,P,2024-Q4,16.1
Q,JP,P,2025-Q1,16.0
Q,JP,P,2025-Q2,16.0
Q,US,H,2007-Q1,11.5
Q,US,H,2007-Q2,11.6
Q,US,H,2007-Q3,11.6
Q,US,H,2007-Q4,11.6
Q,US,H,2008-Q1,11.4
Q,US,H,2008-Q2,11.2
Q,US,H,2008-Q3,11.0
Q,US,H,2008-Q4,10.8
Q,US,H,2009-Q1,10.6
Q,US,H,2009-Q2,10.6
Q,US,H,2009-Q3,10.5
Q,US,H,2009-Q4,10.4
Q,US,H,2010-Q1,10.3
Q,US,H,2010-Q2,10.1
Q,US,H,2010-Q3,9.9
Q,US,H,2010-Q4,9.7
Q,US,H,2011-Q1,9.5
Q,US,H,2011-Q2,9.3
Q,US,H,2011-Q3,9.2
Q,US,H,2011-Q4,9.0
Q,US,H,2012-Q1,8.9
Q,US,H,2012-Q2,8.8
Q,US,H,2012-Q3,8.7
Q,US,H,2012-Q4,8.5
Q,US,H,2013-Q1,8.5
Q,US,H,2013-Q2,8.4
Q,US,H,2013-Q3,8.4
Q,US,H,2013-Q4,8.5
Q,US,H,2014-Q1,8.5
Q,US,H,2014-Q2,8.4
Q,US,H,2014-Q3,8.3
Q,US,H,2014-Q4,8.3
Q,US,H,2015-Q1,8.2
Q,US,H,2015-Q2,8.2
Q,US,H,2015-Q3,8.2
Q,US,H,2015-Q4,8.1
Q,US,H,2016-Q1,8.1
Q,US,H,2016-Q2,8.1
Q,US,H,2016-Q3,8.2
Q,US,H,2016-Q4,8.2
Q,US,H,2017-Q1,8.1
Q,US,H,2017-Q2,8.1
Q,US,H,2017-Q3,8.1
Q,US,H,2017-Q4,8.1
Q,US,H,2018-Q1,8.1
Q,US,H,2018-Q2,8.1
Q,US,H,2018-Q3,8.1
Q,US,H,2018-Q4,8.1
Q,US,H,2019-Q1,8.0
Q,US,H,2019-Q2,8.0
Q,US,H,2019-Q3,8.0
Q,US,H,2019-Q4,7.9
Q,US,H,2020-Q1,7.8
Q,US,H,2020-Q2,7.5
Q,US,H,2020-Q3,7.4
Q,US,H,2020-Q4,7.4
Q,US,H,2021-Q1,7.1
Q,US,H,2021-Q2,7.3
Q,US,H,2021-Q3,7.3
Q,US,H,2021-Q4,7.3
Q,US,H,2022-Q1,7.6
Q,US,H,2022-Q2,7.7
Q,US,H,2022-Q3,7.9
Q,US,H,2022-Q4,8.1
Q,US,H,2023-Q1,8.2
Q,US,H,2023-Q2,8.2
Q,US,H,2023-Q3,8.2
Q,US,H,2023-Q4,8.2
Q,US,H,2024-Q1,8.1
Q,US,H,2024-Q2,8.1
Q,US,H,2024-Q3,8.1
Q,US,H,2024-Q4,8.0
Q,US,H,2025-Q1,8.0
Q,US,H,2025-Q2,8.0
Q,JP,H,2007-Q1,7.9
Q,JP,H,2007-Q2,7.9
Q,JP,H,2007-Q3,7.8
Q,JP,H,2007-Q4,7.8
Q,JP,H,2008-Q1,7.8
Q,JP,H,2008-Q2,7.7
