FREQ,BORROWERS_CTY,DSR_BORROWERS,TIME_PERIOD,OBS_VALUE
Q,GB,N,2017-Q1,32.9
Q,GB,N,2017-Q2,32.0
Q,GB,N,2017-Q3,31.3
Q,GB,N,2017-Q4,31.8
Q,GB,N,2018-Q1,31.6
Q,GB,N,2018-Q2,31.0
Q,GB,N,2018-Q3,30.5
Q,GB,N,2018-Q4,30.1
Q,GB,N,2019-Q1,29.0
Q,GB,N,2019-Q2,29.1
Q,GB,N,2019-Q3,29.3
Q,GB,N,2019-Q4,28.6
Q,GB,N,2020-Q1,30.3
Q,GB,N,2020-Q2,33.3
Q,GB,N,2020-Q3,33.9
Q,GB,N,2020-Q4,35.2
Q,GB,N,2021-Q1,34.0
Q,GB,N,2021-Q2,31.6
Q,GB,N,2021-Q3,30.4
Q,GB,N,2021-Q4,29.1
Q,GB,N,2022-Q1,28.0
Q,GB,N,2022-Q2,27.3
Q,GB,N,2022-Q3,27.6
Q,GB,N,2022-Q4,26.8
Q,GB,N,2023-Q1,26.0
Q,GB,N,2023-Q2,26.0
Q,GB,N,2023-Q3,25.9
Q,GB,N,2023-Q4,26.8
Q,GB,N,2024-Q1,27.7
Q,GB,N,2024-Q2,27.7
Q,GB,N,2024-Q3,27.7
Q,GB,N,2024-Q4,28.5
Q,GB,N,2025-Q1,27.7
Q,GB,N,2025-Q2,28.1
Q,GB,P,2007-Q1,18.9
Q,GB,P,2007-Q2,19.0
Q,GB,P,2007-Q3,19.5
Q,GB,P,2007-Q4,19.6
Q,GB,P,2008-Q1,19.6
Q,GB,P,2008-Q2,19.3
Q,GB,P,2008-Q3,19.3
Q,GB,P,2008-Q4,19.6
Q,GB,P,2009-Q1,18.4
Q,GB,P,2009-Q2,17.6
Q,GB,P,2009-Q3,17.8
Q,GB,P,2009-Q4,17.5
Q,GB,P,2010-Q1,17.3
Q,GB,P,2010-Q2,17.0
Q,GB,P,2010-Q3,16.9
Q,GB,P,2010-Q4,16.5
Q,GB,P,2011-Q1,16.3
Q,GB,P,2011-Q2,16.2
Q,GB,P,2011-Q3,16.2
Q,GB,P,2011-Q4,15.9
Q,GB,P,2012-Q1,16.3
Q,GB,P,2012-Q2,16.2
Q,GB,P,2012-Q3,16.3
Q,GB,P,2012-Q4,16.0
Q,GB,P,2013-Q1,16.0
Q,GB,P,2013-Q2,16.0
Q,GB,P,2013-Q3,15.8
Q,GB,P,2013-Q4,15.6
Q,GB,P,2014-Q1,15.2
Q,GB,P,2014-Q2,14.8
Q,GB,P,2014-Q3,14.8
Q,GB,P,2014-Q4,14.7
Q,GB,P,2015-Q1,14.5
Q,GB,P,2015-Q2,14.2
Q,GB,P,2015-Q3,14.1
Q,GB,P,2015-Q4,14.1
Q,GB,P,2016-Q1,14.2
Q,GB,P,2016-Q2,14.5
Q,GB,P,2016-Q3,14.7
Q,GB,P,2016-Q4,14.8
Q,GB,P,2017-Q1,14.7
Q,GB,P,2017-Q2,14.6
Q,GB,P,2017-Q3,14.6
Q,GB,P,2017-Q4,14.6
Q,GB,P,2018-Q1,14.5
Q,GB,P,2018-Q2,14.3
Q,GB,P,2018-Q3,14.2
Q,GB,P,2018-Q4,14.2
Q,GB,P,2019-Q1,13.9
Q,GB,P,2019-Q2,14.0
Q,GB,P,2019-Q3,14.0
Q,GB,P,2019-Q4,13.8
Q,GB,P,2020-Q1,14.2
Q,GB,P,2020-Q2,14.6
Q,GB,P,2020-Q3,14.7
Q,GB,P,2020-Q4,14.9
Q,GB,P,2021-Q1,14.6
Q,GB,P,2021-Q2,14.3
Q,GB,P,2021-Q3,14.1
Q,GB,P,2021-Q4,13.9
Q,GB,P,2022-Q1,13.6
Q,GB,P,2022-Q2,13.5
Q,GB,P,2022-Q3,13.6
Q,GB,P,2022-Q4,13.4
Q,GB,P,2023-Q1,13.2
Q,GB,P,2023-Q2,13.1
Q,GB,P,2023-Q3,13.2
Q,GB,P,2023-Q4,13.3
Q,GB,P,2024-Q1,13.4
Q,GB,P,2024-Q2,13.4
Q,GB,P,2024-Q3,13.3
Q,GB,P,2024-Q4,13.3
Q,GB,P,2025-Q1,13.0
Q,GB,P,2025-Q2,13.0
