FREQ,EER_TYPE,EER_BASKET,REF_AREA,TIME_PERIOD,OBS_VALUE
M,R,N,US,2013-11,79.39
M,R,N,US,2013-12,79.36
M,R,N,US,2014-01,80.67
M,R,N,US,2014-02,80.69
M,R,N,US,2014-03,80.47
M,R,N,US,2014-04,79.98
M,R,N,US,2014-05,79.84
M,R,N,US,2014-06,80.15
M,R,N,US,2014-07,80.12
M,R,N,US,2014-08,80.98
M,R,N,US,2014-09,82.43
M,R,N,US,2014-10,83.55
M,R,N,US,2014-11,84.93
M,R,N,US,2014-12,86.72
M,R,N,US,2015-01,89.18
M,R,N,US,2015-02,90.84
M,R,N,US,2015-03,93.01
M,R,N,US,2015-04,92.56
M,R,N,US,2015-05,91.66
M,R,N,US,2015-06,92.64
M,R,N,US,2015-07,94.89
M,R,N,US,2015-08,95.81
M,R,N,US,2015-09,95.79
M,R,N,US,2015-10,94.7
M,R,N,US,2015-11,96.65
M,R,N,US,2015-12,97.08
M,R,N,US,2016-01,99.7
M,R,N,US,2016-02,98.5
M,R,N,US,2016-03,96.24
M,R,N,US,2016-04,94.61
M,R,N,US,2016-05,95.94
M,R,N,US,2016-06,96.5
M,R,N,US,2016-07,97.08
M,R,N,US,2016-08,96.02
M,R,N,US,2016-09,96.9
M,R,N,US,2016-10,97.73
M,R,N,US,2016-11,100.47
M,R,N,US,2016-12,102.35
M,R,N,US,2017-01,102.96
M,R,N,US,2017-02,100.96
M,R,N,US,2017-03,99.84
M,R,N,US,2017-04,98.76
M,R,N,US,2017-05,98.2
M,R,N,US,2017-06,96.54
M,R,N,US,2017-07,94.74
M,R,N,US,2017-08,93.59
M,R,N,US,2017-09,93.08
M,R,N,US,2017-10,95.06
M,R,N,US,2017-11,95.11
M,R,N,US,2017-12,94.64
M,R,N,US,2018-01,93.13
M,R,N,US,2018-02,92.36
M,R,N,US,2018-03,92.53
M,R,N,US,2018-04,92.6
M,R,N,US,2018-05,95.89
M,R,N,US,2018-06,97.57
M,R,N,US,2018-07,96.53
M,R,N,US,2018-08,96.4
M,R,N,US,2018-09,96.21
M,R,N,US,2018-10,96.91
M,R,N,US,2018-11,98.43
M,R,N,US,2018-12,98.12
M,R,N,US,2019-01,96.99
M,R,N,US,2019-02,97.25
M,R,N,US,2019-03,97.79
M,R,N,US,2019-04,97.97
M,R,N,US,2019-05,98.73
M,R,N,US,2019-06,98.18
M,R,N,US,2019-07,98.06
M,R,N,US,2019-08,99.35
M,R,N,US,2019-09,99.48
M,R,N,US,2019-10,98.88
M,R,N,US,2019-11,98.67
M,R,N,US,2019-12,97.78
M,R,N,US,2020-01,97.74
M,R,N,US,2020-02,99.03
M,R,N,US,2020-03,103.21
M,R,N,US,2020-04,105.43
M,R,N,US,2020-05,104.25
M,R,N,US,2020-06,101.42
M,R,N,US,2020-07,101.07
M,R,N,US,2020-08,99.44
M,R,N,US,2020-09,98.99
M,R,N,US,2020-10,98.2
M,R,N,US,2020-11,96.63
M,R,N,US,2020-12,94.59
M,R,N,US,2021-01,94.29
M,R,N,US,2021-02,95.13
M,R,N,US,2021-03,96.69
M,R,N,US,2021-04,96.1
M,R,N,US,2021-05,95.41
M,R,N,US,2021-06,96.53
M,R,N,US,2021-07,98.01
M,R,N,US,2021-08,98.28
M,R,N,US,2021-09,98.3
M,R,N,US,2021-10,99.41
M,R,N,US,2021-11,100.63
M,R,N,US,2021-12,101.45
M,R,N,US,2022-01,101.19
M,R,N,US,2022-02,101.39
M,R,N,US,2022-03,102.94
M,R,N,US,2022-04,103.83
M,R,N,US,2022-05,106.09
M,R,N,US,2022-06,107.35
M,R,N,US,2022-07,109.58
M,R,N,US,2022-08,108.64
M,R,N,US,2022-09,111.14
M,R,N,US,2022-10,112.19
M,R,N,US,2022-11,108.38
M,R,N,US,2022-12,105.86
M,R,N,US,2023-01,104.26
M,R,N,US,2023-02,104.49
M,R,N,US,2023-03,104.69
M,R,N,US,2023-04,103.18
M,R,N,US,2023-05,103.55
M,R,N,US,2023-06,103.09
M,R,N,US,2023-07,101.65
M,R,N,US,2023-08,103.17
M,R,N,US,2023-09,104.77
M,R,N,US,2023-10,106.43
M,R,N,US,2023-11,104.28
M,R,N,US,2023-12,102.27
M,R,N,US,2024-01,102.82
M,R,N,US,2024-02,103.9
M,R,N,US,2024-03,103.67
M,R,N,US,2024-04,104.95
M,R,N,US,2024-05,104.78
M,R,N,US,2024-06,106.8
M,R,N,US,2024-07,106.16
M,R,N,US,2024-08,105.58
M,R,N,US,2024-09,105.38
M,R,N,US,2024-10,106.87
M,R,N,US,2024-11,109.4
M,R,N,US,2024-12,110.37
M,R,N,US,2025-01,112.43
M,R,N,US,2025-02,111.5
M,R,N,US,2025-03,109.55
M,R,N,US,2025-04,106.8
M,R,N,US,2025-05,105.16
M,R,N,US,2025-06,103.63
M,R,N,US,2025-07,102.96
M,R,N,US,2025-08,103.74
M,R,N,US,2025-09,103.36
M,R,N,US,2025-10,103.85
M,R,N,US,2025-11,104.51
M,R,N,US,2025-12,103.18
M,R,N,US,2026-01,102.74
M,R,N,FR,2007-01,105.1
M,R,N,FR,2007-02,105.13
M,R,N,FR,2007-03,105.42
M,R,N,FR,2007-04,105.75
M,R,N,FR,2007-05,105.87
M,R,N,FR,2007-06,105.74
M,R,N,FR,2007-07,105.72
M,R,N,FR,2007-08,105.94
M,R,N,FR,2007-09,106.24
M,R,N,FR,2007-10,106.46
M,R,N,FR,2007-11,107.09
M,R,N,FR,2007-12,107.33
M,R,N,FR,2008-01,107.48
M,R,N,FR,2008-02,107.2
M,R,N,FR,2008-03,108.22
M,R,N,FR,2008-04,108.81
M,R,N,FR,2008-05,108.6
M,R,N,FR,2008-06,108.56
M,R,N,FR,2008-07,108.3
M,R,N,FR,2008-08,107.65
M,R,N,FR,2008-09,106.91
M,R,N,FR,2008-10,105.71
M,R,N,FR,2008-11,105.48
M,R,N,FR,2008-12,107.06
M,R,N,FR,2009-01,106.69
M,R,N,FR,2009-02,106.12
M,R,N,FR,2009-03,107.16
M,R,N,FR,2009-04,106.86
M,R,N,FR,2009-05,107.07
M,R,N,FR,2009-06,107.31
M,R,N,FR,2009-07,107.14
M,R,N,FR,2009-08,107.46
M,R,N,FR,2009-09,107.72
M,R,N,FR,2009-10,107.99
M,R,N,FR,2009-11,107.98
M,R,N,FR,2009-12,107.67
M,R,N,FR,2010-01,106.91
M,R,N,FR,2010-02,106.34
M,R,N,FR,2010-03,106.16
M,R,N,FR,2010-04,105.61
M,R,N,FR,2010-05,104.35
M,R,N,FR,2010-06,103.55
M,R,N,FR,2010-07,103.93
M,R,N,FR,2010-08,103.88
M,R,N,FR,2010-09,103.85
M,R,N,FR,2010-10,104.99
M,R,N,FR,2010-11,104.5
M,R,N,FR,2010-12,103.69
M,R,N,FR,2011-01,103.43
M,R,N,FR,2011-02,103.82
M,R,N,FR,2011-03,104.6
M,R,N,FR,2011-04,105.21
M,R,N,FR,2011-05,104.73
M,R,N,FR,2011-06,104.84
M,R,N,FR,2011-07,103.86
M,R,N,FR,2011-08,104.13
M,R,N,FR,2011-09,103.44
M,R,N,FR,2011-10,103.57
M,R,N,FR,2011-11,103.55
M,R,N,FR,2011-12,103.2
M,R,N,FR,2012-01,102.18
M,R,N,FR,2012-02,102.53
M,R,N,FR,2012-03,102.95
M,R,N,FR,2012-04,102.59
M,R,N,FR,2012-05,102.01
M,R,N,FR,2012-06,101.84
M,R,N,FR,2012-07,100.64
M,R,N,FR,2012-08,100.95
M,R,N,FR,2012-09,101.12
M,R,N,FR,2012-10,101.38
M,R,N,FR,2012-11,101.2
M,R,N,FR,2012-12,101.96
M,R,N,FR,2013-01,102.37
M,R,N,FR,2013-02,102.76
M,R,N,FR,2013-03,102.65
M,R,N,FR,2013-04,102.7
M,R,N,FR,2013-05,102.72
M,R,N,FR,2013-06,103.11
M,R,N,FR,2013-07,102.69
M,R,N,FR,2013-08,103.32
M,R,N,FR,2013-09,102.88
M,R,N,FR,2013-10,103.18
M,R,N,FR,2013-11,103.01
M,R,N,FR,2013-12,103.59
M,R,N,FR,2014-01,103.25
M,R,N,FR,2014-02,103.52
M,R,N,FR,2014-03,103.93
M,R,N,FR,2014-04,103.54
M,R,N,FR,2014-05,103.3
M,R,N,FR,2014-06,102.85
M,R,N,FR,2014-07,102.35
M,R,N,FR,2014-08,102.57
M,R,N,FR,2014-09,101.65
M,R,N,FR,2014-10,101.48
M,R,N,FR,2014-11,101.54
M,R,N,FR,2014-12,101.82
M,R,N,FR,2015-01,99.98
M,R,N,FR,2015-02,99.5
M,R,N,FR,2015-03,98.71
M,R,N,FR,2015-04,98.24
M,R,N,FR,2015-05,98.82
M,R,N,FR,2015-06,98.94
M,R,N,FR,2015-07,98.28
M,R,N,FR,2015-08,99.22
M,R,N,FR,2015-09,99.24
M,R,N,FR,2015-10,99.08
M,R,N,FR,2015-11,98.15
M,R,N,FR,2015-12,98.94
M,R,N,FR,2016-01,98.89
M,R,N,FR,2016-02,99.5
M,R,N,FR,2016-03,99.43
M,R,N,FR,2016-04,99.58
M,R,N,FR,2016-05,99.63
M,R,N,FR,2016-06,99.42
M,R,N,FR,2016-07,99.08
M,R,N,FR,2016-08,99.58
M,R,N,FR,2016-09,99.35
M,R,N,FR,2016-10,99.23
M,R,N,FR,2016-11,99.07
M,R,N,FR,2016-12,98.66
M,R,N,FR,2017-01,98.74
M,R,N,FR,2017-02,98.24
M,R,N,FR,2017-03,98.83
M,R,N,FR,2017-04,98.32
M,R,N,FR,2017-05,99.19
M,R,N,FR,2017-06,99.55
M,R,N,FR,2017-07,99.69
M,R,N,FR,2017-08,100.7
M,R,N,FR,2017-09,100.51
M,R,N,FR,2017-10,100.42
M,R,N,FR,2017-11,100.56
M,R,N,FR,2017-12,100.82
M,R,N,FR,2018-01,101.35
M,R,N,FR,2018-02,101.16
M,R,N,FR,2018-03,101.89
M,R,N,FR,2018-04,101.66
M,R,N,FR,2018-05,101.07
M,R,N,FR,2018-06,100.78
M,R,N,FR,2018-07,100.66
M,R,N,FR,2018-08,100.74
M,R,N,FR,2018-09,100.62
M,R,N,FR,2018-10,100.2
M,R,N,FR,2018-11,100.07
M,R,N,FR,2018-12,100.32
M,R,N,FR,2019-01,100.12
M,R,N,FR,2019-02,99.66
M,R,N,FR,2019-03,99.91
M,R,N,FR,2019-04,99.6
M,R,N,FR,2019-05,99.65
M,R,N,FR,2019-06,100.02
M,R,N,FR,2019-07,99.61
M,R,N,FR,2019-08,99.98
M,R,N,FR,2019-09,99.31
M,R,N,FR,2019-10,99.09
M,R,N,FR,2019-11,99.18
M,R,N,FR,2019-12,99.4
M,R,N,FR,2020-01,99.08
M,R,N,FR,2020-02,98.57
M,R,N,FR,2020-03,99.58
M,R,N,FR,2020-04,99.19
M,R,N,FR,2020-05,99.43
M,R,N,FR,2020-06,99.86
M,R,N,FR,2020-07,100.74
M,R,N,FR,2020-08,101.14
M,R,N,FR,2020-09,100.63
M,R,N,FR,2020-10,100.25
M,R,N,FR,2020-11,100.47
M,R,N,FR,2020-12,101.05
M,R,N,FR,2021-01,100.59
M,R,N,FR,2021-02,100.1
M,R,N,FR,2021-03,100.03
M,R,N,FR,2021-04,99.76
M,R,N,FR,2021-05,100.03
M,R,N,FR,2021-06,99.67
M,R,N,FR,2021-07,99.13
M,R,N,FR,2021-08,99.33
M,R,N,FR,2021-09,98.91
M,R,N,FR,2021-10,98.19
M,R,N,FR,2021-11,97.77
M,R,N,FR,2021-12,97.44
M,R,N,FR,2022-01,97.04
M,R,N,FR,2022-02,97.16
M,R,N,FR,2022-03,96.42
M,R,N,FR,2022-04,96.11
M,R,N,FR,2022-05,95.99
M,R,N,FR,2022-06,96.16
M,R,N,FR,2022-07,95.25
M,R,N,FR,2022-08,94.96
M,R,N,FR,2022-09,93.81
M,R,N,FR,2022-10,93.82
M,R,N,FR,2022-11,94.57
M,R,N,FR,2022-12,94.98
M,R,N,FR,2023-01,95.35
M,R,N,FR,2023-02,95.78
M,R,N,FR,2023-03,96.25
M,R,N,FR,2023-04,96.81
M,R,N,FR,2023-05,96.46
M,R,N,FR,2023-06,96.35
M,R,N,FR,2023-07,96.47
M,R,N,FR,2023-08,96.99
M,R,N,FR,2023-09,96.06
M,R,N,FR,2023-10,96.0
M,R,N,FR,2023-11,96.51
M,R,N,FR,2023-12,96.33
M,R,N,FR,2024-01,96.01
M,R,N,FR,2024-02,96.31
M,R,N,FR,2024-03,96.33
M,R,N,FR,2024-04,96.48
M,R,N,FR,2024-05,96.5
M,R,N,FR,2024-06,96.31
M,R,N,FR,2024-07,96.43
M,R,N,FR,2024-08,96.89
M,R,N,FR,2024-09,95.76
M,R,N,FR,2024-10,95.52
M,R,N,FR,2024-11,95.17
M,R,N,FR,2024-12,94.83
M,R,N,FR,2025-01,94.77
M,R,N,FR,2025-02,94.3
M,R,N,FR,2025-03,94.94
M,R,N,FR,2025-04,95.78
M,R,N,FR,2025-05,95.41
M,R,N,FR,2025-06,95.95
M,R,N,FR,2025-07,96.29
M,R,N,FR,2025-08,96.62
M,R,N,FR,2025-09,95.8
M,R,N,FR,2025-10,95.6
M,R,N,FR,2025-11,95.64
M,R,N,FR,2025-12,95.81
M,R,N,FR,2026-01,95.64
M,R,N,GB,2007-01,125.71
M,R,N,GB,2007-02,125.32
M,R,N,GB,2007-03,123.2
M,R,N,GB,2007-04,123.62
M,R,N,GB,2007-05,123.22
M,R,N,GB,2007-06,124.27
M,R,N,GB,2007-07,124.45
M,R,N,GB,2007-08,123.88
M,R,N,GB,2007-09,122.09
M,R,N,GB,2007-10,121.38
M,R,N,GB,2007-11,119.71
M,R,N,GB,2007-12,118.21
M,R,N,GB,2008-01,113.41
M,R,N,GB,2008-02,113.12
M,R,N,GB,2008-03,110.49
M,R,N,GB,2008-04,108.62
M,R,N,GB,2008-05,108.86
M,R,N,GB,2008-06,109.3
M,R,N,GB,2008-07,109.36
M,R,N,GB,2008-08,109.05
M,R,N,GB,2008-09,107.51
M,R,N,GB,2008-10,107.26
M,R,N,GB,2008-11,101.14
M,R,N,GB,2008-12,94.49
M,R,N,GB,2009-01,92.2
M,R,N,GB,2009-02,95.32
M,R,N,GB,2009-03,92.81
M,R,N,GB,2009-04,94.88
M,R,N,GB,2009-05,97.0
M,R,N,GB,2009-06,101.04
M,R,N,GB,2009-07,101.06
M,R,N,GB,2009-08,100.93
M,R,N,GB,2009-09,98.05
M,R,N,GB,2009-10,95.59
M,R,N,GB,2009-11,97.7
M,R,N,GB,2009-12,97.48
M,R,N,GB,2010-01,98.69
M,R,N,GB,2010-02,98.39
M,R,N,GB,2010-03,94.92
M,R,N,GB,2010-04,97.64
M,R,N,GB,2010-05,98.07
M,R,N,GB,2010-06,100.82
M,R,N,GB,2010-07,100.92
M,R,N,GB,2010-08,102.79
M,R,N,GB,2010-09,100.62
M,R,N,GB,2010-10,97.84
M,R,N,GB,2010-11,100.05
M,R,N,GB,2010-12,100.25
M,R,N,GB,2011-01,100.88
M,R,N,GB,2011-02,101.93
M,R,N,GB,2011-03,99.4
M,R,N,GB,2011-04,98.95
M,R,N,GB,2011-05,99.14
M,R,N,GB,2011-06,97.99
M,R,N,GB,2011-07,98.06
M,R,N,GB,2011-08,99.32
M,R,N,GB,2011-09,99.35
M,R,N,GB,2011-10,99.51
M,R,N,GB,2011-11,100.84
M,R,N,GB,2011-12,101.94
M,R,N,GB,2012-01,102.35
M,R,N,GB,2012-02,102.46
M,R,N,GB,2012-03,102.3
M,R,N,GB,2012-04,103.99
M,R,N,GB,2012-05,105.58
M,R,N,GB,2012-06,104.37
M,R,N,GB,2012-07,106.32
M,R,N,GB,2012-08,106.43
M,R,N,GB,2012-09,106.11
M,R,N,GB,2012-10,105.73
M,R,N,GB,2012-11,106.28
M,R,N,GB,2012-12,106.24
M,R,N,GB,2013-01,104.51
M,R,N,GB,2013-02,101.65
M,R,N,GB,2013-03,100.68
M,R,N,GB,2013-04,102.35
M,R,N,GB,2013-05,102.86
M,R,N,GB,2013-06,102.72
M,R,N,GB,2013-07,101.78
M,R,N,GB,2013-08,102.86
M,R,N,GB,2013-09,105.0
M,R,N,GB,2013-10,104.94
M,R,N,GB,2013-11,106.21
M,R,N,GB,2013-12,107.37
M,R,N,GB,2014-01,108.59
M,R,N,GB,2014-02,109.07
M,R,N,GB,2014-03,107.98
M,R,N,GB,2014-04,108.89
M,R,N,GB,2014-05,109.7
M,R,N,GB,2014-06,111.03
M,R,N,GB,2014-07,112.58
M,R,N,GB,2014-08,111.8
M,R,N,GB,2014-09,111.66
M,R,N,GB,2014-10,111.85
M,R,N,GB,2014-11,111.52
M,R,N,GB,2014-12,112.12
M,R,N,GB,2015-01,113.34
M,R,N,GB,2015-02,116.23
M,R,N,GB,2015-03,116.64
M,R,N,GB,2015-04,116.29
M,R,N,GB,2015-05,117.32
M,R,N,GB,2015-06,118.08
M,R,N,GB,2015-07,120.31
M,R,N,GB,2015-08,120.35
M,R,N,GB,2015-09,117.55
M,R,N,GB,2015-10,117.13
M,R,N,GB,2015-11,120.44
M,R,N,GB,2015-12,117.8
M,R,N,GB,2016-01,113.84
M,R,N,GB,2016-02,111.32
M,R,N,GB,2016-03,109.61
M,R,N,GB,2016-04,108.07
M,R,N,GB,2016-05,110.1
M,R,N,GB,2016-06,107.84
M,R,N,GB,2016-07,101.21
M,R,N,GB,2016-08,99.93
M,R,N,GB,2016-09,100.26
M,R,N,GB,2016-10,95.1
M,R,N,GB,2016-11,98.08
M,R,N,GB,2016-12,100.67
M,R,N,GB,2017-01,98.79
M,R,N,GB,2017-02,99.81
M,R,N,GB,2017-03,98.29
M,R,N,GB,2017-04,100.22
M,R,N,GB,2017-05,100.94
M,R,N,GB,2017-06,98.66
M,R,N,GB,2017-07,98.53
M,R,N,GB,2017-08,96.81
M,R,N,GB,2017-09,98.79
M,R,N,GB,2017-10,99.15
M,R,N,GB,2017-11,99.95
M,R,N,GB,2017-12,100.83
M,R,N,GB,2018-01,101.38
M,R,N,GB,2018-02,101.78
M,R,N,GB,2018-03,101.3
M,R,N,GB,2018-04,102.52
M,R,N,GB,2018-05,100.88
M,R,N,GB,2018-06,100.29
M,R,N,GB,2018-07,99.59
M,R,N,GB,2018-08,98.65
M,R,N,GB,2018-09,99.2
M,R,N,GB,2018-10,99.86
M,R,N,GB,2018-11,100.5
M,R,N,GB,2018-12,98.83
M,R,N,GB,2019-01,99.88
M,R,N,GB,2019-02,101.51
M,R,N,GB,2019-03,102.58
M,R,N,GB,2019-04,101.9
M,R,N,GB,2019-05,100.98
M,R,N,GB,2019-06,98.76
M,R,N,GB,2019-07,97.8
M,R,N,GB,2019-08,96.32
M,R,N,GB,2019-09,98.55
M,R,N,GB,2019-10,100.11
M,R,N,GB,2019-11,102.54
M,R,N,GB,2019-12,103.57
M,R,N,GB,2020-01,103.65
M,R,N,GB,2020-02,104.45
M,R,N,GB,2020-03,98.74
M,R,N,GB,2020-04,100.43
M,R,N,GB,2020-05,99.17
M,R,N,GB,2020-06,98.26
M,R,N,GB,2020-07,98.59
M,R,N,GB,2020-08,99.54
M,R,N,GB,2020-09,98.83
M,R,N,GB,2020-10,98.77
M,R,N,GB,2020-11,99.99
M,R,N,GB,2020-12,99.57
M,R,N,GB,2021-01,100.54
M,R,N,GB,2021-02,102.55
M,R,N,GB,2021-03,103.53
M,R,N,GB,2021-04,103.12
M,R,N,GB,2021-05,103.97
M,R,N,GB,2021-06,104.34
M,R,N,GB,2021-07,104.15
M,R,N,GB,2021-08,104.86
M,R,N,GB,2021-09,104.25
M,R,N,GB,2021-10,105.41
M,R,N,GB,2021-11,105.19
M,R,N,GB,2021-12,105.03
M,R,N,GB,2022-01,106.19
M,R,N,GB,2022-02,105.9
M,R,N,GB,2022-03,104.47
M,R,N,GB,2022-04,106.21
M,R,N,GB,2022-05,103.99
M,R,N,GB,2022-06,103.17
M,R,N,GB,2022-07,103.54
M,R,N,GB,2022-08,103.8
M,R,N,GB,2022-09,99.89
M,R,N,GB,2022-10,101.42
M,R,N,GB,2022-11,102.73
M,R,N,GB,2022-12,104.03
M,R,N,GB,2023-01,102.13
M,R,N,GB,2023-02,102.24
M,R,N,GB,2023-03,102.91
M,R,N,GB,2023-04,104.4
M,R,N,GB,2023-05,106.12
M,R,N,GB,2023-06,107.48
M,R,N,GB,2023-07,107.46
M,R,N,GB,2023-08,107.14
M,R,N,GB,2023-09,106.58
M,R,N,GB,2023-10,105.45
M,R,N,GB,2023-11,105.9
M,R,N,GB,2023-12,107.04
M,R,N,GB,2024-01,107.08
M,R,N,GB,2024-02,107.49
M,R,N,GB,2024-03,107.66
M,R,N,GB,2024-04,107.32
M,R,N,GB,2024-05,107.82
M,R,N,GB,2024-06,108.89
M,R,N,GB,2024-07,109.33
M,R,N,GB,2024-08,108.57
M,R,N,GB,2024-09,110.06
M,R,N,GB,2024-10,110.82
M,R,N,GB,2024-11,110.76
M,R,N,GB,2024-12,111.29
M,R,N,GB,2025-01,109.59
M,R,N,GB,2025-02,110.6
M,R,N,GB,2025-03,110.84
M,R,N,GB,2025-04,110.45
M,R,N,GB,2025-05,111.71
M,R,N,GB,2025-06,111.59
M,R,N,GB,2025-07,110.19
M,R,N,GB,2025-08,110.23
M,R,N,GB,2025-09,109.85
M,R,N,GB,2025-10,109.62
M,R,N,GB,2025-11,108.59
M,R,N,GB,2025-12,110.01
M,R,N,GB,2026-01,110.63
M,R,N,DE,2007-01,104.06
M,R,N,DE,2007-02,104.34
M,R,N,DE,2007-03,104.41
M,R,N,DE,2007-04,104.91
M,R,N,DE,2007-05,104.74
M,R,N,DE,2007-06,104.6
M,R,N,DE,2007-07,105.61
M,R,N,DE,2007-08,105.1
M,R,N,DE,2007-09,105.47
M,R,N,DE,2007-10,105.81
M,R,N,DE,2007-11,106.67
M,R,N,DE,2007-12,107.26
M,R,N,DE,2008-01,107.06
M,R,N,DE,2008-02,107.04
M,R,N,DE,2008-03,107.96
M,R,N,DE,2008-04,107.96
M,R,N,DE,2008-05,107.82
M,R,N,DE,2008-06,107.79
M,R,N,DE,2008-07,108.64
M,R,N,DE,2008-08,107.27
M,R,N,DE,2008-09,106.36
M,R,N,DE,2008-10,104.58
M,R,N,DE,2008-11,104.23
M,R,N,DE,2008-12,106.92
M,R,N,DE,2009-01,106.25
M,R,N,DE,2009-02,105.82
M,R,N,DE,2009-03,106.74
M,R,N,DE,2009-04,106.12
M,R,N,DE,2009-05,106.16
M,R,N,DE,2009-06,106.9
M,R,N,DE,2009-07,107.32
M,R,N,DE,2009-08,107.28
M,R,N,DE,2009-09,107.24
M,R,N,DE,2009-10,107.62
M,R,N,DE,2009-11,107.29
M,R,N,DE,2009-12,107.6
M,R,N,DE,2010-01,106.04
M,R,N,DE,2010-02,104.88
M,R,N,DE,2010-03,104.67
M,R,N,DE,2010-04,103.67
M,R,N,DE,2010-05,101.91
M,R,N,DE,2010-06,100.91
M,R,N,DE,2010-07,101.98
M,R,N,DE,2010-08,101.74
M,R,N,DE,2010-09,101.58
M,R,N,DE,2010-10,103.09
M,R,N,DE,2010-11,102.52
M,R,N,DE,2010-12,101.7
M,R,N,DE,2011-01,101.25
M,R,N,DE,2011-02,102.04
M,R,N,DE,2011-03,102.67
M,R,N,DE,2011-04,103.09
M,R,N,DE,2011-05,102.35
M,R,N,DE,2011-06,102.49
M,R,N,DE,2011-07,102.14
M,R,N,DE,2011-08,101.84
M,R,N,DE,2011-09,101.3
M,R,N,DE,2011-10,101.41
M,R,N,DE,2011-11,101.17
M,R,N,DE,2011-12,100.43
M,R,N,DE,2012-01,99.41
M,R,N,DE,2012-02,100.18
M,R,N,DE,2012-03,100.33
M,R,N,DE,2012-04,99.65
M,R,N,DE,2012-05,98.81
M,R,N,DE,2012-06,98.37
M,R,N,DE,2012-07,97.84
M,R,N,DE,2012-08,97.93
M,R,N,DE,2012-09,98.72
M,R,N,DE,2012-10,98.87
M,R,N,DE,2012-11,98.84
M,R,N,DE,2012-12,99.86
M,R,N,DE,2013-01,100.51
M,R,N,DE,2013-02,101.37
M,R,N,DE,2013-03,100.68
M,R,N,DE,2013-04,100.42
M,R,N,DE,2013-05,101.0
M,R,N,DE,2013-06,101.5
M,R,N,DE,2013-07,101.97
M,R,N,DE,2013-08,102.15
M,R,N,DE,2013-09,101.88
M,R,N,DE,2013-10,102.21
M,R,N,DE,2013-11,102.36
M,R,N,DE,2013-12,103.26
M,R,N,DE,2014-01,102.71
M,R,N,DE,2014-02,102.96
M,R,N,DE,2014-03,103.12
M,R,N,DE,2014-04,102.54
M,R,N,DE,2014-05,102.02
M,R,N,DE,2014-06,101.78
M,R,N,DE,2014-07,102.0
M,R,N,DE,2014-08,101.6
M,R,N,DE,2014-09,100.89
M,R,N,DE,2014-10,100.38
M,R,N,DE,2014-11,100.73
M,R,N,DE,2014-12,100.85
M,R,N,DE,2015-01,98.32
M,R,N,DE,2015-02,97.73
M,R,N,DE,2015-03,96.45
M,R,N,DE,2015-04,96.26
M,R,N,DE,2015-05,97.04
M,R,N,DE,2015-06,97.39
M,R,N,DE,2015-07,97.35
M,R,N,DE,2015-08,98.08
M,R,N,DE,2015-09,98.49
M,R,N,DE,2015-10,98.24
M,R,N,DE,2015-11,96.43
M,R,N,DE,2015-12,97.12
M,R,N,DE,2016-01,97.35
M,R,N,DE,2016-02,98.2
M,R,N,DE,2016-03,97.97
M,R,N,DE,2016-04,98.22
M,R,N,DE,2016-05,98.51
M,R,N,DE,2016-06,98.19
M,R,N,DE,2016-07,98.6
M,R,N,DE,2016-08,98.64
M,R,N,DE,2016-09,98.79
M,R,N,DE,2016-10,98.74
M,R,N,DE,2016-11,97.78
M,R,N,DE,2016-12,97.72
M,R,N,DE,2017-01,97.43
M,R,N,DE,2017-02,97.23
M,R,N,DE,2017-03,97.36
M,R,N,DE,2017-04,97.23
M,R,N,DE,2017-05,98.33
M,R,N,DE,2017-06,99.14
M,R,N,DE,2017-07,100.34
M,R,N,DE,2017-08,101.12
M,R,N,DE,2017-09,101.11
M,R,N,DE,2017-10,100.81
M,R,N,DE,2017-11,100.33
M,R,N,DE,2017-12,100.82
M,R,N,DE,2018-01,100.92
M,R,N,DE,2018-02,101.11
M,R,N,DE,2018-03,101.35
M,R,N,DE,2018-04,101.32
M,R,N,DE,2018-05,100.95
M,R,N,DE,2018-06,100.7
M,R,N,DE,2018-07,101.18
M,R,N,DE,2018-08,100.72
M,R,N,DE,2018-09,101.12
M,R,N,DE,2018-10,100.63
M,R,N,DE,2018-11,99.94
M,R,N,DE,2018-12,100.17
M,R,N,DE,2019-01,99.37
M,R,N,DE,2019-02,99.3
M,R,N,DE,2019-03,99.09
M,R,N,DE,2019-04,99.5
M,R,N,DE,2019-05,99.7
M,R,N,DE,2019-06,100.2
M,R,N,DE,2019-07,100.37
M,R,N,DE,2019-08,100.09
M,R,N,DE,2019-09,99.66
M,R,N,DE,2019-10,99.52
M,R,N,DE,2019-11,98.65
M,R,N,DE,2019-12,98.97
M,R,N,DE,2020-01,98.81
M,R,N,DE,2020-02,98.54
M,R,N,DE,2020-03,100.08
M,R,N,DE,2020-04,99.82
M,R,N,DE,2020-05,99.88
M,R,N,DE,2020-06,100.47
M,R,N,DE,2020-07,99.89
M,R,N,DE,2020-08,100.61
M,R,N,DE,2020-09,100.61
M,R,N,DE,2020-10,100.45
M,R,N,DE,2020-11,100.15
M,R,N,DE,2020-12,100.71
M,R,N,DE,2021-01,101.57
M,R,N,DE,2021-02,101.71
M,R,N,DE,2021-03,101.53
M,R,N,DE,2021-04,101.51
M,R,N,DE,2021-05,101.71
M,R,N,DE,2021-06,101.46
M,R,N,DE,2021-07,101.29
M,R,N,DE,2021-08,100.86
M,R,N,DE,2021-09,101.04
M,R,N,DE,2021-10,100.31
