FREQ,EER_TYPE,EER_BASKET,REF_AREA,TIME_PERIOD,OBS_VALUE
M,R,N,DE,2021-11,99.51
M,R,N,DE,2021-12,99.12
M,R,N,DE,2022-01,98.99
M,R,N,DE,2022-02,99.17
M,R,N,DE,2022-03,98.92
M,R,N,DE,2022-04,98.74
M,R,N,DE,2022-05,98.94
M,R,N,DE,2022-06,98.27
M,R,N,DE,2022-07,97.2
M,R,N,DE,2022-08,96.67
M,R,N,DE,2022-09,98.16
M,R,N,DE,2022-10,97.97
M,R,N,DE,2022-11,98.8
M,R,N,DE,2022-12,98.91
M,R,N,DE,2023-01,100.05
M,R,N,DE,2023-02,100.23
M,R,N,DE,2023-03,100.73
M,R,N,DE,2023-04,101.28
M,R,N,DE,2023-05,100.78
M,R,N,DE,2023-06,100.76
M,R,N,DE,2023-07,101.17
M,R,N,DE,2023-08,101.0
M,R,N,DE,2023-09,100.83
M,R,N,DE,2023-10,100.53
M,R,N,DE,2023-11,100.84
M,R,N,DE,2023-12,100.48
M,R,N,DE,2024-01,100.53
M,R,N,DE,2024-02,100.32
M,R,N,DE,2024-03,100.7
M,R,N,DE,2024-04,100.93
M,R,N,DE,2024-05,101.1
M,R,N,DE,2024-06,100.9
M,R,N,DE,2024-07,101.27
M,R,N,DE,2024-08,101.01
M,R,N,DE,2024-09,101.23
M,R,N,DE,2024-10,101.12
M,R,N,DE,2024-11,100.52
M,R,N,DE,2024-12,100.49
M,R,N,DE,2025-01,99.98
M,R,N,DE,2025-02,99.85
M,R,N,DE,2025-03,100.99
M,R,N,DE,2025-04,101.9
M,R,N,DE,2025-05,101.66
M,R,N,DE,2025-06,101.9
M,R,N,DE,2025-07,102.5
M,R,N,DE,2025-08,102.48
M,R,N,DE,2025-09,103.06
M,R,N,DE,2025-10,103.17
M,R,N,DE,2025-11,103.16
M,R,N,DE,2025-12,103.34
M,R,N,DE,2026-01,102.99
M,R,N,AU,2007-01,97.47
M,R,N,AU,2007-02,97.2
M,R,N,AU,2007-03,97.5
M,R,N,AU,2007-04,100.83
M,R,N,AU,2007-05,100.95
M,R,N,AU,2007-06,103.59
M,R,N,AU,2007-07,105.42
M,R,N,AU,2007-08,100.85
M,R,N,AU,2007-09,101.82
M,R,N,AU,2007-10,106.63
M,R,N,AU,2007-11,104.5
M,R,N,AU,2007-12,102.72
M,R,N,AU,2008-01,103.36
M,R,N,AU,2008-02,106.61
M,R,N,AU,2008-03,104.93
M,R,N,AU,2008-04,105.29
M,R,N,AU,2008-05,108.52
M,R,N,AU,2008-06,109.23
M,R,N,AU,2008-07,110.1
M,R,N,AU,2008-08,104.44
M,R,N,AU,2008-09,98.93
M,R,N,AU,2008-10,86.12
M,R,N,AU,2008-11,84.83
M,R,N,AU,2008-12,84.61
M,R,N,AU,2009-01,86.09
M,R,N,AU,2009-02,84.77
M,R,N,AU,2009-03,87.25
M,R,N,AU,2009-04,91.86
M,R,N,AU,2009-05,95.96
M,R,N,AU,2009-06,99.28
M,R,N,AU,2009-07,99.56
M,R,N,AU,2009-08,102.29
M,R,N,AU,2009-09,103.94
M,R,N,AU,2009-10,108.0
M,R,N,AU,2009-11,109.01
M,R,N,AU,2009-12,108.41
M,R,N,AU,2010-01,110.96
M,R,N,AU,2010-02,109.67
M,R,N,AU,2010-03,112.71
M,R,N,AU,2010-04,114.88
M,R,N,AU,2010-05,110.81
M,R,N,AU,2010-06,110.04
M,R,N,AU,2010-07,110.52
M,R,N,AU,2010-08,112.23
M,R,N,AU,2010-09,115.57
M,R,N,AU,2010-10,116.9
M,R,N,AU,2010-11,118.53
M,R,N,AU,2010-12,120.95
M,R,N,AU,2011-01,120.61
M,R,N,AU,2011-02,121.23
M,R,N,AU,2011-03,120.1
M,R,N,AU,2011-04,123.59
M,R,N,AU,2011-05,124.38
M,R,N,AU,2011-06,123.49
M,R,N,AU,2011-07,125.22
M,R,N,AU,2011-08,121.36
M,R,N,AU,2011-09,120.75
M,R,N,AU,2011-10,120.26
M,R,N,AU,2011-11,120.67
M,R,N,AU,2011-12,122.27
M,R,N,AU,2012-01,125.77
M,R,N,AU,2012-02,127.85
M,R,N,AU,2012-03,125.85
M,R,N,AU,2012-04,123.21
M,R,N,AU,2012-05,120.62
M,R,N,AU,2012-06,122.58
M,R,N,AU,2012-07,127.7
M,R,N,AU,2012-08,128.97
M,R,N,AU,2012-09,125.58
M,R,N,AU,2012-10,124.0
M,R,N,AU,2012-11,126.39
M,R,N,AU,2012-12,126.62
M,R,N,AU,2013-01,128.2
M,R,N,AU,2013-02,126.78
M,R,N,AU,2013-03,128.73
M,R,N,AU,2013-04,129.69
M,R,N,AU,2013-05,124.46
M,R,N,AU,2013-06,118.3
M,R,N,AU,2013-07,116.34
M,R,N,AU,2013-08,113.8
M,R,N,AU,2013-09,116.5
M,R,N,AU,2013-10,118.24
M,R,N,AU,2013-11,117.03
M,R,N,AU,2013-12,112.85
M,R,N,AU,2014-01,112.18
M,R,N,AU,2014-02,113.2
M,R,N,AU,2014-03,113.64
M,R,N,AU,2014-04,115.84
M,R,N,AU,2014-05,115.55
M,R,N,AU,2014-06,116.72
M,R,N,AU,2014-07,117.43
M,R,N,AU,2014-08,117.73
M,R,N,AU,2014-09,116.78
M,R,N,AU,2014-10,114.84
M,R,N,AU,2014-11,115.76
M,R,N,AU,2014-12,112.01
M,R,N,AU,2015-01,112.56
M,R,N,AU,2015-02,109.49
M,R,N,AU,2015-03,110.47
M,R,N,AU,2015-04,109.87
M,R,N,AU,2015-05,110.96
M,R,N,AU,2015-06,109.3
M,R,N,AU,2015-07,106.58
M,R,N,AU,2015-08,105.36
M,R,N,AU,2015-09,101.91
M,R,N,AU,2015-10,103.54
M,R,N,AU,2015-11,105.21
M,R,N,AU,2015-12,106.25
M,R,N,AU,2016-01,103.77
M,R,N,AU,2016-02,103.99
M,R,N,AU,2016-03,107.81
M,R,N,AU,2016-04,108.36
M,R,N,AU,2016-05,103.83
M,R,N,AU,2016-06,104.75
M,R,N,AU,2016-07,107.69
M,R,N,AU,2016-08,108.04
M,R,N,AU,2016-09,107.54
M,R,N,AU,2016-10,109.48
M,R,N,AU,2016-11,110.37
M,R,N,AU,2016-12,109.71
M,R,N,AU,2017-01,111.11
M,R,N,AU,2017-02,113.02
M,R,N,AU,2017-03,112.07
M,R,N,AU,2017-04,109.8
M,R,N,AU,2017-05,107.41
M,R,N,AU,2017-06,108.34
M,R,N,AU,2017-07,111.15
M,R,N,AU,2017-08,111.61
M,R,N,AU,2017-09,111.89
M,R,N,AU,2017-10,110.7
M,R,N,AU,2017-11,108.55
M,R,N,AU,2017-12,108.32
M,R,N,AU,2018-01,110.7
M,R,N,AU,2018-02,108.5
M,R,N,AU,2018-03,106.62
M,R,N,AU,2018-04,105.81
M,R,N,AU,2018-05,105.65
M,R,N,AU,2018-06,106.05
M,R,N,AU,2018-07,105.42
M,R,N,AU,2018-08,104.82
M,R,N,AU,2018-09,102.78
M,R,N,AU,2018-10,102.35
M,R,N,AU,2018-11,105.18
M,R,N,AU,2018-12,104.02
M,R,N,AU,2019-01,103.16
M,R,N,AU,2019-02,103.1
M,R,N,AU,2019-03,102.22
M,R,N,AU,2019-04,102.89
M,R,N,AU,2019-05,101.13
M,R,N,AU,2019-06,100.68
M,R,N,AU,2019-07,101.74
M,R,N,AU,2019-08,99.36
M,R,N,AU,2019-09,100.19
M,R,N,AU,2019-10,99.68
M,R,N,AU,2019-11,100.44
M,R,N,AU,2019-12,101.14
M,R,N,AU,2020-01,101.22
M,R,N,AU,2020-02,99.2
M,R,N,AU,2020-03,92.06
M,R,N,AU,2020-04,93.26
M,R,N,AU,2020-05,95.71
M,R,N,AU,2020-06,99.55
M,R,N,AU,2020-07,101.29
M,R,N,AU,2020-08,102.93
M,R,N,AU,2020-09,103.77
M,R,N,AU,2020-10,102.08
M,R,N,AU,2020-11,103.51
M,R,N,AU,2020-12,105.43
M,R,N,AU,2021-01,107.75
M,R,N,AU,2021-02,108.6
M,R,N,AU,2021-03,109.13
M,R,N,AU,2021-04,108.59
M,R,N,AU,2021-05,108.44
M,R,N,AU,2021-06,107.15
M,R,N,AU,2021-07,105.26
M,R,N,AU,2021-08,103.7
M,R,N,AU,2021-09,103.92
M,R,N,AU,2021-10,105.95
M,R,N,AU,2021-11,105.52
M,R,N,AU,2021-12,104.43
M,R,N,AU,2022-01,104.95
M,R,N,AU,2022-02,104.89
M,R,N,AU,2022-03,108.86
M,R,N,AU,2022-04,110.73
M,R,N,AU,2022-05,107.64
M,R,N,AU,2022-06,107.7
M,R,N,AU,2022-07,107.59
M,R,N,AU,2022-08,109.53
M,R,N,AU,2022-09,108.21
M,R,N,AU,2022-10,104.02
M,R,N,AU,2022-11,105.61
M,R,N,AU,2022-12,105.55
M,R,N,AU,2023-01,107.09
M,R,N,AU,2023-02,107.27
M,R,N,AU,2023-03,103.88
M,R,N,AU,2023-04,102.8
M,R,N,AU,2023-05,102.95
M,R,N,AU,2023-06,104.4
M,R,N,AU,2023-07,104.07
M,R,N,AU,2023-08,101.65
M,R,N,AU,2023-09,101.97
M,R,N,AU,2023-10,101.54
M,R,N,AU,2023-11,102.96
M,R,N,AU,2023-12,104.72
M,R,N,AU,2024-01,104.6
M,R,N,AU,2024-02,103.57
M,R,N,AU,2024-03,103.79
M,R,N,AU,2024-04,104.55
M,R,N,AU,2024-05,106.13
M,R,N,AU,2024-06,106.88
M,R,N,AU,2024-07,107.11
M,R,N,AU,2024-08,104.52
M,R,N,AU,2024-09,105.35
M,R,N,AU,2024-10,105.87
M,R,N,AU,2024-11,105.23
M,R,N,AU,2024-12,103.06
M,R,N,AU,2025-01,102.56
M,R,N,AU,2025-02,102.89
M,R,N,AU,2025-03,101.12
M,R,N,AU,2025-04,98.62
M,R,N,AU,2025-05,100.0
M,R,N,AU,2025-06,100.09
M,R,N,AU,2025-07,100.92
M,R,N,AU,2025-08,101.01
M,R,N,AU,2025-09,102.51
M,R,N,AU,2025-10,102.7
M,R,N,AU,2025-11,103.35
M,R,N,AU,2025-12,104.95
M,R,N,AU,2026-01,107.04
M,R,N,CA,2007-01,109.69
M,R,N,CA,2007-02,110.44
M,R,N,CA,2007-03,110.48
M,R,N,CA,2007-04,113.28
M,R,N,CA,2007-05,117.38
M,R,N,CA,2007-06,120.45
M,R,N,CA,2007-07,121.68
M,R,N,CA,2007-08,120.63
M,R,N,CA,2007-09,123.72
M,R,N,CA,2007-10,128.88
M,R,N,CA,2007-11,129.35
M,R,N,CA,2007-12,124.72
M,R,N,CA,2008-01,123.02
M,R,N,CA,2008-02,124.12
M,R,N,CA,2008-03,122.33
M,R,N,CA,2008-04,120.72
M,R,N,CA,2008-05,123.25
M,R,N,CA,2008-06,120.97
M,R,N,CA,2008-07,120.9
M,R,N,CA,2008-08,117.55
M,R,N,CA,2008-09,118.33
M,R,N,CA,2008-10,108.25
M,R,N,CA,2008-11,106.8
M,R,N,CA,2008-12,104.64
M,R,N,CA,2009-01,105.27
M,R,N,CA,2009-02,104.9
M,R,N,CA,2009-03,103.6
M,R,N,CA,2009-04,105.29
M,R,N,CA,2009-05,111.66
M,R,N,CA,2009-06,113.52
M,R,N,CA,2009-07,113.25
M,R,N,CA,2009-08,116.16
M,R,N,CA,2009-09,116.36
M,R,N,CA,2009-10,118.64
M,R,N,CA,2009-11,118.21
M,R,N,CA,2009-12,118.87
M,R,N,CA,2010-01,120.49
M,R,N,CA,2010-02,120.12
M,R,N,CA,2010-03,123.35
M,R,N,CA,2010-04,125.89
M,R,N,CA,2010-05,123.39
M,R,N,CA,2010-06,124.01
M,R,N,CA,2010-07,123.01
M,R,N,CA,2010-08,122.55
M,R,N,CA,2010-09,122.93
M,R,N,CA,2010-10,123.61
M,R,N,CA,2010-11,124.55
M,R,N,CA,2010-12,125.42
M,R,N,CA,2011-01,126.61
M,R,N,CA,2011-02,126.66
M,R,N,CA,2011-03,127.93
M,R,N,CA,2011-04,129.36
M,R,N,CA,2011-05,128.35
M,R,N,CA,2011-06,126.32
M,R,N,CA,2011-07,129.18
M,R,N,CA,2011-08,125.94
M,R,N,CA,2011-09,124.8
M,R,N,CA,2011-10,123.27
M,R,N,CA,2011-11,123.11
M,R,N,CA,2011-12,123.29
M,R,N,CA,2012-01,124.7
M,R,N,CA,2012-02,125.85
M,R,N,CA,2012-03,126.25
M,R,N,CA,2012-04,126.67
M,R,N,CA,2012-05,125.31
M,R,N,CA,2012-06,123.34
M,R,N,CA,2012-07,124.97
M,R,N,CA,2012-08,126.93
M,R,N,CA,2012-09,127.58
M,R,N,CA,2012-10,126.56
M,R,N,CA,2012-11,125.76
M,R,N,CA,2012-12,125.74
M,R,N,CA,2013-01,125.42
M,R,N,CA,2013-02,124.3
M,R,N,CA,2013-03,122.71
M,R,N,CA,2013-04,123.26
M,R,N,CA,2013-05,123.39
M,R,N,CA,2013-06,121.99
M,R,N,CA,2013-07,121.12
M,R,N,CA,2013-08,120.64
M,R,N,CA,2013-09,121.18
M,R,N,CA,2013-10,120.44
M,R,N,CA,2013-11,119.48
M,R,N,CA,2013-12,117.25
M,R,N,CA,2014-01,114.63
M,R,N,CA,2014-02,113.75
M,R,N,CA,2014-03,112.92
M,R,N,CA,2014-04,113.9
M,R,N,CA,2014-05,115.17
M,R,N,CA,2014-06,115.83
M,R,N,CA,2014-07,116.94
M,R,N,CA,2014-08,115.33
M,R,N,CA,2014-09,115.22
M,R,N,CA,2014-10,113.87
M,R,N,CA,2014-11,113.46
M,R,N,CA,2014-12,111.92
M,R,N,CA,2015-01,108.23
M,R,N,CA,2015-02,105.31
M,R,N,CA,2015-03,105.5
M,R,N,CA,2015-04,107.2
M,R,N,CA,2015-05,108.6
M,R,N,CA,2015-06,107.13
M,R,N,CA,2015-07,103.74
M,R,N,CA,2015-08,101.71
M,R,N,CA,2015-09,100.68
M,R,N,CA,2015-10,101.99
M,R,N,CA,2015-11,101.29
M,R,N,CA,2015-12,97.85
M,R,N,CA,2016-01,95.14
M,R,N,CA,2016-02,97.77
M,R,N,CA,2016-03,101.64
M,R,N,CA,2016-04,104.19
M,R,N,CA,2016-05,103.85
M,R,N,CA,2016-06,104.27
M,R,N,CA,2016-07,103.35
M,R,N,CA,2016-08,103.1
M,R,N,CA,2016-09,102.32
M,R,N,CA,2016-10,101.61
M,R,N,CA,2016-11,100.62
M,R,N,CA,2016-12,101.82
M,R,N,CA,2017-01,103.39
M,R,N,CA,2017-02,103.57
M,R,N,CA,2017-03,100.95
M,R,N,CA,2017-04,100.41
M,R,N,CA,2017-05,98.7
M,R,N,CA,2017-06,100.3
M,R,N,CA,2017-07,104.57
M,R,N,CA,2017-08,104.8
M,R,N,CA,2017-09,107.17
M,R,N,CA,2017-10,105.31
M,R,N,CA,2017-11,104.2
M,R,N,CA,2017-12,103.62
M,R,N,CA,2018-01,106.02
M,R,N,CA,2018-02,104.65
M,R,N,CA,2018-03,101.81
M,R,N,CA,2018-04,103.34
M,R,N,CA,2018-05,103.1
M,R,N,CA,2018-06,101.53
M,R,N,CA,2018-07,101.67
M,R,N,CA,2018-08,102.34
M,R,N,CA,2018-09,101.67
M,R,N,CA,2018-10,102.43
M,R,N,CA,2018-11,101.26
M,R,N,CA,2018-12,99.5
M,R,N,CA,2019-01,100.02
M,R,N,CA,2019-02,101.31
M,R,N,CA,2019-03,100.37
M,R,N,CA,2019-04,100.26
M,R,N,CA,2019-05,100.1
M,R,N,CA,2019-06,100.97
M,R,N,CA,2019-07,102.95
M,R,N,CA,2019-08,101.8
M,R,N,CA,2019-09,101.51
M,R,N,CA,2019-10,101.82
M,R,N,CA,2019-11,101.28
M,R,N,CA,2019-12,101.6
M,R,N,CA,2020-01,102.29
M,R,N,CA,2020-02,101.3
M,R,N,CA,2020-03,97.03
M,R,N,CA,2020-04,96.76
M,R,N,CA,2020-05,97.43
M,R,N,CA,2020-06,99.9
M,R,N,CA,2020-07,99.58
M,R,N,CA,2020-08,100.63
M,R,N,CA,2020-09,100.44
M,R,N,CA,2020-10,100.64
M,R,N,CA,2020-11,101.51
M,R,N,CA,2020-12,102.49
M,R,N,CA,2021-01,103.3
M,R,N,CA,2021-02,103.89
M,R,N,CA,2021-03,105.24
M,R,N,CA,2021-04,105.37
M,R,N,CA,2021-05,108.18
M,R,N,CA,2021-06,107.13
M,R,N,CA,2021-07,105.1
M,R,N,CA,2021-08,104.56
M,R,N,CA,2021-09,103.89
M,R,N,CA,2021-10,106.13
M,R,N,CA,2021-11,105.21
M,R,N,CA,2021-12,103.03
M,R,N,CA,2022-01,104.51
M,R,N,CA,2022-02,103.91
M,R,N,CA,2022-03,105.1
M,R,N,CA,2022-04,105.88
M,R,N,CA,2022-05,105.09
M,R,N,CA,2022-06,105.03
M,R,N,CA,2022-07,104.82
M,R,N,CA,2022-08,104.52
M,R,N,CA,2022-09,101.86
M,R,N,CA,2022-10,99.38
M,R,N,CA,2022-11,100.53
M,R,N,CA,2022-12,98.25
M,R,N,CA,2023-01,98.54
M,R,N,CA,2023-02,98.49
M,R,N,CA,2023-03,96.89
M,R,N,CA,2023-04,98.03
M,R,N,CA,2023-05,98.12
M,R,N,CA,2023-06,99.5
M,R,N,CA,2023-07,100.03
M,R,N,CA,2023-08,98.46
M,R,N,CA,2023-09,98.22
M,R,N,CA,2023-10,97.52
M,R,N,CA,2023-11,97.06
M,R,N,CA,2023-12,98.44
M,R,N,CA,2024-01,98.12
M,R,N,CA,2024-02,97.6
M,R,N,CA,2024-03,97.12
M,R,N,CA,2024-04,96.78
M,R,N,CA,2024-05,97.03
M,R,N,CA,2024-06,97.21
M,R,N,CA,2024-07,97.32
M,R,N,CA,2024-08,97.09
M,R,N,CA,2024-09,97.34
M,R,N,CA,2024-10,96.57
M,R,N,CA,2024-11,95.79
M,R,N,CA,2024-12,93.76
M,R,N,CA,2025-01,92.79
M,R,N,CA,2025-02,93.73
M,R,N,CA,2025-03,92.78
M,R,N,CA,2025-04,94.09
M,R,N,CA,2025-05,94.79
M,R,N,CA,2025-06,95.41
M,R,N,CA,2025-07,95.3
M,R,N,CA,2025-08,94.35
M,R,N,CA,2025-09,93.85
M,R,N,CA,2025-10,93.18
M,R,N,CA,2025-11,93.18
M,R,N,CA,2025-12,94.37
M,R,N,CA,2026-01,94.11
M,N,N,JP,2007-01,82.81
M,N,N,JP,2007-02,82.64
M,N,N,JP,2007-03,84.71
M,N,N,JP,2007-04,82.65
M,N,N,JP,2007-05,81.29
M,N,N,JP,2007-06,80.11
M,N,N,JP,2007-07,79.88
M,N,N,JP,2007-08,83.78
M,N,N,JP,2007-09,84.34
M,N,N,JP,2007-10,82.38
M,N,N,JP,2007-11,85.16
M,N,N,JP,2007-12,84.81
M,N,N,JP,2008-01,88.13
M,N,N,JP,2008-02,88.29
M,N,N,JP,2008-03,92.2
M,N,N,JP,2008-04,90.31
M,N,N,JP,2008-05,89.75
M,N,N,JP,2008-06,87.54
M,N,N,JP,2008-07,87.0
M,N,N,JP,2008-08,87.59
M,N,N,JP,2008-09,92.56
M,N,N,JP,2008-10,104.39
M,N,N,JP,2008-11,111.26
M,N,N,JP,2008-12,116.2
M,N,N,JP,2009-01,117.6
M,N,N,JP,2009-02,117.58
M,N,N,JP,2009-03,110.79
M,N,N,JP,2009-04,107.41
M,N,N,JP,2009-05,106.67
M,N,N,JP,2009-06,105.41
M,N,N,JP,2009-07,107.63
M,N,N,JP,2009-08,106.15
M,N,N,JP,2009-09,108.85
M,N,N,JP,2009-10,108.66
M,N,N,JP,2009-11,109.62
M,N,N,JP,2009-12,109.69
M,N,N,JP,2010-01,108.11
M,N,N,JP,2010-02,111.48
M,N,N,JP,2010-03,110.75
M,N,N,JP,2010-04,107.13
M,N,N,JP,2010-05,112.25
M,N,N,JP,2010-06,115.46
M,N,N,JP,2010-07,117.72
M,N,N,JP,2010-08,119.62
M,N,N,JP,2010-09,119.83
M,N,N,JP,2010-10,120.06
M,N,N,JP,2010-11,119.49
M,N,N,JP,2010-12,119.55
M,N,N,JP,2011-01,119.26
M,N,N,JP,2011-02,118.32
M,N,N,JP,2011-03,118.72
M,N,N,JP,2011-04,114.23
M,N,N,JP,2011-05,117.33
M,N,N,JP,2011-06,118.23
M,N,N,JP,2011-07,119.48
M,N,N,JP,2011-08,123.2
M,N,N,JP,2011-09,126.92
M,N,N,JP,2011-10,128.32
M,N,N,JP,2011-11,127.21
M,N,N,JP,2011-12,128.03
M,N,N,JP,2012-01,129.83
M,N,N,JP,2012-02,125.51
M,N,N,JP,2012-03,119.59
M,N,N,JP,2012-04,121.48
M,N,N,JP,2012-05,125.66
M,N,N,JP,2012-06,127.71
M,N,N,JP,2012-07,128.24
M,N,N,JP,2012-08,127.89
M,N,N,JP,2012-09,126.85
M,N,N,JP,2012-10,124.87
M,N,N,JP,2012-11,121.86
M,N,N,JP,2012-12,116.96
M,N,N,JP,2013-01,109.41
M,N,N,JP,2013-02,105.14
M,N,N,JP,2013-03,104.56
M,N,N,JP,2013-04,101.28
M,N,N,JP,2013-05,98.42
M,N,N,JP,2013-06,102.11
M,N,N,JP,2013-07,100.1
M,N,N,JP,2013-08,101.21
M,N,N,JP,2013-09,99.11
M,N,N,JP,2013-10,99.4
M,N,N,JP,2013-11,97.59
M,N,N,JP,2013-12,93.98
M,N,N,JP,2014-01,94.05
M,N,N,JP,2014-02,95.82
M,N,N,JP,2014-03,95.14
M,N,N,JP,2014-04,94.5
M,N,N,JP,2014-05,95.06
M,N,N,JP,2014-06,94.97
M,N,N,JP,2014-07,95.31
M,N,N,JP,2014-08,94.85
M,N,N,JP,2014-09,92.29
M,N,N,JP,2014-10,92.76
M,N,N,JP,2014-11,87.21
M,N,N,JP,2014-12,85.75
M,N,N,JP,2015-01,88.02
M,N,N,JP,2015-02,88.64
M,N,N,JP,2015-03,88.88
M,N,N,JP,2015-04,88.98
M,N,N,JP,2015-05,86.94
M,N,N,JP,2015-06,85.16
M,N,N,JP,2015-07,86.54
M,N,N,JP,2015-08,87.22
M,N,N,JP,2015-09,89.58
M,N,N,JP,2015-10,89.07
M,N,N,JP,2015-11,88.67
M,N,N,JP,2015-12,89.31
M,N,N,JP,2016-01,92.74
M,N,N,JP,2016-02,94.88
M,N,N,JP,2016-03,95.53
M,N,N,JP,2016-04,97.15
M,N,N,JP,2016-05,98.34
M,N,N,JP,2016-06,101.6
M,N,N,JP,2016-07,103.31
M,N,N,JP,2016-08,105.29
M,N,N,JP,2016-09,104.66
M,N,N,JP,2016-10,103.82
M,N,N,JP,2016-11,100.68
M,N,N,JP,2016-12,94.98
M,N,N,JP,2017-01,95.47
M,N,N,JP,2017-02,96.37
M,N,N,JP,2017-03,96.18
M,N,N,JP,2017-04,98.4
M,N,N,JP,2017-05,95.55
M,N,N,JP,2017-06,96.16
M,N,N,JP,2017-07,93.92
M,N,N,JP,2017-08,95.34
M,N,N,JP,2017-09,94.1
M,N,N,JP,2017-10,92.9
M,N,N,JP,2017-11,92.8
M,N,N,JP,2017-12,92.16
M,N,N,JP,2018-01,92.27
M,N,N,JP,2018-02,94.5
M,N,N,JP,2018-03,96.23
M,N,N,JP,2018-04,95.09
M,N,N,JP,2018-05,94.91
M,N,N,JP,2018-06,95.27
M,N,N,JP,2018-07,94.65
M,N,N,JP,2018-08,95.49
M,N,N,JP,2018-09,94.34
M,N,N,JP,2018-10,94.27
M,N,N,JP,2018-11,94.12
M,N,N,JP,2018-12,95.08
M,N,N,JP,2019-01,97.67
M,N,N,JP,2019-02,96.56
M,N,N,JP,2019-03,96.07
M,N,N,JP,2019-04,95.99
M,N,N,JP,2019-05,98.34
M,N,N,JP,2019-06,99.6
M,N,N,JP,2019-07,99.63
M,N,N,JP,2019-08,102.52
M,N,N,JP,2019-09,101.34
M,N,N,JP,2019-10,100.25
M,N,N,JP,2019-11,99.18
M,N,N,JP,2019-12,98.63
M,N,N,JP,2020-01,98.28
M,N,N,JP,2020-02,98.75
M,N,N,JP,2020-03,101.53
M,N,N,JP,2020-04,101.89
M,N,N,JP,2020-05,102.21
M,N,N,JP,2020-06,100.13
M,N,N,JP,2020-07,100.05
M,N,N,JP,2020-08,99.34
M,N,N,JP,2020-09,99.75
M,N,N,JP,2020-10,99.62
M,N,N,JP,2020-11,99.63
M,N,N,JP,2020-12,98.83
M,N,N,JP,2021-01,98.62
M,N,N,JP,2021-02,97.33
M,N,N,JP,2021-03,95.22
M,N,N,JP,2021-04,94.59
M,N,N,JP,2021-05,93.84
M,N,N,JP,2021-06,93.28
M,N,N,JP,2021-07,94.24
M,N,N,JP,2021-08,94.88
M,N,N,JP,2021-09,94.68
M,N,N,JP,2021-10,92.67
M,N,N,JP,2021-11,92.49
M,N,N,JP,2021-12,92.95
M,N,N,JP,2022-01,92.1
M,N,N,JP,2022-02,91.92
M,N,N,JP,2022-03,90.45
M,N,N,JP,2022-04,85.78
M,N,N,JP,2022-05,85.5
M,N,N,JP,2022-06,82.35
M,N,N,JP,2022-07,82.04
M,N,N,JP,2022-08,83.15
M,N,N,JP,2022-09,80.42
M,N,N,JP,2022-10,78.87
M,N,N,JP,2022-11,79.7
M,N,N,JP,2022-12,82.25
M,N,N,JP,2023-01,83.95
M,N,N,JP,2023-02,82.84
M,N,N,JP,2023-03,82.86
M,N,N,JP,2023-04,82.31
M,N,N,JP,2023-05,80.45
M,N,N,JP,2023-06,77.91
M,N,N,JP,2023-07,77.39
M,N,N,JP,2023-08,76.31
M,N,N,JP,2023-09,75.56
M,N,N,JP,2023-10,75.13
M,N,N,JP,2023-11,74.0
M,N,N,JP,2023-12,76.25
M,N,N,JP,2024-01,75.28
M,N,N,JP,2024-02,74.04
M,N,N,JP,2024-03,73.83
M,N,N,JP,2024-04,72.76
M,N,N,JP,2024-05,71.49
M,N,N,JP,2024-06,70.74
M,N,N,JP,2024-07,70.62
M,N,N,JP,2024-08,75.4
M,N,N,JP,2024-09,76.39
M,N,N,JP,2024-10,73.86
M,N,N,JP,2024-11,73.06
M,N,N,JP,2024-12,73.63
M,N,N,JP,2025-01,73.09
M,N,N,JP,2025-02,74.97
M,N,N,JP,2025-03,75.47
M,N,N,JP,2025-04,76.88
M,N,N,JP,2025-05,75.31
M,N,N,JP,2025-06,74.48
M,N,N,JP,2025-07,73.0
M,N,N,JP,2025-08,73.04
M,N,N,JP,2025-09,72.74
M,N,N,JP,2025-10,71.55
M,N,N,JP,2025-11,70.41
M,N,N,JP,2025-12,69.69
M,N,N,JP,2026-01,69.17
M,N,N,KR,2007-01,125.37
M,N,N,KR,2007-02,125.21
M,N,N,KR,2007-03,122.98
M,N,N,KR,2007-04,124.16
M,N,N,KR,2007-05,125.17
M,N,N,KR,2007-06,125.72
M,N,N,KR,2007-07,125.62
M,N,N,KR,2007-08,122.49
M,N,N,KR,2007-09,121.84
M,N,N,KR,2007-10,122.62
M,N,N,KR,2007-11,119.44
M,N,N,KR,2007-12,118.74
M,N,N,KR,2008-01,115.54
M,N,N,KR,2008-02,114.7
M,N,N,KR,2008-03,106.51
M,N,N,KR,2008-04,105.75
M,N,N,KR,2008-05,101.62
M,N,N,KR,2008-06,102.84
M,N,N,KR,2008-07,103.8
M,N,N,KR,2008-08,103.89
M,N,N,KR,2008-09,96.84
M,N,N,KR,2008-10,84.27
M,N,N,KR,2008-11,80.39
M,N,N,KR,2008-12,79.23
M,N,N,KR,2009-01,80.41
M,N,N,KR,2009-02,77.42
M,N,N,KR,2009-03,77.71
M,N,N,KR,2009-04,84.14
M,N,N,KR,2009-05,87.53
M,N,N,KR,2009-06,85.96
M,N,N,KR,2009-07,85.27
M,N,N,KR,2009-08,86.34
M,N,N,KR,2009-09,86.54
M,N,N,KR,2009-10,88.51
M,N,N,KR,2009-11,88.72
M,N,N,KR,2009-12,89.37
M,N,N,KR,2010-01,92.36
