STRUCTURE,STRUCTURE_ID,ACTION,FREQ,ADJUSTMENT,REF_AREA,SECTOR,COUNTERPART_SECTOR,TRANSACTION,INSTR_ASSET,ACTIVITY,EXPENDITURE,UNIT_MEASURE,PRICE_BASE,TRANSFORMATION,TABLE_IDENTIFIER,TIME_PERIOD,OBS_VALUE
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2023-Q2,2.23963203
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2023-Q2,6.5
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2023-Q1,4.7
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2023-Q1,2.803182116
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2023-Q1,3.093671525
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2022-Q4,3.077507862
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2022-Q4,3.299912666
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2022-Q4,3.0
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2022-Q3,4.857052856
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2022-Q3,4.0
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2022-Q3,6.114295443
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2022-Q2,3.811838582
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2022-Q2,0.8
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2022-Q2,6.111215627
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2022-Q1,4.794674193
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2022-Q1,4.8
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2022-Q1,3.656561762
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2021-Q4,2.355585026
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2021-Q4,4.907928116
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2021-Q4,4.5
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2021-Q4,5.4862136
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2021-Q3,5.577388058
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2021-Q3,5.5
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2021-Q3,4.676306003
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2021-Q3,2.792854519
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2021-Q2,11.615195283
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2021-Q2,10.204024281
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2021-Q2,8.1
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2021-Q2,12.893280207
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2021-Q1,0.592979213
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2021-Q1,18.9
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2021-Q1,1.951336159
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2021-Q1,-0.625479392
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2020-Q4,-2.039451287
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2020-Q4,6.5
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2020-Q4,-0.44885343
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2020-Q4,-3.020634455
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2020-Q3,-4.536907058
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2020-Q3,4.9
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2020-Q3,-3.139508121
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2020-Q3,-3.301844074
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2020-Q2,-10.681102085
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2020-Q2,-5.852782527
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2020-Q2,3.2
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2020-Q2,-12.241523689
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2020-Q1,-0.315546147
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2020-Q1,-6.8
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2020-Q1,1.267174863
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2020-Q1,-1.926579398
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2019-Q4,0.762184665
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2019-Q4,2.219901586
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2019-Q4,5.9
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2019-Q4,1.911570005
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2019-Q3,1.860815663
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2019-Q3,6.0
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2019-Q3,1.885692655
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2019-Q3,1.550550325
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2019-Q2,0.500622873
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2019-Q2,1.673890602
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2019-Q2,6.1
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2019-Q2,2.089160075
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2019-Q1,1.771337736
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2019-Q1,6.4
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2019-Q1,2.116978339
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2019-Q1,1.232288942
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2018-Q4,0.016855382
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2018-Q4,2.422215795
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2018-Q4,6.5
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2018-Q4,2.707270935
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2018-Q3,2.985765256
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2018-Q3,6.7
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2018-Q3,2.574578592
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2018-Q3,0.582389589
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2018-Q2,2.050950644
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2018-Q2,3.15671172
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2018-Q2,6.9
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2018-Q2,2.50106618
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2018-Q1,2.778234881
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2018-Q1,6.9
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2018-Q1,3.009773783
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2018-Q1,1.976532086
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2017-Q4,3.874052638
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2017-Q4,2.272842628
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2017-Q4,6.8
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2017-Q4,2.875449393
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2017-Q3,2.930375143
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2017-Q3,6.9
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2017-Q3,3.056255932
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2017-Q3,3.307913409
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2017-Q2,2.854750243
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2017-Q2,2.079545354
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2017-Q2,7.0
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2017-Q2,3.965922387
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2017-Q1,2.37052862
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2017-Q1,7.0
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2017-Q1,2.141134917
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2017-Q1,2.354682343
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2016-Q4,1.930994825
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2016-Q4,2.755037444
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2016-Q4,6.8
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2016-Q4,1.696684609
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2016-Q3,1.196347067
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2016-Q3,6.7
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2016-Q3,2.201737576
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2016-Q3,1.981975706
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2016-Q2,2.1681323
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2016-Q2,3.207304461
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CHN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2016-Q2,6.7
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2016-Q2,0.515594113
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,CAN,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2016-Q1,0.743027311
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,AUS,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2016-Q1,2.654205129
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),I,Q,Y,DEU,S1,S1,B1GQ,_Z,_Z,_Z,PC,L,GY,T0102,2016-Q1,2.469955445
