FREQ,REF_AREA,TIME_PERIOD,OBS_VALUE
M,AU,2010-10,4.5
M,AU,2010-11,4.75
M,AU,2010-12,4.75
M,AU,2011-01,4.75
M,AU,2011-02,4.75
M,AU,2011-03,4.75
M,AU,2011-04,4.75
M,AU,2011-05,4.75
M,AU,2011-06,4.75
M,AU,2011-07,4.75
M,AU,2011-08,4.75
M,AU,2011-09,4.75
M,AU,2011-10,4.75
M,AU,2011-11,4.5
M,AU,2011-12,4.25
M,AU,2012-01,4.25
M,AU,2012-02,4.25
M,AU,2012-03,4.25
M,AU,2012-04,4.25
M,AU,2012-05,3.75
M,AU,2012-06,3.5
M,AU,2012-07,3.5
M,AU,2012-08,3.5
M,AU,2012-09,3.5
M,AU,2012-10,3.25
M,AU,2012-11,3.25
M,AU,2012-12,3.0
M,AU,2013-01,3.0
M,AU,2013-02,3.0
M,AU,2013-03,3.0
M,AU,2013-04,3.0
M,AU,2013-05,2.75
M,AU,2013-06,2.75
M,AU,2013-07,2.75
M,AU,2013-08,2.5
M,AU,2013-09,2.5
M,AU,2013-10,2.5
M,AU,2013-11,2.5
M,AU,2013-12,2.5
M,AU,2014-01,2.5
M,AU,2014-02,2.5
M,AU,2014-03,2.5
M,AU,2014-04,2.5
M,AU,2014-05,2.5
M,AU,2014-06,2.5
M,AU,2014-07,2.5
M,AU,2014-08,2.5
M,AU,2014-09,2.5
M,AU,2014-10,2.5
M,AU,2014-11,2.5
M,AU,2014-12,2.5
M,AU,2015-01,2.5
M,AU,2015-02,2.25
M,AU,2015-03,2.25
M,AU,2015-04,2.25
M,AU,2015-05,2.0
M,AU,2015-06,2.0
M,AU,2015-07,2.0
M,AU,2015-08,2.0
M,AU,2015-09,2.0
M,AU,2015-10,2.0
M,AU,2015-11,2.0
M,AU,2015-12,2.0
M,AU,2016-01,2.0
M,AU,2016-02,2.0
M,AU,2016-03,2.0
M,AU,2016-04,2.0
M,AU,2016-05,1.75
M,AU,2016-06,1.75
M,AU,2016-07,1.75
M,AU,2016-08,1.5
M,AU,2016-09,1.5
M,AU,2016-10,1.5
M,AU,2016-11,1.5
M,AU,2016-12,1.5
M,AU,2017-01,1.5
M,AU,2017-02,1.5
M,AU,2017-03,1.5
M,AU,2017-04,1.5
M,AU,2017-05,1.5
M,AU,2017-06,1.5
M,AU,2017-07,1.5
M,AU,2017-08,1.5
M,AU,2017-09,1.5
M,AU,2017-10,1.5
M,AU,2017-11,1.5
M,AU,2017-12,1.5
M,AU,2018-01,1.5
M,AU,2018-02,1.5
M,AU,2018-03,1.5
M,AU,2018-04,1.5
M,AU,2018-05,1.5
M,AU,2018-06,1.5
M,AU,2018-07,1.5
M,AU,2018-08,1.5
M,AU,2018-09,1.5
M,AU,2018-10,1.5
M,AU,2018-11,1.5
M,AU,2018-12,1.5
M,AU,2019-01,1.5
M,AU,2019-02,1.5
M,AU,2019-03,1.5
M,AU,2019-04,1.5
M,AU,2019-05,1.5
M,AU,2019-06,1.25
M,AU,2019-07,1.0
M,AU,2019-08,1.0
M,AU,2019-09,1.0
M,AU,2019-10,0.75
M,AU,2019-11,0.75
M,AU,2019-12,0.75
M,AU,2020-01,0.75
M,AU,2020-02,0.75
M,AU,2020-03,0.25
M,AU,2020-04,0.25
M,AU,2020-05,0.25
M,AU,2020-06,0.25
M,AU,2020-07,0.25
M,AU,2020-08,0.25
M,AU,2020-09,0.25
M,AU,2020-10,0.25
M,AU,2020-11,0.1
M,AU,2020-12,0.1
M,AU,2021-01,0.1
M,AU,2021-02,0.1
M,AU,2021-03,0.1
M,AU,2021-04,0.1
M,AU,2021-05,0.1
M,AU,2021-06,0.1
M,AU,2021-07,0.1
M,AU,2021-08,0.1
M,AU,2021-09,0.1
M,AU,2021-10,0.1
M,AU,2021-11,0.1
M,AU,2021-12,0.1
M,AU,2022-01,0.1
M,AU,2022-02,0.1
M,AU,2022-03,0.1
M,AU,2022-04,0.1
M,AU,2022-05,0.35
M,AU,2022-06,0.85
M,AU,2022-07,1.35
M,AU,2022-08,1.85
M,AU,2022-09,2.35
M,AU,2022-10,2.6
M,AU,2022-11,2.85
M,AU,2022-12,3.1
M,AU,2023-01,3.1
M,AU,2023-02,3.35
M,AU,2023-03,3.6
M,AU,2023-04,3.6
M,AU,2023-05,3.85
M,AU,2023-06,4.1
M,AU,2023-07,4.1
M,AU,2023-08,4.1
M,AU,2023-09,4.1
M,AU,2023-10,4.1
M,AU,2023-11,4.35
M,AU,2023-12,4.35
M,AU,2024-01,4.35
M,AU,2024-02,4.35
M,AU,2024-03,4.35
M,AU,2024-04,4.35
M,AU,2024-05,4.35
M,AU,2024-06,4.35
M,AU,2024-07,4.35
M,AU,2024-08,4.35
M,AU,2024-09,4.35
M,AU,2024-10,4.35
M,AU,2024-11,4.35
M,AU,2024-12,4.35
M,AU,2025-01,4.35
M,AU,2025-02,4.1
M,AU,2025-03,4.1
M,AU,2025-04,4.1
M,AU,2025-05,3.85
M,AU,2025-06,3.85
M,AU,2025-07,3.85
M,AU,2025-08,3.6
M,AU,2025-09,3.6
M,AU,2025-10,3.6
M,AU,2025-11,3.6
M,AU,2025-12,3.6
M,AU,2026-01,3.6
M,KR,2007-01,4.5
M,KR,2007-02,4.5
M,KR,2007-03,4.5
M,KR,2007-04,4.5
M,KR,2007-05,4.5
M,KR,2007-06,4.5
M,KR,2007-07,4.75
M,KR,2007-08,5.0
M,KR,2007-09,5.0
M,KR,2007-10,5.0
M,KR,2007-11,5.0
M,KR,2007-12,5.0
M,KR,2008-01,5.0
M,KR,2008-02,5.0
M,KR,2008-03,5.0
M,KR,2008-04,5.0
M,KR,2008-05,5.0
M,KR,2008-06,5.0
M,KR,2008-07,5.0
M,KR,2008-08,5.25
M,KR,2008-09,5.25
M,KR,2008-10,4.25
M,KR,2008-11,4.0
M,KR,2008-12,3.0
M,KR,2009-01,2.5
M,KR,2009-02,2.0
M,KR,2009-03,2.0
M,KR,2009-04,2.0
M,KR,2009-05,2.0
M,KR,2009-06,2.0
M,KR,2009-07,2.0
M,KR,2009-08,2.0
M,KR,2009-09,2.0
M,KR,2009-10,2.0
M,KR,2009-11,2.0
M,KR,2009-12,2.0
M,KR,2010-01,2.0
M,KR,2010-02,2.0
M,KR,2010-03,2.0
M,KR,2010-04,2.0
M,KR,2010-05,2.0
M,KR,2010-06,2.0
M,KR,2010-07,2.25
M,KR,2010-08,2.25
M,KR,2010-09,2.25
M,KR,2010-10,2.25
M,KR,2010-11,2.5
M,KR,2010-12,2.5
M,KR,2011-01,2.75
M,KR,2011-02,2.75
M,KR,2011-03,3.0
M,KR,2011-04,3.0
M,KR,2011-05,3.0
M,KR,2011-06,3.25
M,KR,2011-07,3.25
M,KR,2011-08,3.25
M,KR,2011-09,3.25
M,KR,2011-10,3.25
M,KR,2011-11,3.25
M,KR,2011-12,3.25
M,KR,2012-01,3.25
M,KR,2012-02,3.25
M,KR,2012-03,3.25
M,KR,2012-04,3.25
M,KR,2012-05,3.25
M,KR,2012-06,3.25
M,KR,2012-07,3.0
M,KR,2012-08,3.0
M,KR,2012-09,3.0
M,KR,2012-10,2.75
M,KR,2012-11,2.75
M,KR,2012-12,2.75
M,KR,2013-01,2.75
M,KR,2013-02,2.75
M,KR,2013-03,2.75
M,KR,2013-04,2.75
M,KR,2013-05,2.5
M,KR,2013-06,2.5
M,KR,2013-07,2.5
M,KR,2013-08,2.5
M,KR,2013-09,2.5
M,KR,2013-10,2.5
M,KR,2013-11,2.5
M,KR,2013-12,2.5
M,KR,2014-01,2.5
M,KR,2014-02,2.5
M,KR,2014-03,2.5
M,KR,2014-04,2.5
M,KR,2014-05,2.5
M,KR,2014-06,2.5
M,KR,2014-07,2.5
M,KR,2014-08,2.25
M,KR,2014-09,2.25
M,KR,2014-10,2.0
M,KR,2014-11,2.0
M,KR,2014-12,2.0
M,KR,2015-01,2.0
M,KR,2015-02,2.0
M,KR,2015-03,1.75
M,KR,2015-04,1.75
M,KR,2015-05,1.75
M,KR,2015-06,1.5
M,KR,2015-07,1.5
M,KR,2015-08,1.5
M,KR,2015-09,1.5
M,KR,2015-10,1.5
M,KR,2015-11,1.5
M,KR,2015-12,1.5
M,KR,2016-01,1.5
M,KR,2016-02,1.5
M,KR,2016-03,1.5
M,KR,2016-04,1.5
M,KR,2016-05,1.5
M,KR,2016-06,1.25
M,KR,2016-07,1.25
M,KR,2016-08,1.25
M,KR,2016-09,1.25
M,KR,2016-10,1.25
M,KR,2016-11,1.25
M,KR,2016-12,1.25
M,KR,2017-01,1.25
M,KR,2017-02,1.25
M,KR,2017-03,1.25
M,KR,2017-04,1.25
M,KR,2017-05,1.25
M,KR,2017-06,1.25
M,KR,2017-07,1.25
M,KR,2017-08,1.25
M,KR,2017-09,1.25
M,KR,2017-10,1.25
M,KR,2017-11,1.5
M,KR,2017-12,1.5
M,KR,2018-01,1.5
M,KR,2018-02,1.5
M,KR,2018-03,1.5
M,KR,2018-04,1.5
M,KR,2018-05,1.5
M,KR,2018-06,1.5
M,KR,2018-07,1.5
M,KR,2018-08,1.5
M,KR,2018-09,1.5
M,KR,2018-10,1.5
M,KR,2018-11,1.75
M,KR,2018-12,1.75
M,KR,2019-01,1.75
M,KR,2019-02,1.75
M,KR,2019-03,1.75
M,KR,2019-04,1.75
M,KR,2019-05,1.75
M,KR,2019-06,1.75
M,KR,2019-07,1.5
M,KR,2019-08,1.5
M,KR,2019-09,1.5
M,KR,2019-10,1.25
M,KR,2019-11,1.25
M,KR,2019-12,1.25
M,KR,2020-01,1.25
M,KR,2020-02,1.25
M,KR,2020-03,0.75
M,KR,2020-04,0.75
M,KR,2020-05,0.5
M,KR,2020-06,0.5
M,KR,2020-07,0.5
M,KR,2020-08,0.5
M,KR,2020-09,0.5
M,KR,2020-10,0.5
M,KR,2020-11,0.5
M,KR,2020-12,0.5
M,KR,2021-01,0.5
M,KR,2021-02,0.5
M,KR,2021-03,0.5
M,KR,2021-04,0.5
M,KR,2021-05,0.5
M,KR,2021-06,0.5
M,KR,2021-07,0.5
M,KR,2021-08,0.75
M,KR,2021-09,0.75
M,KR,2021-10,0.75
M,KR,2021-11,1.0
M,KR,2021-12,1.0
M,KR,2022-01,1.25
M,KR,2022-02,1.25
M,KR,2022-03,1.25
M,KR,2022-04,1.5
M,KR,2022-05,1.75
M,KR,2022-06,1.75
M,KR,2022-07,2.25
M,KR,2022-08,2.5
M,KR,2022-09,2.5
M,KR,2022-10,3.0
M,KR,2022-11,3.25
M,KR,2022-12,3.25
M,KR,2023-01,3.5
M,KR,2023-02,3.5
M,KR,2023-03,3.5
M,KR,2023-04,3.5
M,KR,2023-05,3.5
M,KR,2023-06,3.5
M,KR,2023-07,3.5
M,KR,2023-08,3.5
M,KR,2023-09,3.5
M,KR,2023-10,3.5
M,KR,2023-11,3.5
M,KR,2023-12,3.5
M,KR,2024-01,3.5
M,KR,2024-02,3.5
M,KR,2024-03,3.5
M,KR,2024-04,3.5
M,KR,2024-05,3.5
M,KR,2024-06,3.5
M,KR,2024-07,3.5
M,KR,2024-08,3.5
M,KR,2024-09,3.5
M,KR,2024-10,3.25
M,KR,2024-11,3.0
M,KR,2024-12,3.0
M,KR,2025-01,3.0
M,KR,2025-02,2.75
M,KR,2025-03,2.75
M,KR,2025-04,2.75
M,KR,2025-05,2.5
M,KR,2025-06,2.5
M,KR,2025-07,2.5
M,KR,2025-08,2.5
M,KR,2025-09,2.5
M,KR,2025-10,2.5
M,KR,2025-11,2.5
M,KR,2025-12,2.5
