FREQ,REF_AREA,VALUE,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE
Q,US,R,771,2023-Q2,-1.7376
Q,US,R,771,2023-Q3,1.1372
Q,US,R,771,2023-Q4,2.2097
Q,US,R,771,2024-Q1,2.0944
Q,US,R,771,2024-Q2,1.5307
Q,US,R,771,2024-Q3,1.0667
Q,US,R,771,2024-Q4,0.6993
Q,US,R,771,2025-Q1,-0.1222
Q,US,R,771,2025-Q2,-0.6452
Q,US,R,771,2025-Q3,-1.6092
Q,KR,R,771,2007-Q1,9.7176
Q,KR,R,771,2007-Q2,7.3417
Q,KR,R,771,2007-Q3,6.743
Q,KR,R,771,2007-Q4,1.8394
Q,KR,R,771,2008-Q1,-1.0716
Q,KR,R,771,2008-Q2,-0.4539
Q,KR,R,771,2008-Q3,-0.461
Q,KR,R,771,2008-Q4,-0.534
Q,KR,R,771,2009-Q1,-2.2722
Q,KR,R,771,2009-Q2,-3.3024
Q,KR,R,771,2009-Q3,-2.7533
Q,KR,R,771,2009-Q4,-1.6914
Q,KR,R,771,2010-Q1,-0.2914
Q,KR,R,771,2010-Q2,0.5862
Q,KR,R,771,2010-Q3,-0.6639
Q,KR,R,771,2010-Q4,-1.5353
Q,KR,R,771,2011-Q1,-0.9816
Q,KR,R,771,2011-Q2,0.6823
Q,KR,R,771,2011-Q3,1.9791
Q,KR,R,771,2011-Q4,2.9178
Q,KR,R,771,2012-Q1,2.6891
Q,KR,R,771,2012-Q2,1.1954
Q,KR,R,771,2012-Q3,0.3045
Q,KR,R,771,2012-Q4,-1.4071
Q,KR,R,771,2013-Q1,-1.9511
Q,KR,R,771,2013-Q2,-1.9438
Q,KR,R,771,2013-Q3,-1.9513
Q,KR,R,771,2013-Q4,-0.9167
Q,KR,R,771,2014-Q1,-0.3202
Q,KR,R,771,2014-Q2,-0.2308
Q,KR,R,771,2014-Q3,0.4133
Q,KR,R,771,2014-Q4,1.0829
Q,KR,R,771,2015-Q1,1.4531
Q,KR,R,771,2015-Q2,2.366
Q,KR,R,771,2015-Q3,3.1952
Q,KR,R,771,2015-Q4,3.3948
Q,KR,R,771,2016-Q1,3.2943
Q,KR,R,771,2016-Q2,2.1363
Q,KR,R,771,2016-Q3,1.272
Q,KR,R,771,2016-Q4,0.0535
Q,KR,R,771,2017-Q1,-0.9442
Q,KR,R,771,2017-Q2,-0.6753
Q,KR,R,771,2017-Q3,-0.7092
Q,KR,R,771,2017-Q4,-0.2158
Q,KR,R,771,2018-Q1,0.5301
Q,KR,R,771,2018-Q2,0.4589
Q,KR,R,771,2018-Q3,0.5646
Q,KR,R,771,2018-Q4,1.4221
Q,KR,R,771,2019-Q1,2.1048
Q,KR,R,771,2019-Q2,1.2178
Q,KR,R,771,2019-Q3,1.0566
Q,KR,R,771,2019-Q4,-0.2114
Q,KR,R,771,2020-Q1,0.1183
Q,KR,R,771,2020-Q2,2.4209
Q,KR,R,771,2020-Q3,3.7773
Q,KR,R,771,2020-Q4,6.6525
Q,KR,R,771,2021-Q1,8.7425
Q,KR,R,771,2021-Q2,10.2629
Q,KR,R,771,2021-Q3,12.2699
Q,KR,R,771,2021-Q4,11.7368
Q,KR,R,771,2022-Q1,8.3505
Q,KR,R,771,2022-Q2,3.7923
Q,KR,R,771,2022-Q3,-0.5492
Q,KR,R,771,2022-Q4,-5.0199
Q,KR,R,771,2023-Q1,-8.5327
Q,KR,R,771,2023-Q2,-9.76
Q,KR,R,771,2023-Q3,-10.1343
Q,KR,R,771,2023-Q4,-8.7448
Q,KR,R,771,2024-Q1,-5.6287
Q,KR,R,771,2024-Q2,-3.5337
Q,KR,R,771,2024-Q3,-2.3596
Q,KR,R,771,2024-Q4,-1.652
Q,KR,R,771,2025-Q1,-2.2029
Q,KR,R,771,2025-Q2,-1.9034
Q,KR,R,771,2025-Q3,-1.5656
Q,IT,N,771,2007-Q1,5.8623
Q,IT,N,771,2007-Q2,5.0386
Q,IT,N,771,2007-Q3,4.5842
Q,IT,N,771,2007-Q4,4.4336
Q,IT,N,771,2008-Q1,3.7354
Q,IT,N,771,2008-Q2,3.5845
Q,IT,N,771,2008-Q3,2.6154
Q,IT,N,771,2008-Q4,0.5234
Q,IT,N,771,2009-Q1,0.2378
Q,IT,N,771,2009-Q2,-0.8568
Q,IT,N,771,2009-Q3,-1.1306
Q,IT,N,771,2009-Q4,-0.2557
Q,IT,N,771,2010-Q1,-2.1038
Q,IT,N,771,2010-Q2,-1.0773
Q,IT,N,771,2010-Q3,-0.4717
Q,IT,N,771,2010-Q4,0.2648
Q,IT,N,771,2011-Q1,1.2842
Q,IT,N,771,2011-Q2,2.3749
Q,IT,N,771,2011-Q3,1.2626
Q,IT,N,771,2011-Q4,0.5046
Q,IT,N,771,2012-Q1,0.5917
Q,IT,N,771,2012-Q2,-2.1541
Q,IT,N,771,2012-Q3,-3.6575
Q,IT,N,771,2012-Q4,-4.9372
Q,IT,N,771,2013-Q1,-7.1429
Q,IT,N,771,2013-Q2,-6.6892
Q,IT,N,771,2013-Q3,-6.2985
Q,IT,N,771,2013-Q4,-5.7218
Q,IT,N,771,2014-Q1,-4.3439
Q,IT,N,771,2014-Q2,-4.9909
Q,IT,N,771,2014-Q3,-4.6961
Q,IT,N,771,2014-Q4,-4.8553
Q,IT,N,771,2015-Q1,-5.6764
Q,IT,N,771,2015-Q2,-4.68
Q,IT,N,771,2015-Q3,-2.7053
Q,IT,N,771,2015-Q4,-2.0608
Q,IT,N,771,2016-Q1,0.1003
Q,IT,N,771,2016-Q2,0.7014
Q,IT,N,771,2016-Q3,0.0
Q,IT,N,771,2016-Q4,0.2004
Q,IT,N,771,2017-Q1,-0.7014
Q,IT,N,771,2017-Q2,-0.8955
Q,IT,N,771,2017-Q3,-1.4896
Q,IT,N,771,2017-Q4,-1.2
Q,IT,N,771,2018-Q1,-0.5045
Q,IT,N,771,2018-Q2,-0.4016
Q,IT,N,771,2018-Q3,-0.8065
Q,IT,N,771,2018-Q4,-0.5061
Q,IT,N,771,2019-Q1,-0.9128
Q,IT,N,771,2019-Q2,-0.1008
Q,IT,N,771,2019-Q3,0.4065
Q,IT,N,771,2019-Q4,0.2035
Q,IT,N,771,2020-Q1,1.74
Q,IT,N,771,2020-Q2,3.33
Q,IT,N,771,2020-Q3,1.0121
Q,IT,N,771,2020-Q4,1.5228
Q,IT,N,771,2021-Q1,1.7103
Q,IT,N,771,2021-Q2,0.3906
Q,IT,N,771,2021-Q3,4.1082
Q,IT,N,771,2021-Q4,4.0
Q,IT,N,771,2022-Q1,4.55
Q,IT,N,771,2022-Q2,5.1556
Q,IT,N,771,2022-Q3,2.8874
Q,IT,N,771,2022-Q4,2.6923
Q,IT,N,771,2023-Q1,1.0407
Q,IT,N,771,2023-Q2,0.6475
Q,IT,N,771,2023-Q3,1.6838
Q,IT,N,771,2023-Q4,1.779
Q,IT,N,771,2024-Q1,1.5918
Q,IT,N,771,2024-Q2,2.9412
Q,IT,N,771,2024-Q3,3.7718
Q,IT,N,771,2024-Q4,4.4158
Q,IT,N,771,2025-Q1,4.424
Q,IT,N,771,2025-Q2,3.9286
Q,IT,N,771,2025-Q3,3.8121
Q,JP,R,628,2007-Q1,104.1622
Q,JP,R,628,2007-Q2,103.5103
Q,JP,R,628,2007-Q3,103.1501
Q,JP,R,628,2007-Q4,102.5543
Q,JP,R,628,2008-Q1,102.3879
Q,JP,R,628,2008-Q2,100.8809
Q,JP,R,628,2008-Q3,99.1951
Q,JP,R,628,2008-Q4,98.911
Q,JP,R,628,2009-Q1,98.19
Q,JP,R,628,2009-Q2,96.7052
Q,JP,R,628,2009-Q3,98.4322
Q,JP,R,628,2009-Q4,98.0852
Q,JP,R,628,2010-Q1,99.451
Q,JP,R,628,2010-Q2,99.5475
Q,JP,R,628,2010-Q3,100.6759
Q,JP,R,628,2010-Q4,100.3299
Q,JP,R,628,2011-Q1,100.8138
Q,JP,R,628,2011-Q2,100.1334
Q,JP,R,628,2011-Q3,100.7678
Q,JP,R,628,2011-Q4,99.6445
Q,JP,R,628,2012-Q1,99.9944
Q,JP,R,628,2012-Q2,98.8575
Q,JP,R,628,2012-Q3,99.72
Q,JP,R,628,2012-Q4,99.4551
Q,JP,R,628,2013-Q1,100.1971
Q,JP,R,628,2013-Q2,100.8409
Q,JP,R,628,2013-Q3,101.3057
Q,JP,R,628,2013-Q4,100.8131
Q,JP,R,628,2014-Q1,101.7371
Q,JP,R,628,2014-Q2,98.8267
Q,JP,R,628,2014-Q3,99.069
Q,JP,R,628,2014-Q4,98.8562
Q,JP,R,628,2015-Q1,101.8079
Q,JP,R,628,2015-Q2,100.729
Q,JP,R,628,2015-Q3,101.7951
Q,JP,R,628,2015-Q4,100.552
Q,JP,R,628,2016-Q1,103.4215
Q,JP,R,628,2016-Q2,104.1009
Q,JP,R,628,2016-Q3,104.0876
Q,JP,R,628,2016-Q4,102.7801
Q,JP,R,628,2017-Q1,107.0964
Q,JP,R,628,2017-Q2,105.7634
Q,JP,R,628,2017-Q3,105.9879
Q,JP,R,628,2017-Q4,104.0423
Q,JP,R,628,2018-Q1,107.3534
Q,JP,R,628,2018-Q2,107.06
Q,JP,R,628,2018-Q3,106.6895
Q,JP,R,628,2018-Q4,105.733
Q,JP,R,628,2019-Q1,109.5032
Q,JP,R,628,2019-Q2,108.3303
Q,JP,R,628,2019-Q3,107.6618
Q,JP,R,628,2019-Q4,106.2136
Q,JP,R,628,2020-Q1,108.3035
Q,JP,R,628,2020-Q2,107.4278
Q,JP,R,628,2020-Q3,107.4995
Q,JP,R,628,2020-Q4,108.8926
Q,JP,R,628,2021-Q1,112.523
Q,JP,R,628,2021-Q2,114.1395
Q,JP,R,628,2021-Q3,116.449
Q,JP,R,628,2021-Q4,115.7422
Q,JP,R,628,2022-Q1,121.6617
Q,JP,R,628,2022-Q2,121.7397
Q,JP,R,628,2022-Q3,122.0932
Q,JP,R,628,2022-Q4,119.8312
Q,JP,R,628,2023-Q1,122.96
Q,JP,R,628,2023-Q2,121.5823
Q,JP,R,628,2023-Q3,120.9028
Q,JP,R,628,2023-Q4,118.7967
Q,JP,R,628,2024-Q1,122.9175
Q,JP,R,628,2024-Q2,121.633
Q,JP,R,628,2024-Q3,121.4486
Q,JP,R,628,2024-Q4,118.6312
Q,JP,R,628,2025-Q1,124.0035
Q,JP,R,628,2025-Q2,121.9416
Q,JP,R,628,2025-Q3,122.9615
Q,FR,N,628,2007-Q1,98.221
Q,FR,N,628,2007-Q2,99.9248
Q,FR,N,628,2007-Q3,102.23
Q,FR,N,628,2007-Q4,102.8314
Q,FR,N,628,2008-Q1,102.23
Q,FR,N,628,2008-Q2,102.6309
Q,FR,N,628,2008-Q3,102.8314
Q,FR,N,628,2008-Q4,99.4237
Q,FR,N,628,2009-Q1,95.7154
Q,FR,N,628,2009-Q2,94.4124
Q,FR,N,628,2009-Q3,95.9158
Q,FR,N,628,2009-Q4,96.2165
Q,FR,N,628,2010-Q1,96.9181
Q,FR,N,628,2010-Q2,98.8224
Q,FR,N,628,2010-Q3,101.5284
Q,FR,N,628,2010-Q4,102.7311
Q,FR,N,628,2011-Q1,103.3325
Q,FR,N,628,2011-Q2,105.337
Q,FR,N,628,2011-Q3,107.542
Q,FR,N,628,2011-Q4,106.5397
Q,FR,N,628,2012-Q1,105.1366
Q,FR,N,628,2012-Q2,105.1366
Q,FR,N,628,2012-Q3,105.8381
Q,FR,N,628,2012-Q4,104.3348
Q,FR,N,628,2013-Q1,103.0318
Q,FR,N,628,2013-Q2,102.9316
Q,FR,N,628,2013-Q3,103.8336
Q,FR,N,628,2013-Q4,102.7311
Q,FR,N,628,2014-Q1,101.5284
Q,FR,N,628,2014-Q2,101.7289
Q,FR,N,628,2014-Q3,102.5307
Q,FR,N,628,2014-Q4,100.5262
Q,FR,N,628,2015-Q1,99.6242
Q,FR,N,628,2015-Q2,99.7244
Q,FR,N,628,2015-Q3,101.1275
Q,FR,N,628,2015-Q4,100.426
Q,FR,N,628,2016-Q1,99.9248
Q,FR,N,628,2016-Q2,100.426
Q,FR,N,628,2016-Q3,102.6309
Q,FR,N,628,2016-Q4,102.0296
Q,FR,N,628,2017-Q1,102.7311
Q,FR,N,628,2017-Q2,103.7334
Q,FR,N,628,2017-Q3,105.9384
Q,FR,N,628,2017-Q4,105.4372
Q,FR,N,628,2018-Q1,105.7379
Q,FR,N,628,2018-Q2,106.6399
Q,FR,N,628,2018-Q3,108.8449
Q,FR,N,628,2018-Q4,108.8449
Q,FR,N,628,2019-Q1,108.8449
Q,FR,N,628,2019-Q2,110.0476
Q,FR,N,628,2019-Q3,112.5532
Q,FR,N,628,2019-Q4,112.9541
Q,FR,N,628,2020-Q1,114.1569
Q,FR,N,628,2020-Q2,115.7605
Q,FR,N,628,2020-Q3,118.0656
Q,FR,N,628,2020-Q4,119.569
Q,FR,N,628,2021-Q1,120.4711
Q,FR,N,628,2021-Q2,122.7762
Q,FR,N,628,2021-Q3,126.4846
Q,FR,N,628,2021-Q4,127.7875
Q,FR,N,628,2022-Q1,128.89
Q,FR,N,628,2022-Q2,131.095
Q,FR,N,628,2022-Q3,134.6029
Q,FR,N,628,2022-Q4,133.8011
Q,FR,N,628,2023-Q1,132.5983
Q,FR,N,628,2023-Q2,131.997
Q,FR,N,628,2023-Q3,132.4981
Q,FR,N,628,2023-Q4,128.9902
Q,FR,N,628,2024-Q1,126.2841
Q,FR,N,628,2024-Q2,125.9835
Q,FR,N,628,2024-Q3,127.8877
Q,FR,N,628,2024-Q4,126.5848
Q,FR,N,628,2025-Q1,126.7853
Q,FR,N,628,2025-Q2,126.7853
Q,FR,N,628,2025-Q3,128.7898
Q,CA,R,628,2007-Q1,93.7974
Q,CA,R,628,2007-Q2,96.3848
Q,CA,R,628,2007-Q3,98.4006
Q,CA,R,628,2007-Q4,98.8034
Q,CA,R,628,2008-Q1,99.9692
Q,CA,R,628,2008-Q2,98.6905
Q,CA,R,628,2008-Q3,95.6457
Q,CA,R,628,2008-Q4,93.363
Q,CA,R,628,2009-Q1,90.7235
Q,CA,R,628,2009-Q2,91.9992
Q,CA,R,628,2009-Q3,95.0961
Q,CA,R,628,2009-Q4,97.6484
Q,CA,R,628,2010-Q1,100.2802
Q,CA,R,628,2010-Q2,101.3726
Q,CA,R,628,2010-Q3,99.6789
Q,CA,R,628,2010-Q4,98.6865
Q,CA,R,628,2011-Q1,100.6313
Q,CA,R,628,2011-Q2,102.6013
Q,CA,R,628,2011-Q3,103.7213
Q,CA,R,628,2011-Q4,103.6424
Q,CA,R,628,2012-Q1,105.5008
Q,CA,R,628,2012-Q2,106.8919
Q,CA,R,628,2012-Q3,106.1072
Q,CA,R,628,2012-Q4,104.7355
Q,CA,R,628,2013-Q1,105.4397
Q,CA,R,628,2013-Q2,107.0995
Q,CA,R,628,2013-Q3,107.4101
Q,CA,R,628,2013-Q4,107.9829
Q,CA,R,628,2014-Q1,109.3824
Q,CA,R,628,2014-Q2,110.4865
Q,CA,R,628,2014-Q3,111.0629
Q,CA,R,628,2014-Q4,111.81
Q,CA,R,628,2015-Q1,114.8158
Q,CA,R,628,2015-Q2,117.4707
Q,CA,R,628,2015-Q3,119.1403
Q,CA,R,628,2015-Q4,120.8037
Q,CA,R,628,2016-Q1,126.8529
Q,CA,R,628,2016-Q2,133.3227
Q,CA,R,628,2016-Q3,137.2091
Q,CA,R,628,2016-Q4,138.2242
Q,CA,R,628,2017-Q1,146.4312
Q,CA,R,628,2017-Q2,153.8499
Q,CA,R,628,2017-Q3,155.6749
Q,CA,R,628,2017-Q4,154.7041
Q,CA,R,628,2018-Q1,154.1596
Q,CA,R,628,2018-Q2,154.8668
Q,CA,R,628,2018-Q3,154.4322
Q,CA,R,628,2018-Q4,154.2986
Q,CA,R,628,2019-Q1,152.6025
Q,CA,R,628,2019-Q2,151.9017
Q,CA,R,628,2019-Q3,151.7855
Q,CA,R,628,2019-Q4,153.6127
Q,CA,R,628,2020-Q1,156.2876
Q,CA,R,628,2020-Q2,160.48
Q,CA,R,628,2020-Q3,161.8394
Q,CA,R,628,2020-Q4,165.1592
Q,CA,R,628,2021-Q1,167.5473
Q,CA,R,628,2021-Q2,176.1898
Q,CA,R,628,2021-Q3,177.8587
Q,CA,R,628,2021-Q4,179.6824
Q,CA,R,628,2022-Q1,198.616
Q,CA,R,628,2022-Q2,187.6237
Q,CA,R,628,2022-Q3,169.2118
Q,CA,R,628,2022-Q4,160.5274
Q,CA,R,628,2023-Q1,159.7178
Q,CA,R,628,2023-Q2,165.2448
Q,CA,R,628,2023-Q3,162.6759
Q,CA,R,628,2023-Q4,156.2596
Q,CA,R,628,2024-Q1,156.3841
Q,CA,R,628,2024-Q2,156.3428
Q,CA,R,628,2024-Q3,153.0088
Q,CA,R,628,2024-Q4,150.4749
Q,CA,R,628,2025-Q1,150.6123
Q,CA,R,628,2025-Q2,149.1457
Q,CA,R,628,2025-Q3,145.2473
Q,GB,N,771,2007-Q1,10.582
Q,GB,N,771,2007-Q2,10.7143
Q,GB,N,771,2007-Q3,10.396
Q,GB,N,771,2007-Q4,8.2524
Q,GB,N,771,2008-Q1,3.6683
Q,GB,N,771,2008-Q2,-0.768
Q,GB,N,771,2008-Q3,-7.1749
Q,GB,N,771,2008-Q4,-13.3034
Q,GB,N,771,2009-Q1,-15.3846
Q,GB,N,771,2009-Q2,-13.7771
Q,GB,N,771,2009-Q3,-6.7633
Q,GB,N,771,2009-Q4,1.7241
Q,GB,N,771,2010-Q1,7.6364
Q,GB,N,771,2010-Q2,8.2585
Q,GB,N,771,2010-Q3,5.6995
Q,GB,N,771,2010-Q4,1.5254
Q,GB,N,771,2011-Q1,-0.6757
Q,GB,N,771,2011-Q2,-1.8242
Q,GB,N,771,2011-Q3,-1.9608
Q,GB,N,771,2011-Q4,-1.3356
Q,GB,N,771,2012-Q1,-0.5102
Q,GB,N,771,2012-Q2,0.6757
Q,GB,N,771,2012-Q3,0.3333
Q,GB,N,771,2012-Q4,1.0152
Q,GB,N,771,2013-Q1,1.3675
Q,GB,N,771,2013-Q2,1.5101
Q,GB,N,771,2013-Q3,2.99
Q,GB,N,771,2013-Q4,4.3551
Q,GB,N,771,2014-Q1,6.5767
Q,GB,N,771,2014-Q2,8.0992
Q,GB,N,771,2014-Q3,8.871
Q,GB,N,771,2014-Q4,8.5072
Q,GB,N,771,2015-Q1,6.6456
Q,GB,N,771,2015-Q2,5.3517
Q,GB,N,771,2015-Q3,5.3333
Q,GB,N,771,2015-Q4,6.5089
Q,GB,N,771,2016-Q1,8.0119
Q,GB,N,771,2016-Q2,7.9826
Q,GB,N,771,2016-Q3,6.7511
Q,GB,N,771,2016-Q4,5.4167
Q,GB,N,771,2017-Q1,4.3956
Q,GB,N,771,2017-Q2,4.4355
Q,GB,N,771,2017-Q3,4.7431
Q,GB,N,771,2017-Q4,4.6113
Q,GB,N,771,2018-Q1,4.3421
Q,GB,N,771,2018-Q2,3.2175
Q,GB,N,771,2018-Q3,2.7673
Q,GB,N,771,2018-Q4,2.3929
Q,GB,N,771,2019-Q1,1.3871
Q,GB,N,771,2019-Q2,0.9975
Q,GB,N,771,2019-Q3,0.7344
Q,GB,N,771,2019-Q4,0.861
Q,GB,N,771,2020-Q1,1.7413
Q,GB,N,771,2020-Q2,1.2346
Q,GB,N,771,2020-Q3,2.5516
Q,GB,N,771,2020-Q4,5.8537
Q,GB,N,771,2021-Q1,7.7017
Q,GB,N,771,2021-Q2,9.3902
Q,GB,N,771,2021-Q3,8.2938
Q,GB,N,771,2021-Q4,7.2581
Q,GB,N,771,2022-Q1,8.1725
Q,GB,N,771,2022-Q2,8.9186
Q,GB,N,771,2022-Q3,10.9409
Q,GB,N,771,2022-Q4,9.0226
Q,GB,N,771,2023-Q1,3.9874
Q,GB,N,771,2023-Q2,0.9212
Q,GB,N,771,2023-Q3,-1.0848
Q,GB,N,771,2023-Q4,-2.4631
Q,GB,N,771,2024-Q1,-1.3118
Q,GB,N,771,2024-Q2,0.4057
Q,GB,N,771,2024-Q3,0.8973
Q,GB,N,771,2024-Q4,2.4242
Q,GB,N,771,2025-Q1,4.2945
Q,GB,N,771,2025-Q2,2.5253
Q,GB,N,771,2025-Q3,2.5692
Q,JP,R,771,2007-Q1,-1.439
Q,JP,R,771,2007-Q2,-1.0737
Q,JP,R,771,2007-Q3,-0.5955
Q,JP,R,771,2007-Q4,-1.2183
Q,JP,R,771,2008-Q1,-1.7034
Q,JP,R,771,2008-Q2,-2.5403
Q,JP,R,771,2008-Q3,-3.8342
Q,JP,R,771,2008-Q4,-3.5525
Q,JP,R,771,2009-Q1,-4.1
Q,JP,R,771,2009-Q2,-4.1392
Q,JP,R,771,2009-Q3,-0.7691
Q,JP,R,771,2009-Q4,-0.8349
Q,JP,R,771,2010-Q1,1.2843
Q,JP,R,771,2010-Q2,2.9391
Q,JP,R,771,2010-Q3,2.2794
Q,JP,R,771,2010-Q4,2.2885
Q,JP,R,771,2011-Q1,1.3704
Q,JP,R,771,2011-Q2,0.5886
Q,JP,R,771,2011-Q3,0.0913
Q,JP,R,771,2011-Q4,-0.6832
Q,JP,R,771,2012-Q1,-0.8128
Q,JP,R,771,2012-Q2,-1.2742
Q,JP,R,771,2012-Q3,-1.0398
Q,JP,R,771,2012-Q4,-0.1901
Q,JP,R,771,2013-Q1,0.2027
Q,JP,R,771,2013-Q2,2.0063
Q,JP,R,771,2013-Q3,1.5902
Q,JP,R,771,2013-Q4,1.3655
Q,JP,R,771,2014-Q1,1.537
Q,JP,R,771,2014-Q2,-1.9974
Q,JP,R,771,2014-Q3,-2.2079
Q,JP,R,771,2014-Q4,-1.9411
Q,JP,R,771,2015-Q1,0.0696
Q,JP,R,771,2015-Q2,1.9249
Q,JP,R,771,2015-Q3,2.7517
Q,JP,R,771,2015-Q4,1.7154
Q,JP,R,771,2016-Q1,1.5849
Q,JP,R,771,2016-Q2,3.3474
Q,JP,R,771,2016-Q3,2.2521
Q,JP,R,771,2016-Q4,2.2158
Q,JP,R,771,2017-Q1,3.5533
Q,JP,R,771,2017-Q2,1.597
Q,JP,R,771,2017-Q3,1.8258
Q,JP,R,771,2017-Q4,1.2281
Q,JP,R,771,2018-Q1,0.24
Q,JP,R,771,2018-Q2,1.2259
Q,JP,R,771,2018-Q3,0.662
Q,JP,R,771,2018-Q4,1.625
Q,JP,R,771,2019-Q1,2.0026
Q,JP,R,771,2019-Q2,1.1865
Q,JP,R,771,2019-Q3,0.9113
Q,JP,R,771,2019-Q4,0.4545
Q,JP,R,771,2020-Q1,-1.0956
Q,JP,R,771,2020-Q2,-0.833
Q,JP,R,771,2020-Q3,-0.1508
Q,JP,R,771,2020-Q4,2.5223
Q,JP,R,771,2021-Q1,3.8961
Q,JP,R,771,2021-Q2,6.2476
Q,JP,R,771,2021-Q3,8.3252
Q,JP,R,771,2021-Q4,6.2902
Q,JP,R,771,2022-Q1,8.1216
Q,JP,R,771,2022-Q2,6.6587
Q,JP,R,771,2022-Q3,4.8469
Q,JP,R,771,2022-Q4,3.5329
Q,JP,R,771,2023-Q1,1.0671
Q,JP,R,771,2023-Q2,-0.1293
Q,JP,R,771,2023-Q3,-0.975
Q,JP,R,771,2023-Q4,-0.8633
Q,JP,R,771,2024-Q1,-0.0346
Q,JP,R,771,2024-Q2,0.0417
Q,JP,R,771,2024-Q3,0.4514
Q,JP,R,771,2024-Q4,-0.1393
Q,JP,R,771,2025-Q1,0.8836
Q,JP,R,771,2025-Q2,0.2537
Q,JP,R,771,2025-Q3,1.2457
Q,CN,N,628,2007-Q1,82.1375
Q,CN,N,628,2007-Q2,84.218
Q,CN,N,628,2007-Q3,86.498
Q,CN,N,628,2007-Q4,89.1486
Q,CN,N,628,2008-Q1,89.8611
Q,CN,N,628,2008-Q2,90.8301
Q,CN,N,628,2008-Q3,91.2576
Q,CN,N,628,2008-Q4,90.7446
Q,CN,N,628,2009-Q1,89.6901
Q,CN,N,628,2009-Q2,90.4026
Q,CN,N,628,2009-Q3,92.3406
Q,CN,N,628,2009-Q4,94.7631
Q,CN,N,628,2010-Q1,97.7556
Q,CN,N,628,2010-Q2,100.0071
Q,CN,N,628,2010-Q3,100.3776
Q,CN,N,628,2010-Q4,101.8596
Q,CN,N,628,2011-Q1,103.5126
Q,CN,N,628,2011-Q2,104.2822
Q,CN,N,628,2011-Q3,104.4817
Q,CN,N,628,2011-Q4,104.1967
Q,CN,N,628,2012-Q1,103.6551
Q,CN,N,628,2012-Q2,103.1136
Q,CN,N,628,2012-Q3,103.2561
Q,CN,N,628,2012-Q4,103.6551
Q,CN,N,628,2013-Q1,105.5932
Q,CN,N,628,2013-Q2,108.5572
Q,CN,N,628,2013-Q3,111.0082
Q,CN,N,628,2013-Q4,113.0602
Q,CN,N,628,2014-Q1,114.2857
Q,CN,N,628,2014-Q2,114.3427
Q,CN,N,628,2014-Q3,111.7207
Q,CN,N,628,2014-Q4,109.1557
Q,CN,N,628,2015-Q1,107.8162
Q,CN,N,628,2015-Q2,107.5882
Q,CN,N,628,2015-Q3,108.2437
Q,CN,N,628,2015-Q4,108.8422
Q,CN,N,628,2016-Q1,111.5332
Q,CN,N,628,2016-Q2,113.8325
Q,CN,N,628,2016-Q3,116.4238
Q,CN,N,628,2016-Q4,119.1975
Q,CN,N,628,2017-Q1,120.6209
Q,CN,N,628,2017-Q2,122.9931
Q,CN,N,628,2017-Q3,124.38
Q,CN,N,628,2017-Q4,125.1464
Q,CN,N,628,2018-Q1,125.8764
Q,CN,N,628,2018-Q2,127.7012
Q,CN,N,628,2018-Q3,131.5698
Q,CN,N,628,2018-Q4,134.1611
Q,CN,N,628,2019-Q1,135.4384
Q,CN,N,628,2019-Q2,137.1538
Q,CN,N,628,2019-Q3,138.5041
Q,CN,N,628,2019-Q4,139.2341
Q,CN,N,628,2020-Q1,139.4895
Q,CN,N,628,2020-Q2,140.256
Q,CN,N,628,2020-Q3,141.5698
Q,CN,N,628,2020-Q4,142.4458
Q,CN,N,628,2021-Q1,143.7231
Q,CN,N,628,2021-Q2,145.402
Q,CN,N,628,2021-Q3,145.9129
Q,CN,N,628,2021-Q4,144.745
Q,CN,N,628,2022-Q1,143.5042
Q,CN,N,628,2022-Q2,142.2268
Q,CN,N,628,2022-Q3,141.1319
Q,CN,N,628,2022-Q4,139.3801
Q,CN,N,628,2023-Q1,138.6866
Q,CN,N,628,2023-Q2,138.4311
Q,CN,N,628,2023-Q3,136.6428
Q,CN,N,628,2023-Q4,134.1976
Q,CN,N,628,2024-Q1,131.5333
Q,CN,N,628,2024-Q2,128.2121
Q,CN,N,628,2024-Q3,124.9274
Q,CN,N,628,2024-Q4,122.7012
Q,CN,N,628,2025-Q1,121.6428
Q,CN,N,628,2025-Q2,120.0004
Q,CN,N,628,2025-Q3,118.0296
Q,AU,N,628,2007-Q1,77.9284
Q,AU,N,628,2007-Q2,81.4134
Q,AU,N,628,2007-Q3,84.3175
Q,AU,N,628,2007-Q4,87.5121
Q,AU,N,628,2008-Q1,87.8993
Q,AU,N,628,2008-Q2,87.1249
Q,AU,N,628,2008-Q3,85.1888
Q,AU,N,628,2008-Q4,84.0271
Q,AU,N,628,2009-Q1,83.8335
Q,AU,N,628,2009-Q2,87.3185
Q,AU,N,628,2009-Q3,90.9971
Q,AU,N,628,2009-Q4,96.031
Q,AU,N,628,2010-Q1,99.0319
Q,AU,N,628,2010-Q2,100.9681
Q,AU,N,628,2010-Q3,99.7096
Q,AU,N,628,2010-Q4,100.2904
Q,AU,N,628,2011-Q1,99.4192
Q,AU,N,628,2011-Q2,98.7415
Q,AU,N,628,2011-Q3,96.999
Q,AU,N,628,2011-Q4,96.2246
Q,AU,N,628,2012-Q1,96.8054
Q,AU,N,628,2012-Q2,97.1926
