STRUCTURE,STRUCTURE_ID,ACTION,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,ACTIVITY,ADJUSTMENT,TRANSFORMATION,TIME_HORIZ,METHODOLOGY,TIME_PERIOD,OBS_VALUE
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-12,101.5934
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-01,101.4173
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-02,101.1564
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-03,100.8344
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-04,100.5134
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-05,100.2219
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-06,99.97215
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-07,99.7655
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-08,99.59113
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-09,99.43799
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-10,99.31934
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-11,99.2208
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2022-12,99.12668
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-01,99.05146
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-02,99.00011
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-03,98.97311
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-04,98.96549
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-05,98.97672
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-06,99.00308
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-07,99.04393
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-08,99.08241
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-09,99.10928
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-10,99.13086
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-11,99.15572
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2023-12,99.17828
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-01,99.18137
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-02,99.16595
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-03,99.13048
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-04,99.06272
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-05,98.98424
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-06,98.91447
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-07,98.87559
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-08,98.88221
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-09,98.91708
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-10,98.96957
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-11,99.0606
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2024-12,99.17974
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2025-01,99.30249
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2025-02,99.4143
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2025-03,99.49023
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,DEU,M,LI,IX,_Z,NOR,IX,_Z,H,2012-01,99.88752
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,DEU,M,LI,IX,_Z,NOR,IX,_Z,H,2012-02,99.86791
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,DEU,M,LI,IX,_Z,NOR,IX,_Z,H,2012-03,99.82169
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,DEU,M,LI,IX,_Z,NOR,IX,_Z,H,2012-04,99.72788
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2007-07,102.9764
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2007-08,102.8863
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2008-11,96.32577
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2008-12,95.83275
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2009-01,95.54319
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2009-02,95.47192
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2009-03,95.62463
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2018-10,99.61244
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2018-11,99.47144
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2018-12,99.40624
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2019-01,99.43302
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2019-02,99.51669
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2019-03,99.61706
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2019-04,99.70552
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2019-05,99.77841
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2019-06,99.83587
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2019-07,99.89114
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2019-08,99.94311
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2019-09,99.99454
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2019-10,100.0443
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2019-11,100.09
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2019-12,100.1233
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2020-01,100.1488
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2020-02,100.1674
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2020-03,96.63135
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2020-04,90.36126
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2020-05,94.69743
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2020-06,98.48155
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2020-07,98.39551
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2020-08,98.61345
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2020-09,98.71978
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2020-10,98.98979
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2020-11,99.11836
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2020-12,99.15974
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2021-01,99.36974
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2021-02,99.52087
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2021-03,99.87804
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2021-04,100.2531
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2021-05,100.6908
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2021-06,101.0432
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2021-07,101.2336
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2021-08,101.3543
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2021-09,101.4167
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2021-10,101.4347
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2021-11,101.4117
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2021-12,101.3315
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2022-01,101.1846
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2022-02,100.9669
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2022-03,100.6982
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2022-04,100.4304
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2022-05,100.1872
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2022-06,99.97884
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2022-07,99.80642
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2022-08,99.66093
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2022-09,99.53316
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2022-10,99.43417
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2022-11,99.35194
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2022-12,99.27341
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2023-01,99.21066
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2023-02,99.16781
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2023-03,99.14528
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2023-04,99.13892
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2023-05,99.14829
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2023-06,99.17029
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2023-07,99.20438
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2023-08,99.23648
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2023-09,99.2589
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2023-10,99.2769
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2023-11,99.29765
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2023-12,99.31647
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2024-01,99.31905
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2024-02,99.30618
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2024-03,99.27658
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2024-04,99.22005
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2024-05,99.15456
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2024-06,99.09636
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2024-07,99.06392
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2024-08,99.06944
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2024-09,99.09853
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2024-10,99.14233
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2024-11,99.21828
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2024-12,99.31769
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2025-01,99.4201
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2025-02,99.51339
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2025-03,99.57675
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2025-04,99.63093
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2025-05,99.69419
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2025-06,99.7936
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2025-07,99.93972
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2025-08,100.1346
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2025-09,100.3695
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2025-10,100.6212
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2025-11,100.8546
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2025-12,101.0722
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2026-01,101.279
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2007-11,101.9565
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2007-12,101.7372
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2008-01,101.4722
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2008-02,101.1849
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2008-03,100.8745
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2008-04,100.533
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2008-05,100.1409
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2008-06,99.69365
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2008-07,99.19522
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2008-08,98.65043
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2008-09,98.06377
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2008-10,97.46856
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2008-11,96.93645
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,NOR,IX,_Z,H,2008-12,96.5251
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2014-07,100.1545
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2014-08,100.0667
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2014-09,100.0207
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2014-10,100.0072
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2014-11,100.028
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2014-12,100.0677
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2015-01,100.1289
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2015-02,100.209
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2015-03,100.2895
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2015-04,100.3707
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2015-09,100.0869
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2015-10,100.1506
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,TR,IX,_Z,H,2009-05,91.47595
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,TR,IX,_Z,H,2009-06,92.04673
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,TR,IX,_Z,H,2009-07,92.65443
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,TR,IX,_Z,H,2009-08,93.27998
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,TR,IX,_Z,H,2009-09,93.89167
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,TR,IX,_Z,H,2009-10,94.42592
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,TR,IX,_Z,H,2009-11,94.83205
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,TR,IX,_Z,H,2009-12,95.08351
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,TR,IX,_Z,H,2010-01,95.21303
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,TR,IX,_Z,H,2010-02,95.2694
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,TR,IX,_Z,H,2010-03,95.30491
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,TR,IX,_Z,H,2010-04,95.3494
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,TR,IX,_Z,H,2010-05,95.43504
