STRUCTURE,STRUCTURE_ID,ACTION,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,ACTIVITY,ADJUSTMENT,TRANSFORMATION,TIME_HORIZ,METHODOLOGY,TIME_PERIOD,OBS_VALUE
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2016-10,99.93298
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2016-11,100.0509
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2016-12,100.166
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2017-01,100.2632
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2017-02,100.3408
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2017-03,100.4241
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2017-04,100.5025
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2017-05,100.563
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2017-06,100.6062
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2017-07,100.6302
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2017-08,100.6403
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2017-09,100.6468
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2017-10,100.6546
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2017-11,100.6636
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2017-12,100.663
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,NOR,IX,_Z,H,2024-12,99.8148
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,NOR,IX,_Z,H,2025-01,99.77618
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,NOR,IX,_Z,H,2025-02,99.73141
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,NOR,IX,_Z,H,2025-03,99.68913
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,NOR,IX,_Z,H,2025-04,99.66792
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,NOR,IX,_Z,H,2025-05,99.68941
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,NOR,IX,_Z,H,2025-06,99.74862
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,NOR,IX,_Z,H,2025-07,99.84424
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,NOR,IX,_Z,H,2025-08,99.95912
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,NOR,IX,_Z,H,2025-09,100.0829
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,NOR,IX,_Z,H,2025-10,100.1974
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,NOR,IX,_Z,H,2025-11,100.2931
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,NOR,IX,_Z,H,2025-12,100.3755
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,NOR,IX,_Z,H,2026-01,100.4542
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2020-01,98.87028
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2020-02,98.59789
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2020-03,97.98485
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2020-04,97.33472
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2020-05,96.86122
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2020-06,97.04624
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,JPN,M,LI,IX,_Z,AA,IX,_Z,H,2020-07,97.72327
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2020-01,100.1759
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2020-02,100.1982
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2020-03,95.96009
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2020-04,88.4452
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2020-05,93.64222
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2020-06,98.1776
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2020-07,98.07448
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2020-08,98.33569
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2020-09,98.46313
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2020-10,98.78675
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2020-11,98.94084
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2020-12,98.99044
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-01,99.24212
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-02,99.42326
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-03,99.85133
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-04,100.3009
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-05,100.8254
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-06,101.2478
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-07,101.4761
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-08,101.6206
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-09,101.6955
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-10,101.717
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,FRA,M,LI,IX,_Z,AA,IX,_Z,H,2021-11,101.6895
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2012-04,92.40888
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2012-05,92.46891
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2012-06,92.50896
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2012-07,92.57579
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2012-08,92.69439
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2012-09,92.87846
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2012-10,93.10445
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2012-11,93.35582
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2012-12,93.63403
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2013-01,93.93305
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2013-02,94.23761
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2013-03,94.52288
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2013-04,94.80237
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2013-05,95.08289
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2013-06,95.34261
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2013-07,95.57059
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2013-08,95.77838
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2013-09,95.97138
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2013-10,96.15881
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2013-11,96.34846
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2013-12,96.52841
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2014-01,96.70388
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2014-02,96.90841
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2014-03,97.14311
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2014-04,97.38996
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2014-05,97.63136
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2014-06,97.86039
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2014-07,98.0728
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2014-08,98.27085
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2014-09,98.4566
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2014-10,98.6255
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2014-11,98.77629
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2014-12,98.90344
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2015-01,99.00998
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2015-02,99.10493
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,IX,_Z,H,2015-03,99.20205
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2013-12,100.6859
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2014-01,100.6745
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2014-02,100.689
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2014-03,100.7307
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2014-04,100.7822
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2014-05,100.8272
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2014-06,100.8592
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2014-07,100.8743
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2014-08,100.875
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2014-09,100.8631
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2014-10,100.8347
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2014-11,100.7887
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2014-12,100.7202
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2015-01,100.6321
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2015-02,100.533
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2015-03,100.4356
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2015-04,100.3404
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2015-05,100.2399
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2015-06,100.1285
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2015-07,99.98646
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2015-08,99.82297
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2015-09,99.66443
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2015-10,99.53313
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2015-11,99.42193
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2015-12,99.32504
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2016-01,99.24692
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2016-02,99.19424
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2016-03,99.17694
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2016-04,99.17773
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2016-05,99.1821
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2016-06,99.184
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2016-07,99.2003
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2016-08,99.24212
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2016-09,99.32268
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2016-10,99.43731
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2016-11,99.57148
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2016-12,99.70619
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2017-01,99.81387
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2017-02,99.88387
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2017-03,99.91699
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2017-04,99.92735
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2017-05,99.93365
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,CAN,M,LI,IX,_Z,AA,IX,_Z,H,2008-08,98.80148
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,CAN,M,LI,IX,_Z,AA,IX,_Z,H,2008-09,98.08992
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,CAN,M,LI,IX,_Z,AA,IX,_Z,H,2008-10,97.32291
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,CAN,M,LI,IX,_Z,AA,IX,_Z,H,2008-11,96.61308
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,CAN,M,LI,IX,_Z,AA,IX,_Z,H,2008-12,96.06166
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,CAN,M,LI,IX,_Z,AA,IX,_Z,H,2009-01,95.75393
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,CAN,M,LI,IX,_Z,AA,IX,_Z,H,2009-02,95.71236
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,CAN,M,LI,IX,_Z,AA,IX,_Z,H,2009-03,95.93096
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,CAN,M,LI,IX,_Z,AA,IX,_Z,H,2009-04,96.37977
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,CAN,M,LI,IX,_Z,AA,IX,_Z,H,2009-05,96.98631
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,CAN,M,LI,IX,_Z,AA,IX,_Z,H,2009-06,97.69171
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,CAN,M,LI,IX,_Z,AA,IX,_Z,H,2009-07,98.43258
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,CAN,M,LI,IX,_Z,AA,IX,_Z,H,2009-08,99.13879
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,CAN,M,LI,IX,_Z,AA,IX,_Z,H,2009-09,99.76012
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,CAN,M,LI,IX,_Z,AA,IX,_Z,H,2009-10,100.2764
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2019-09,99.04123
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2019-10,99.0896
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2019-11,99.16391
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2019-12,99.23429
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2020-01,99.26514
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2020-02,99.22964
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2020-03,97.94587
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2020-04,93.50843
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2020-05,94.91682
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2020-06,96.57732
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2020-07,98.04297
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2020-08,98.66824
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2020-09,98.94254
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,NOR,IX,_Z,H,2020-10,99.27815
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,GY,_Z,H,2010-11,2.667864
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,GY,_Z,H,2010-12,2.471326
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,GY,_Z,H,2011-01,2.304445
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,GY,_Z,H,2011-02,2.166669
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,GY,_Z,H,2011-03,2.017098
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,GY,_Z,H,2011-04,1.86925
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,GY,_Z,H,2011-05,1.723479
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,GY,_Z,H,2011-06,1.561682
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,GY,_Z,H,2011-07,1.368985
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,GY,_Z,H,2011-08,1.16144
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,GY,_Z,H,2011-09,0.9958778
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,GY,_Z,H,2011-10,0.9170766
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,GY,_Z,H,2011-11,0.9169054
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,LI,IX,_Z,TR,GY,_Z,H,2011-12,0.9801022
