STRUCTURE,STRUCTURE_ID,ACTION,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,ACTIVITY,ADJUSTMENT,TRANSFORMATION,TIME_PERIOD,OBS_VALUE
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2009-01,-0.506072874493924
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2008-12,0.406504065040703
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2008-06,0.202634245187339
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2008-01,-0.307062436028638
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2007-09,0.207900207900225
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2011-06,0.0981354268891677
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2011-03,0.592300098716625
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2010-10,0.0999000999000632
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2010-09,-0.099800399201555
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2010-08,0.0999000999000632
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2010-07,0.200200200200329
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2010-05,-0.0999999999999557
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2010-04,0.100100100100065
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2010-03,0.503018108651787
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2010-02,0.404040404040451
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2009-09,-0.302419354838679
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2009-08,0.202020202020115
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2008-09,-0.100806451612856
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2008-08,-0.301507537688528
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2008-03,0.511247443762897
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2008-02,0.410677618069744
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2007-11,0.51759834368541
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2007-10,0.20746887966796
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2022-03,1.98113207547168
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2022-02,0.760456273764265
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2022-01,0.477554918815648
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2021-12,0.191387559808631
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2021-11,0.191754554170664
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2021-10,0.481695568400764
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2021-08,0.096711798839455
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2021-07,0.485908649173949
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2021-06,0.292397660818722
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2021-05,0.1953125
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2021-03,0.492125984251968
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2021-02,0.594059405940595
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2021-01,1.20240480961924
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2020-12,0.100300902708117
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2020-11,-0.200200200200207
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2020-07,-0.796019900497524
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2020-06,0.0996015936255201
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2020-03,0.199800199800193
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2019-12,0.474833808167574
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2019-11,-0.754005655042578
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2019-10,0.0943396226414039
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2019-08,-0.188323917137279
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2019-07,0.473036896878476
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2019-06,0.284629981024209
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2019-03,0.385356454720664
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2019-01,-0.767754318618008
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2018-11,-0.667302192564312
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2018-10,0.191021967526273
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2018-06,0.0962463907603572
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2018-05,0.775945683802104
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2018-03,0.586510263929663
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2018-02,0.294117647058756
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2017-12,0.489715964740389
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,DEU,M,CP,GR,_Z,_Z,G1,2017-11,-0.390243902438958
