FREQ,BORROWERS_CTY,TC_BORROWERS,TC_LENDERS,CG_DTYPE,TIME_PERIOD,OBS_VALUE
Q,JP,P,A,B,2024-Q4,172.8
Q,JP,P,A,B,2025-Q1,173.4
Q,JP,P,A,B,2025-Q2,174.0
Q,IT,P,A,A,2007-Q1,104.1
Q,IT,P,A,A,2007-Q2,106.7
Q,IT,P,A,A,2007-Q3,107.6
Q,IT,P,A,A,2007-Q4,111.3
Q,IT,P,A,A,2008-Q1,114.9
Q,IT,P,A,A,2008-Q2,115.3
Q,IT,P,A,A,2008-Q3,115.3
Q,IT,P,A,A,2008-Q4,114.9
Q,IT,P,A,A,2009-Q1,118.3
Q,IT,P,A,A,2009-Q2,122.1
Q,IT,P,A,A,2009-Q3,122.5
Q,IT,P,A,A,2009-Q4,123.4
Q,IT,P,A,A,2010-Q1,123.6
Q,IT,P,A,A,2010-Q2,123.9
Q,IT,P,A,A,2010-Q3,124.1
Q,IT,P,A,A,2010-Q4,124.1
Q,IT,P,A,A,2011-Q1,123.9
Q,IT,P,A,A,2011-Q2,124.1
Q,IT,P,A,A,2011-Q3,123.6
Q,IT,P,A,A,2011-Q4,122.9
Q,IT,P,A,A,2012-Q1,123.5
Q,IT,P,A,A,2012-Q2,124.1
Q,IT,P,A,A,2012-Q3,124.2
Q,IT,P,A,A,2012-Q4,125.1
Q,IT,P,A,A,2013-Q1,124.5
Q,IT,P,A,A,2013-Q2,124.1
Q,IT,P,A,A,2013-Q3,123.7
Q,IT,P,A,A,2013-Q4,123.0
Q,IT,P,A,A,2014-Q1,122.6
Q,IT,P,A,A,2014-Q2,122.6
Q,IT,P,A,A,2014-Q3,122.3
Q,IT,P,A,A,2014-Q4,121.0
Q,IT,P,A,A,2015-Q1,121.0
Q,IT,P,A,A,2015-Q2,120.3
Q,IT,P,A,A,2015-Q3,119.4
Q,IT,P,A,A,2015-Q4,117.2
Q,IT,P,A,A,2016-Q1,116.0
Q,IT,P,A,A,2016-Q2,116.2
Q,IT,P,A,A,2016-Q3,115.3
Q,IT,P,A,A,2016-Q4,113.3
Q,IT,P,A,A,2017-Q1,113.0
Q,IT,P,A,A,2017-Q2,112.0
Q,IT,P,A,A,2017-Q3,110.4
Q,IT,P,A,A,2017-Q4,110.6
Q,IT,P,A,A,2018-Q1,109.6
Q,IT,P,A,A,2018-Q2,109.8
Q,IT,P,A,A,2018-Q3,109.3
Q,IT,P,A,A,2018-Q4,109.0
Q,IT,P,A,A,2019-Q1,108.2
Q,IT,P,A,A,2019-Q2,108.2
Q,IT,P,A,A,2019-Q3,108.4
Q,IT,P,A,A,2019-Q4,107.9
Q,IT,P,A,A,2020-Q1,109.6
Q,IT,P,A,A,2020-Q2,115.4
Q,IT,P,A,A,2020-Q3,118.5
Q,IT,P,A,A,2020-Q4,120.6
Q,IT,P,A,A,2021-Q1,120.4
Q,IT,P,A,A,2021-Q2,115.9
Q,IT,P,A,A,2021-Q3,113.5
Q,IT,P,A,A,2021-Q4,113.1
Q,IT,P,A,A,2022-Q1,110.4
Q,IT,P,A,A,2022-Q2,108.6
Q,IT,P,A,A,2022-Q3,107.1
Q,IT,P,A,A,2022-Q4,105.8
Q,IT,P,A,A,2023-Q1,103.1
Q,IT,P,A,A,2023-Q2,101.2
Q,IT,P,A,A,2023-Q3,98.4
Q,IT,P,A,A,2023-Q4,98.0
Q,IT,P,A,A,2024-Q1,96.6
Q,IT,P,A,A,2024-Q2,95.8
Q,IT,P,A,A,2024-Q3,94.5
Q,IT,P,A,A,2024-Q4,95.0
Q,IT,P,A,A,2025-Q1,94.7
Q,IT,P,A,A,2025-Q2,95.0
Q,US,P,A,C,2007-Q1,10.0
Q,US,P,A,C,2007-Q2,11.2
Q,US,P,A,C,2007-Q3,11.6
Q,US,P,A,C,2007-Q4,11.6
Q,US,P,A,C,2008-Q1,11.1
Q,US,P,A,C,2008-Q2,9.6
Q,US,P,A,C,2008-Q3,9.1
Q,US,P,A,C,2008-Q4,6.7
Q,US,P,A,C,2009-Q1,5.2
Q,US,P,A,C,2009-Q2,4.8
Q,US,P,A,C,2009-Q3,4.0
Q,US,P,A,C,2009-Q4,1.5
Q,US,P,A,C,2010-Q1,-1.2
Q,US,P,A,C,2010-Q2,-4.3
Q,US,P,A,C,2010-Q3,-6.7
Q,US,P,A,C,2010-Q4,-9.2
Q,US,P,A,C,2011-Q1,-11.0
Q,US,P,A,C,2011-Q2,-12.3
Q,US,P,A,C,2011-Q3,-13.1
Q,US,P,A,C,2011-Q4,-13.8
Q,US,P,A,C,2012-Q1,-15.2
Q,US,P,A,C,2012-Q2,-16.0
Q,US,P,A,C,2012-Q3,-16.1
Q,US,P,A,C,2012-Q4,-16.1
Q,US,P,A,C,2013-Q1,-16.8
Q,US,P,A,C,2013-Q2,-16.4
Q,US,P,A,C,2013-Q3,-16.0
Q,US,P,A,C,2013-Q4,-15.5
Q,US,P,A,C,2014-Q1,-15.2
Q,US,P,A,C,2014-Q2,-15.1
Q,US,P,A,C,2014-Q3,-15.4
Q,US,P,A,C,2014-Q4,-14.7
Q,US,P,A,C,2015-Q1,-14.9
Q,US,P,A,C,2015-Q2,-13.7
Q,US,P,A,C,2015-Q3,-12.9
Q,US,P,A,C,2015-Q4,-12.7
Q,US,P,A,C,2016-Q1,-11.7
Q,US,P,A,C,2016-Q2,-10.7
Q,US,P,A,C,2016-Q3,-9.5
Q,US,P,A,C,2016-Q4,-9.7
Q,US,P,A,C,2017-Q1,-9.1
Q,US,P,A,C,2017-Q2,-8.2
Q,US,P,A,C,2017-Q3,-7.8
Q,US,P,A,C,2017-Q4,-6.9
Q,US,P,A,C,2018-Q1,-7.5
Q,US,P,A,C,2018-Q2,-6.6
Q,US,P,A,C,2018-Q3,-6.9
Q,US,P,A,C,2018-Q4,-6.6
Q,US,P,A,C,2019-Q1,-6.4
Q,US,P,A,C,2019-Q2,-5.9
Q,US,P,A,C,2019-Q3,-5.6
Q,US,P,A,C,2019-Q4,-5.9
Q,US,P,A,C,2020-Q1,-2.7
Q,US,P,A,C,2020-Q2,2.8
Q,US,P,A,C,2020-Q3,3.6
Q,US,P,A,C,2020-Q4,4.5
Q,US,P,A,C,2021-Q1,4.4
Q,US,P,A,C,2021-Q2,2.2
Q,US,P,A,C,2021-Q3,0.3
Q,US,P,A,C,2021-Q4,-1.1
Q,US,P,A,C,2022-Q1,-2.4
Q,US,P,A,C,2022-Q2,-3.5
Q,US,P,A,C,2022-Q3,-5.1
Q,US,P,A,C,2022-Q4,-6.4
Q,US,P,A,C,2023-Q1,-7.8
Q,US,P,A,C,2023-Q2,-8.9
Q,US,P,A,C,2023-Q3,-10.0
Q,US,P,A,C,2023-Q4,-10.8
Q,US,P,A,C,2024-Q1,-11.2
Q,US,P,A,C,2024-Q2,-11.4
Q,US,P,A,C,2024-Q3,-11.3
Q,US,P,A,C,2024-Q4,-12.6
Q,US,P,A,C,2025-Q1,-12.8
Q,US,P,A,C,2025-Q2,-12.6
Q,GB,P,A,C,2007-Q1,5.0
Q,GB,P,A,C,2007-Q2,4.2
Q,GB,P,A,C,2007-Q3,6.0
Q,GB,P,A,C,2007-Q4,5.8
Q,GB,P,A,C,2008-Q1,7.2
Q,GB,P,A,C,2008-Q2,5.2
Q,GB,P,A,C,2008-Q3,4.5
Q,GB,P,A,C,2008-Q4,8.8
Q,GB,P,A,C,2009-Q1,6.8
Q,GB,P,A,C,2009-Q2,2.1
Q,GB,P,A,C,2009-Q3,4.2
Q,GB,P,A,C,2009-Q4,2.8
Q,GB,P,A,C,2010-Q1,2.6
Q,GB,P,A,C,2010-Q2,-2.3
Q,GB,P,A,C,2010-Q3,-3.8
Q,GB,P,A,C,2010-Q4,-9.1
Q,GB,P,A,C,2011-Q1,-11.0
Q,GB,P,A,C,2011-Q2,-12.1
Q,GB,P,A,C,2011-Q3,-13.5
Q,GB,P,A,C,2011-Q4,-15.6
Q,GB,P,A,C,2012-Q1,-13.8
Q,GB,P,A,C,2012-Q2,-13.3
Q,GB,P,A,C,2012-Q3,-13.5
Q,GB,P,A,C,2012-Q4,-16.0
Q,GB,P,A,C,2013-Q1,-18.1
Q,GB,P,A,C,2013-Q2,-16.9
Q,GB,P,A,C,2013-Q3,-19.1
Q,GB,P,A,C,2013-Q4,-21.2
Q,GB,P,A,C,2014-Q1,-23.6
Q,GB,P,A,C,2014-Q2,-25.3
Q,GB,P,A,C,2014-Q3,-26.0
Q,GB,P,A,C,2014-Q4,-26.8
Q,GB,P,A,C,2015-Q1,-25.6
Q,GB,P,A,C,2015-Q2,-28.0
Q,GB,P,A,C,2015-Q3,-26.6
Q,GB,P,A,C,2015-Q4,-25.4
Q,GB,P,A,C,2016-Q1,-23.9
Q,GB,P,A,C,2016-Q2,-19.9
Q,GB,P,A,C,2016-Q3,-17.3
Q,GB,P,A,C,2016-Q4,-17.4
Q,GB,P,A,C,2017-Q1,-16.5
Q,GB,P,A,C,2017-Q2,-17.4
Q,GB,P,A,C,2017-Q3,-16.2
Q,GB,P,A,C,2017-Q4,-15.0
Q,GB,P,A,C,2018-Q1,-16.7
Q,GB,P,A,C,2018-Q2,-16.9
Q,GB,P,A,C,2018-Q3,-17.8
Q,GB,P,A,C,2018-Q4,-17.8
Q,GB,P,A,C,2019-Q1,-19.3
Q,GB,P,A,C,2019-Q2,-17.3
Q,GB,P,A,C,2019-Q3,-15.2
Q,GB,P,A,C,2019-Q4,-16.1
Q,GB,P,A,C,2020-Q1,-12.0
Q,GB,P,A,C,2020-Q2,-3.1
Q,GB,P,A,C,2020-Q3,0.2
Q,GB,P,A,C,2020-Q4,3.4
Q,GB,P,A,C,2021-Q1,4.2
Q,GB,P,A,C,2021-Q2,-0.7
Q,GB,P,A,C,2021-Q3,-3.3
Q,GB,P,A,C,2021-Q4,-6.9
Q,GB,P,A,C,2022-Q1,-11.9
Q,GB,P,A,C,2022-Q2,-14.5
Q,GB,P,A,C,2022-Q3,-15.6
Q,GB,P,A,C,2022-Q4,-17.6
Q,GB,P,A,C,2023-Q1,-20.4
Q,GB,P,A,C,2023-Q2,-22.8
Q,GB,P,A,C,2023-Q3,-22.3
Q,GB,P,A,C,2023-Q4,-21.8
Q,GB,P,A,C,2024-Q1,-22.2
Q,GB,P,A,C,2024-Q2,-21.7
Q,GB,P,A,C,2024-Q3,-21.6
Q,GB,P,A,C,2024-Q4,-20.6
Q,GB,P,A,C,2025-Q1,-20.5
Q,GB,P,A,C,2025-Q2,-20.0
Q,US,P,A,B,2007-Q1,155.0
Q,US,P,A,B,2007-Q2,156.3
Q,US,P,A,B,2007-Q3,157.6
Q,US,P,A,B,2007-Q4,159.0
Q,US,P,A,B,2008-Q1,160.3
Q,US,P,A,B,2008-Q2,161.6
Q,US,P,A,B,2008-Q3,162.9
Q,US,P,A,B,2008-Q4,164.0
Q,US,P,A,B,2009-Q1,165.1
Q,US,P,A,B,2009-Q2,166.1
Q,US,P,A,B,2009-Q3,167.1
Q,US,P,A,B,2009-Q4,168.0
Q,US,P,A,B,2010-Q1,168.7
Q,US,P,A,B,2010-Q2,169.3
Q,US,P,A,B,2010-Q3,169.6
Q,US,P,A,B,2010-Q4,169.9
Q,US,P,A,B,2011-Q1,170.0
Q,US,P,A,B,2011-Q2,170.0
Q,US,P,A,B,2011-Q3,170.0
Q,US,P,A,B,2011-Q4,169.9
Q,US,P,A,B,2012-Q1,169.7
Q,US,P,A,B,2012-Q2,169.4
Q,US,P,A,B,2012-Q3,169.1
Q,US,P,A,B,2012-Q4,168.8
Q,US,P,A,B,2013-Q1,168.3
Q,US,P,A,B,2013-Q2,167.9
Q,US,P,A,B,2013-Q3,167.5
Q,US,P,A,B,2013-Q4,167.1
Q,US,P,A,B,2014-Q1,166.7
Q,US,P,A,B,2014-Q2,166.3
Q,US,P,A,B,2014-Q3,165.8
Q,US,P,A,B,2014-Q4,165.3
Q,US,P,A,B,2015-Q1,164.8
Q,US,P,A,B,2015-Q2,164.4
Q,US,P,A,B,2015-Q3,164.0
Q,US,P,A,B,2015-Q4,163.5
Q,US,P,A,B,2016-Q1,163.1
Q,US,P,A,B,2016-Q2,162.8
Q,US,P,A,B,2016-Q3,162.5
Q,US,P,A,B,2016-Q4,162.1
Q,US,P,A,B,2017-Q1,161.8
Q,US,P,A,B,2017-Q2,161.5
Q,US,P,A,B,2017-Q3,161.3
Q,US,P,A,B,2017-Q4,161.0
Q,US,P,A,B,2018-Q1,160.8
Q,US,P,A,B,2018-Q2,160.5
Q,US,P,A,B,2018-Q3,160.3
Q,US,P,A,B,2018-Q4,160.0
Q,US,P,A,B,2019-Q1,159.8
Q,US,P,A,B,2019-Q2,159.5
Q,US,P,A,B,2019-Q3,159.3
Q,US,P,A,B,2019-Q4,159.0
Q,US,P,A,B,2020-Q1,158.9
Q,US,P,A,B,2020-Q2,159.2
Q,US,P,A,B,2020-Q3,159.5
Q,US,P,A,B,2020-Q4,159.8
Q,US,P,A,B,2021-Q1,160.1
Q,US,P,A,B,2021-Q2,160.4
Q,US,P,A,B,2021-Q3,160.5
Q,US,P,A,B,2021-Q4,160.5
Q,US,P,A,B,2022-Q1,160.5
Q,US,P,A,B,2022-Q2,160.4
Q,US,P,A,B,2022-Q3,160.2
Q,US,P,A,B,2022-Q4,159.9
Q,US,P,A,B,2023-Q1,159.5
Q,US,P,A,B,2023-Q2,159.0
Q,US,P,A,B,2023-Q3,158.5
Q,US,P,A,B,2023-Q4,157.9
Q,US,P,A,B,2024-Q1,157.3
Q,US,P,A,B,2024-Q2,156.6
Q,US,P,A,B,2024-Q3,155.9
Q,US,P,A,B,2024-Q4,155.1
Q,US,P,A,B,2025-Q1,154.3
Q,US,P,A,B,2025-Q2,153.5
Q,GB,P,A,B,2007-Q1,165.0
Q,GB,P,A,B,2007-Q2,166.4
Q,GB,P,A,B,2007-Q3,167.9
Q,GB,P,A,B,2007-Q4,169.4
Q,GB,P,A,B,2008-Q1,170.9
Q,GB,P,A,B,2008-Q2,172.4
Q,GB,P,A,B,2008-Q3,173.8
Q,GB,P,A,B,2008-Q4,175.5
Q,GB,P,A,B,2009-Q1,177.1
Q,GB,P,A,B,2009-Q2,178.4
Q,GB,P,A,B,2009-Q3,179.8
Q,GB,P,A,B,2009-Q4,181.2
Q,GB,P,A,B,2010-Q1,182.6
Q,GB,P,A,B,2010-Q2,183.7
Q,GB,P,A,B,2010-Q3,184.6
Q,GB,P,A,B,2010-Q4,185.3
Q,GB,P,A,B,2011-Q1,185.9
Q,GB,P,A,B,2011-Q2,186.4
Q,GB,P,A,B,2011-Q3,186.7
Q,GB,P,A,B,2011-Q4,187.0
Q,GB,P,A,B,2012-Q1,187.3
Q,GB,P,A,B,2012-Q2,187.6
Q,GB,P,A,B,2012-Q3,187.9
Q,GB,P,A,B,2012-Q4,188.0
Q,GB,P,A,B,2013-Q1,188.0
Q,GB,P,A,B,2013-Q2,188.0
Q,GB,P,A,B,2013-Q3,187.8
Q,GB,P,A,B,2013-Q4,187.5
Q,GB,P,A,B,2014-Q1,187.1
Q,GB,P,A,B,2014-Q2,186.5
Q,GB,P,A,B,2014-Q3,185.8
Q,GB,P,A,B,2014-Q4,185.0
Q,GB,P,A,B,2015-Q1,184.2
Q,GB,P,A,B,2015-Q2,183.3
Q,GB,P,A,B,2015-Q3,182.4
Q,GB,P,A,B,2015-Q4,181.5
Q,GB,P,A,B,2016-Q1,180.7
Q,GB,P,A,B,2016-Q2,180.1
Q,GB,P,A,B,2016-Q3,179.6
Q,GB,P,A,B,2016-Q4,179.0
Q,GB,P,A,B,2017-Q1,178.5
Q,GB,P,A,B,2017-Q2,177.9
Q,GB,P,A,B,2017-Q3,177.3
Q,GB,P,A,B,2017-Q4,176.8
Q,GB,P,A,B,2018-Q1,176.2
Q,GB,P,A,B,2018-Q2,175.5
Q,GB,P,A,B,2018-Q3,174.7
Q,GB,P,A,B,2018-Q4,173.9
Q,GB,P,A,B,2019-Q1,173.0
Q,GB,P,A,B,2019-Q2,172.2
Q,GB,P,A,B,2019-Q3,171.5
Q,GB,P,A,B,2019-Q4,170.7
Q,GB,P,A,B,2020-Q1,170.1
Q,GB,P,A,B,2020-Q2,170.0
Q,GB,P,A,B,2020-Q3,170.1
Q,GB,P,A,B,2020-Q4,170.3
Q,GB,P,A,B,2021-Q1,170.7
Q,GB,P,A,B,2021-Q2,170.7
Q,GB,P,A,B,2021-Q3,170.6
Q,GB,P,A,B,2021-Q4,170.3
Q,GB,P,A,B,2022-Q1,169.7
Q,GB,P,A,B,2022-Q2,168.9
Q,GB,P,A,B,2022-Q3,168.0
Q,GB,P,A,B,2022-Q4,167.0
Q,GB,P,A,B,2023-Q1,165.8
Q,GB,P,A,B,2023-Q2,164.4
Q,GB,P,A,B,2023-Q3,163.0
Q,GB,P,A,B,2023-Q4,161.6
Q,GB,P,A,B,2024-Q1,160.2
Q,GB,P,A,B,2024-Q2,158.7
Q,GB,P,A,B,2024-Q3,157.2
Q,GB,P,A,B,2024-Q4,155.8
Q,GB,P,A,B,2025-Q1,154.3
Q,GB,P,A,B,2025-Q2,152.8
Q,FR,P,A,A,2007-Q1,156.1
Q,FR,P,A,A,2007-Q2,158.4
Q,FR,P,A,A,2007-Q3,159.4
Q,FR,P,A,A,2007-Q4,159.4
Q,FR,P,A,A,2008-Q1,160.2
Q,FR,P,A,A,2008-Q2,163.0
Q,FR,P,A,A,2008-Q3,165.4
Q,FR,P,A,A,2008-Q4,166.5
Q,FR,P,A,A,2009-Q1,169.0
Q,FR,P,A,A,2009-Q2,171.1
Q,FR,P,A,A,2009-Q3,172.6
Q,FR,P,A,A,2009-Q4,173.7
Q,FR,P,A,A,2010-Q1,173.4
Q,FR,P,A,A,2010-Q2,172.8
Q,FR,P,A,A,2010-Q3,172.5
Q,FR,P,A,A,2010-Q4,174.0
Q,FR,P,A,A,2011-Q1,174.4
Q,FR,P,A,A,2011-Q2,177.1
Q,FR,P,A,A,2011-Q3,179.4
Q,FR,P,A,A,2011-Q4,180.6
Q,FR,P,A,A,2012-Q1,182.6
Q,FR,P,A,A,2012-Q2,184.7
Q,FR,P,A,A,2012-Q3,184.7
Q,FR,P,A,A,2012-Q4,185.1
Q,FR,P,A,A,2013-Q1,184.9
Q,FR,P,A,A,2013-Q2,183.1
Q,FR,P,A,A,2013-Q3,183.4
Q,FR,P,A,A,2013-Q4,182.8
Q,FR,P,A,A,2014-Q1,184.7
Q,FR,P,A,A,2014-Q2,187.0
Q,FR,P,A,A,2014-Q3,188.3
Q,FR,P,A,A,2014-Q4,189.3
Q,FR,P,A,A,2015-Q1,191.8
Q,FR,P,A,A,2015-Q2,192.1
Q,FR,P,A,A,2015-Q3,192.8
Q,FR,P,A,A,2015-Q4,194.7
Q,FR,P,A,A,2016-Q1,193.7
Q,FR,P,A,A,2016-Q2,196.1
Q,FR,P,A,A,2016-Q3,197.3
Q,FR,P,A,A,2016-Q4,199.0
Q,FR,P,A,A,2017-Q1,201.1
Q,FR,P,A,A,2017-Q2,201.4
Q,FR,P,A,A,2017-Q3,201.2
Q,FR,P,A,A,2017-Q4,201.5
Q,FR,P,A,A,2018-Q1,202.7
Q,FR,P,A,A,2018-Q2,204.7
Q,FR,P,A,A,2018-Q3,205.6
Q,FR,P,A,A,2018-Q4,206.2
Q,FR,P,A,A,2019-Q1,207.9
Q,FR,P,A,A,2019-Q2,209.7
Q,FR,P,A,A,2019-Q3,211.8
Q,FR,P,A,A,2019-Q4,212.0
Q,FR,P,A,A,2020-Q1,216.2
Q,FR,P,A,A,2020-Q2,231.1
Q,FR,P,A,A,2020-Q3,235.7
Q,FR,P,A,A,2020-Q4,239.7
Q,FR,P,A,A,2021-Q1,237.9
Q,FR,P,A,A,2021-Q2,231.3
Q,FR,P,A,A,2021-Q3,229.1
Q,FR,P,A,A,2021-Q4,227.8
Q,FR,P,A,A,2022-Q1,226.2
Q,FR,P,A,A,2022-Q2,225.3
Q,FR,P,A,A,2022-Q3,226.0
Q,FR,P,A,A,2022-Q4,224.9
Q,FR,P,A,A,2023-Q1,223.2
Q,FR,P,A,A,2023-Q2,220.4
Q,FR,P,A,A,2023-Q3,218.1
Q,FR,P,A,A,2023-Q4,216.6
Q,FR,P,A,A,2024-Q1,214.2
Q,FR,P,A,A,2024-Q2,214.3
Q,FR,P,A,A,2024-Q3,213.4
Q,FR,P,A,A,2024-Q4,213.8
Q,FR,P,A,A,2025-Q1,214.7
Q,FR,P,A,A,2025-Q2,214.9
Q,FR,P,A,B,2007-Q1,152.7
Q,FR,P,A,B,2007-Q2,153.5
Q,FR,P,A,B,2007-Q3,154.3
Q,FR,P,A,B,2007-Q4,155.0
Q,FR,P,A,B,2008-Q1,155.8
Q,FR,P,A,B,2008-Q2,156.6
Q,FR,P,A,B,2008-Q3,157.6
Q,FR,P,A,B,2008-Q4,158.6
Q,FR,P,A,B,2009-Q1,159.7
Q,FR,P,A,B,2009-Q2,160.8
Q,FR,P,A,B,2009-Q3,162.0
Q,FR,P,A,B,2009-Q4,163.2
Q,FR,P,A,B,2010-Q1,164.4
Q,FR,P,A,B,2010-Q2,165.4
Q,FR,P,A,B,2010-Q3,166.4
Q,FR,P,A,B,2010-Q4,167.4
Q,FR,P,A,B,2011-Q1,168.4
Q,FR,P,A,B,2011-Q2,169.6
Q,FR,P,A,B,2011-Q3,170.7
Q,FR,P,A,B,2011-Q4,171.9
Q,FR,P,A,B,2012-Q1,173.2
Q,FR,P,A,B,2012-Q2,174.5
Q,FR,P,A,B,2012-Q3,175.8
Q,FR,P,A,B,2012-Q4,177.0
Q,FR,P,A,B,2013-Q1,178.1
Q,FR,P,A,B,2013-Q2,179.1
Q,FR,P,A,B,2013-Q3,180.1
Q,FR,P,A,B,2013-Q4,181.0
Q,FR,P,A,B,2014-Q1,182.0
Q,FR,P,A,B,2014-Q2,183.0
Q,FR,P,A,B,2014-Q3,184.0
Q,FR,P,A,B,2014-Q4,185.1
Q,FR,P,A,B,2015-Q1,186.2
Q,FR,P,A,B,2015-Q2,187.4
Q,FR,P,A,B,2015-Q3,188.4
Q,FR,P,A,B,2015-Q4,189.6
Q,FR,P,A,B,2016-Q1,190.6
Q,FR,P,A,B,2016-Q2,191.7
Q,FR,P,A,B,2016-Q3,192.8
Q,FR,P,A,B,2016-Q4,194.0
Q,FR,P,A,B,2017-Q1,195.2
Q,FR,P,A,B,2017-Q2,196.4
Q,FR,P,A,B,2017-Q3,197.5
Q,FR,P,A,B,2017-Q4,198.6
Q,FR,P,A,B,2018-Q1,199.7
Q,FR,P,A,B,2018-Q2,200.8
Q,FR,P,A,B,2018-Q3,201.9
Q,FR,P,A,B,2018-Q4,203.0
Q,FR,P,A,B,2019-Q1,204.2
Q,FR,P,A,B,2019-Q2,205.4
Q,FR,P,A,B,2019-Q3,206.6
Q,FR,P,A,B,2019-Q4,207.8
Q,FR,P,A,B,2020-Q1,209.2
Q,FR,P,A,B,2020-Q2,211.3
Q,FR,P,A,B,2020-Q3,213.6
Q,FR,P,A,B,2020-Q4,216.0
Q,FR,P,A,B,2021-Q1,218.2
Q,FR,P,A,B,2021-Q2,220.0
Q,FR,P,A,B,2021-Q3,221.5
Q,FR,P,A,B,2021-Q4,222.9
Q,FR,P,A,B,2022-Q1,224.2
Q,FR,P,A,B,2022-Q2,225.4
Q,FR,P,A,B,2022-Q3,226.5
Q,FR,P,A,B,2022-Q4,227.5
Q,FR,P,A,B,2023-Q1,228.3
Q,FR,P,A,B,2023-Q2,229.0
Q,FR,P,A,B,2023-Q3,229.4
Q,FR,P,A,B,2023-Q4,229.8
Q,FR,P,A,B,2024-Q1,229.9
Q,FR,P,A,B,2024-Q2,230.1
Q,FR,P,A,B,2024-Q3,230.2
Q,FR,P,A,B,2024-Q4,230.2
Q,FR,P,A,B,2025-Q1,230.3
Q,FR,P,A,B,2025-Q2,230.3
Q,FR,P,A,C,2007-Q1,3.4
Q,FR,P,A,C,2007-Q2,5.0
Q,FR,P,A,C,2007-Q3,5.1
Q,FR,P,A,C,2007-Q4,4.4
Q,FR,P,A,C,2008-Q1,4.4
Q,FR,P,A,C,2008-Q2,6.4
Q,FR,P,A,C,2008-Q3,7.8
Q,FR,P,A,C,2008-Q4,7.9
Q,FR,P,A,C,2009-Q1,9.3
Q,FR,P,A,C,2009-Q2,10.2
Q,FR,P,A,C,2009-Q3,10.6
Q,FR,P,A,C,2009-Q4,10.5
Q,FR,P,A,C,2010-Q1,9.0
Q,FR,P,A,C,2010-Q2,7.4
Q,FR,P,A,C,2010-Q3,6.0
Q,FR,P,A,C,2010-Q4,6.5
Q,FR,P,A,C,2011-Q1,6.0
Q,FR,P,A,C,2011-Q2,7.5
Q,FR,P,A,C,2011-Q3,8.7
Q,FR,P,A,C,2011-Q4,8.7
Q,FR,P,A,C,2012-Q1,9.4
Q,FR,P,A,C,2012-Q2,10.2
Q,FR,P,A,C,2012-Q3,8.9
Q,FR,P,A,C,2012-Q4,8.1
Q,FR,P,A,C,2013-Q1,6.7
Q,FR,P,A,C,2013-Q2,3.9
Q,FR,P,A,C,2013-Q3,3.3
Q,FR,P,A,C,2013-Q4,1.8
Q,FR,P,A,C,2014-Q1,2.7
Q,FR,P,A,C,2014-Q2,4.0
Q,FR,P,A,C,2014-Q3,4.2
Q,FR,P,A,C,2014-Q4,4.2
Q,FR,P,A,C,2015-Q1,5.6
Q,FR,P,A,C,2015-Q2,4.8
Q,FR,P,A,C,2015-Q3,4.4
Q,FR,P,A,C,2015-Q4,5.1
Q,FR,P,A,C,2016-Q1,3.1
Q,FR,P,A,C,2016-Q2,4.4
Q,FR,P,A,C,2016-Q3,4.5
Q,FR,P,A,C,2016-Q4,5.0
Q,FR,P,A,C,2017-Q1,5.9
Q,FR,P,A,C,2017-Q2,5.0
Q,FR,P,A,C,2017-Q3,3.7
Q,FR,P,A,C,2017-Q4,2.9
Q,FR,P,A,C,2018-Q1,3.1
Q,FR,P,A,C,2018-Q2,3.9
Q,FR,P,A,C,2018-Q3,3.7
Q,FR,P,A,C,2018-Q4,3.2
Q,FR,P,A,C,2019-Q1,3.7
Q,FR,P,A,C,2019-Q2,4.3
Q,FR,P,A,C,2019-Q3,5.2
Q,FR,P,A,C,2019-Q4,4.2
Q,FR,P,A,C,2020-Q1,7.0
Q,FR,P,A,C,2020-Q2,19.8
Q,FR,P,A,C,2020-Q3,22.1
Q,FR,P,A,C,2020-Q4,23.8
Q,FR,P,A,C,2021-Q1,19.7
Q,FR,P,A,C,2021-Q2,11.3
Q,FR,P,A,C,2021-Q3,7.6
Q,FR,P,A,C,2021-Q4,4.8
Q,FR,P,A,C,2022-Q1,2.0
Q,FR,P,A,C,2022-Q2,-0.1
Q,FR,P,A,C,2022-Q3,-0.5
Q,FR,P,A,C,2022-Q4,-2.6
Q,FR,P,A,C,2023-Q1,-5.1
Q,FR,P,A,C,2023-Q2,-8.6
Q,FR,P,A,C,2023-Q3,-11.3
Q,FR,P,A,C,2023-Q4,-13.2
Q,FR,P,A,C,2024-Q1,-15.8
Q,FR,P,A,C,2024-Q2,-15.8
Q,FR,P,A,C,2024-Q3,-16.7
Q,FR,P,A,C,2024-Q4,-16.4
Q,FR,P,A,C,2025-Q1,-15.6
Q,FR,P,A,C,2025-Q2,-15.4
Q,AU,P,A,B,2007-Q1,163.5
Q,AU,P,A,B,2007-Q2,165.4
Q,AU,P,A,B,2007-Q3,167.4
Q,AU,P,A,B,2007-Q4,169.4
Q,AU,P,A,B,2008-Q1,171.5
Q,AU,P,A,B,2008-Q2,173.4
Q,AU,P,A,B,2008-Q3,175.2
Q,AU,P,A,B,2008-Q4,177.0
Q,AU,P,A,B,2009-Q1,178.5
Q,AU,P,A,B,2009-Q2,179.9
Q,AU,P,A,B,2009-Q3,181.3
