FREQ,BORROWERS_CTY,TC_BORROWERS,TC_LENDERS,CG_DTYPE,TIME_PERIOD,OBS_VALUE
Q,AU,P,A,B,2009-Q4,182.6
Q,AU,P,A,B,2010-Q1,183.9
Q,AU,P,A,B,2010-Q2,185.0
Q,AU,P,A,B,2010-Q3,185.9
Q,AU,P,A,B,2010-Q4,186.6
Q,AU,P,A,B,2011-Q1,187.1
Q,AU,P,A,B,2011-Q2,187.5
Q,AU,P,A,B,2011-Q3,187.8
Q,AU,P,A,B,2011-Q4,188.0
Q,AU,P,A,B,2012-Q1,188.2
Q,AU,P,A,B,2012-Q2,188.4
Q,AU,P,A,B,2012-Q3,188.6
Q,AU,P,A,B,2012-Q4,188.9
Q,AU,P,A,B,2013-Q1,189.1
Q,AU,P,A,B,2013-Q2,189.4
Q,AU,P,A,B,2013-Q3,189.7
Q,AU,P,A,B,2013-Q4,190.1
Q,AU,P,A,B,2014-Q1,190.4
Q,AU,P,A,B,2014-Q2,190.8
Q,AU,P,A,B,2014-Q3,191.3
Q,AU,P,A,B,2014-Q4,191.8
Q,AU,P,A,B,2015-Q1,192.6
Q,AU,P,A,B,2015-Q2,193.4
Q,AU,P,A,B,2015-Q3,194.4
Q,AU,P,A,B,2015-Q4,195.3
Q,AU,P,A,B,2016-Q1,196.3
Q,AU,P,A,B,2016-Q2,197.3
Q,AU,P,A,B,2016-Q3,198.3
Q,AU,P,A,B,2016-Q4,199.1
Q,AU,P,A,B,2017-Q1,199.7
Q,AU,P,A,B,2017-Q2,200.3
Q,AU,P,A,B,2017-Q3,200.7
Q,AU,P,A,B,2017-Q4,201.1
Q,AU,P,A,B,2018-Q1,201.6
Q,AU,P,A,B,2018-Q2,201.9
Q,AU,P,A,B,2018-Q3,202.3
Q,AU,P,A,B,2018-Q4,202.6
Q,AU,P,A,B,2019-Q1,202.8
Q,AU,P,A,B,2019-Q2,202.9
Q,AU,P,A,B,2019-Q3,202.9
Q,AU,P,A,B,2019-Q4,202.9
Q,AU,P,A,B,2020-Q1,203.0
Q,AU,P,A,B,2020-Q2,203.1
Q,AU,P,A,B,2020-Q3,203.2
Q,AU,P,A,B,2020-Q4,203.1
Q,AU,P,A,B,2021-Q1,203.1
Q,AU,P,A,B,2021-Q2,202.7
Q,AU,P,A,B,2021-Q3,202.2
Q,AU,P,A,B,2021-Q4,201.6
Q,AU,P,A,B,2022-Q1,200.8
Q,AU,P,A,B,2022-Q2,200.0
Q,AU,P,A,B,2022-Q3,199.0
Q,AU,P,A,B,2022-Q4,197.9
Q,AU,P,A,B,2023-Q1,196.6
Q,AU,P,A,B,2023-Q2,195.4
Q,AU,P,A,B,2023-Q3,194.2
Q,AU,P,A,B,2023-Q4,193.1
Q,AU,P,A,B,2024-Q1,192.0
Q,AU,P,A,B,2024-Q2,191.0
Q,AU,P,A,B,2024-Q3,190.0
Q,AU,P,A,B,2024-Q4,189.2
Q,AU,P,A,B,2025-Q1,188.5
Q,AU,P,A,B,2025-Q2,187.8
Q,AU,P,A,C,2007-Q1,15.7
Q,AU,P,A,C,2007-Q2,16.4
Q,AU,P,A,C,2007-Q3,18.0
Q,AU,P,A,C,2007-Q4,18.0
Q,AU,P,A,C,2008-Q1,17.0
Q,AU,P,A,C,2008-Q2,15.2
Q,AU,P,A,C,2008-Q3,12.7
Q,AU,P,A,C,2008-Q4,11.1
Q,AU,P,A,C,2009-Q1,7.2
Q,AU,P,A,C,2009-Q2,4.5
Q,AU,P,A,C,2009-Q3,4.2
Q,AU,P,A,C,2009-Q4,3.7
Q,AU,P,A,C,2010-Q1,2.0
Q,AU,P,A,C,2010-Q2,-0.7
Q,AU,P,A,C,2010-Q3,-4.4
Q,AU,P,A,C,2010-Q4,-8.7
Q,AU,P,A,C,2011-Q1,-10.6
Q,AU,P,A,C,2011-Q2,-12.9
Q,AU,P,A,C,2011-Q3,-13.2
Q,AU,P,A,C,2011-Q4,-14.7
Q,AU,P,A,C,2012-Q1,-14.9
Q,AU,P,A,C,2012-Q2,-14.1
Q,AU,P,A,C,2012-Q3,-13.9
Q,AU,P,A,C,2012-Q4,-13.4
Q,AU,P,A,C,2013-Q1,-13.3
Q,AU,P,A,C,2013-Q2,-10.2
Q,AU,P,A,C,2013-Q3,-10.6
Q,AU,P,A,C,2013-Q4,-8.7
Q,AU,P,A,C,2014-Q1,-10.1
Q,AU,P,A,C,2014-Q2,-8.5
Q,AU,P,A,C,2014-Q3,-6.9
Q,AU,P,A,C,2014-Q4,-5.0
Q,AU,P,A,C,2015-Q1,-1.6
Q,AU,P,A,C,2015-Q2,0.2
Q,AU,P,A,C,2015-Q3,1.7
Q,AU,P,A,C,2015-Q4,1.8
Q,AU,P,A,C,2016-Q1,2.5
Q,AU,P,A,C,2016-Q2,2.8
Q,AU,P,A,C,2016-Q3,1.9
Q,AU,P,A,C,2016-Q4,-0.2
Q,AU,P,A,C,2017-Q1,-4.2
Q,AU,P,A,C,2017-Q2,-5.0
Q,AU,P,A,C,2017-Q3,-7.0
Q,AU,P,A,C,2017-Q4,-7.0
Q,AU,P,A,C,2018-Q1,-6.7
Q,AU,P,A,C,2018-Q2,-7.7
Q,AU,P,A,C,2018-Q3,-8.0
Q,AU,P,A,C,2018-Q4,-8.7
Q,AU,P,A,C,2019-Q1,-9.6
Q,AU,P,A,C,2019-Q2,-10.8
Q,AU,P,A,C,2019-Q3,-12.1
Q,AU,P,A,C,2019-Q4,-13.3
Q,AU,P,A,C,2020-Q1,-10.3
Q,AU,P,A,C,2020-Q2,-10.1
Q,AU,P,A,C,2020-Q3,-9.8
Q,AU,P,A,C,2020-Q4,-11.4
Q,AU,P,A,C,2021-Q1,-12.2
Q,AU,P,A,C,2021-Q2,-16.5
Q,AU,P,A,C,2021-Q3,-18.5
Q,AU,P,A,C,2021-Q4,-20.2
Q,AU,P,A,C,2022-Q1,-22.2
Q,AU,P,A,C,2022-Q2,-22.7
Q,AU,P,A,C,2022-Q3,-24.6
Q,AU,P,A,C,2022-Q4,-27.1
Q,AU,P,A,C,2023-Q1,-27.7
Q,AU,P,A,C,2023-Q2,-26.5
Q,AU,P,A,C,2023-Q3,-25.3
Q,AU,P,A,C,2023-Q4,-23.9
Q,AU,P,A,C,2024-Q1,-21.7
Q,AU,P,A,C,2024-Q2,-20.2
Q,AU,P,A,C,2024-Q3,-18.7
Q,AU,P,A,C,2024-Q4,-15.6
Q,AU,P,A,C,2025-Q1,-14.0
Q,AU,P,A,C,2025-Q2,-12.4
Q,KR,P,A,A,2007-Q1,144.1
Q,KR,P,A,A,2007-Q2,145.7
Q,KR,P,A,A,2007-Q3,146.6
Q,KR,P,A,A,2007-Q4,147.9
Q,KR,P,A,A,2008-Q1,151.3
Q,KR,P,A,A,2008-Q2,154.9
Q,KR,P,A,A,2008-Q3,158.0
Q,KR,P,A,A,2008-Q4,161.5
Q,KR,P,A,A,2009-Q1,163.7
Q,KR,P,A,A,2009-Q2,166.1
Q,KR,P,A,A,2009-Q3,167.2
Q,KR,P,A,A,2009-Q4,166.6
Q,KR,P,A,A,2010-Q1,164.6
Q,KR,P,A,A,2010-Q2,164.1
Q,KR,P,A,A,2010-Q3,163.4
Q,KR,P,A,A,2010-Q4,161.8
Q,KR,P,A,A,2011-Q1,162.1
Q,KR,P,A,A,2011-Q2,163.2
Q,KR,P,A,A,2011-Q3,165.8
Q,KR,P,A,A,2011-Q4,165.7
Q,KR,P,A,A,2012-Q1,166.1
Q,KR,P,A,A,2012-Q2,167.2
Q,KR,P,A,A,2012-Q3,168.7
Q,KR,P,A,A,2012-Q4,167.8
Q,KR,P,A,A,2013-Q1,169.7
Q,KR,P,A,A,2013-Q2,169.8
Q,KR,P,A,A,2013-Q3,169.4
Q,KR,P,A,A,2013-Q4,168.4
Q,KR,P,A,A,2014-Q1,168.6
Q,KR,P,A,A,2014-Q2,168.7
Q,KR,P,A,A,2014-Q3,170.6
Q,KR,P,A,A,2014-Q4,171.3
Q,KR,P,A,A,2015-Q1,171.2
Q,KR,P,A,A,2015-Q2,171.2
Q,KR,P,A,A,2015-Q3,172.2
Q,KR,P,A,A,2015-Q4,172.3
Q,KR,P,A,A,2016-Q1,172.0
Q,KR,P,A,A,2016-Q2,172.3
Q,KR,P,A,A,2016-Q3,172.2
Q,KR,P,A,A,2016-Q4,172.6
Q,KR,P,A,A,2017-Q1,171.9
Q,KR,P,A,A,2017-Q2,173.2
Q,KR,P,A,A,2017-Q3,173.0
Q,KR,P,A,A,2017-Q4,172.6
Q,KR,P,A,A,2018-Q1,173.4
Q,KR,P,A,A,2018-Q2,174.4
Q,KR,P,A,A,2018-Q3,176.2
Q,KR,P,A,A,2018-Q4,177.2
Q,KR,P,A,A,2019-Q1,178.4
Q,KR,P,A,A,2019-Q2,180.9
Q,KR,P,A,A,2019-Q3,183.1
Q,KR,P,A,A,2019-Q4,185.1
Q,KR,P,A,A,2020-Q1,188.5
Q,KR,P,A,A,2020-Q2,193.9
Q,KR,P,A,A,2020-Q3,198.1
Q,KR,P,A,A,2020-Q4,200.6
Q,KR,P,A,A,2021-Q1,202.7
Q,KR,P,A,A,2021-Q2,204.0
Q,KR,P,A,A,2021-Q3,205.2
Q,KR,P,A,A,2021-Q4,205.6
Q,KR,P,A,A,2022-Q1,204.9
Q,KR,P,A,A,2022-Q2,206.3
Q,KR,P,A,A,2022-Q3,208.3
Q,KR,P,A,A,2022-Q4,209.0
Q,KR,P,A,A,2023-Q1,208.4
Q,KR,P,A,A,2023-Q2,208.2
Q,KR,P,A,A,2023-Q3,208.6
Q,KR,P,A,A,2023-Q4,205.9
Q,KR,P,A,A,2024-Q1,203.4
Q,KR,P,A,A,2024-Q2,202.0
Q,KR,P,A,A,2024-Q3,201.3
Q,KR,P,A,A,2024-Q4,200.3
Q,KR,P,A,A,2025-Q1,200.8
Q,KR,P,A,A,2025-Q2,200.5
Q,IT,P,A,C,2007-Q1,11.9
Q,IT,P,A,C,2007-Q2,13.1
Q,IT,P,A,C,2007-Q3,12.7
Q,IT,P,A,C,2007-Q4,15.0
Q,IT,P,A,C,2008-Q1,16.9
Q,IT,P,A,C,2008-Q2,15.8
Q,IT,P,A,C,2008-Q3,14.4
Q,IT,P,A,C,2008-Q4,12.5
Q,IT,P,A,C,2009-Q1,14.4
Q,IT,P,A,C,2009-Q2,16.5
Q,IT,P,A,C,2009-Q3,15.3
Q,IT,P,A,C,2009-Q4,14.5
Q,IT,P,A,C,2010-Q1,13.1
Q,IT,P,A,C,2010-Q2,12.0
Q,IT,P,A,C,2010-Q3,10.7
Q,IT,P,A,C,2010-Q4,9.3
Q,IT,P,A,C,2011-Q1,7.7
Q,IT,P,A,C,2011-Q2,6.7
Q,IT,P,A,C,2011-Q3,5.0
Q,IT,P,A,C,2011-Q4,3.2
Q,IT,P,A,C,2012-Q1,2.7
Q,IT,P,A,C,2012-Q2,2.3
Q,IT,P,A,C,2012-Q3,1.3
Q,IT,P,A,C,2012-Q4,1.2
Q,IT,P,A,C,2013-Q1,-0.3
Q,IT,P,A,C,2013-Q2,-1.5
Q,IT,P,A,C,2013-Q3,-2.7
Q,IT,P,A,C,2013-Q4,-4.1
Q,IT,P,A,C,2014-Q1,-5.0
Q,IT,P,A,C,2014-Q2,-5.6
Q,IT,P,A,C,2014-Q3,-6.5
Q,IT,P,A,C,2014-Q4,-8.2
Q,IT,P,A,C,2015-Q1,-8.5
Q,IT,P,A,C,2015-Q2,-9.6
Q,IT,P,A,C,2015-Q3,-10.7
Q,IT,P,A,C,2015-Q4,-13.0
Q,IT,P,A,C,2016-Q1,-14.2
Q,IT,P,A,C,2016-Q2,-13.9
Q,IT,P,A,C,2016-Q3,-14.8
Q,IT,P,A,C,2016-Q4,-16.6
Q,IT,P,A,C,2017-Q1,-16.6
Q,IT,P,A,C,2017-Q2,-17.3
Q,IT,P,A,C,2017-Q3,-18.4
Q,IT,P,A,C,2017-Q4,-17.9
Q,IT,P,A,C,2018-Q1,-18.4
Q,IT,P,A,C,2018-Q2,-17.7
Q,IT,P,A,C,2018-Q3,-17.7
Q,IT,P,A,C,2018-Q4,-17.6
Q,IT,P,A,C,2019-Q1,-17.8
Q,IT,P,A,C,2019-Q2,-17.2
Q,IT,P,A,C,2019-Q3,-16.5
Q,IT,P,A,C,2019-Q4,-16.4
Q,IT,P,A,C,2020-Q1,-14.3
Q,IT,P,A,C,2020-Q2,-8.3
Q,IT,P,A,C,2020-Q3,-5.3
Q,IT,P,A,C,2020-Q4,-3.3
Q,IT,P,A,C,2021-Q1,-3.6
Q,IT,P,A,C,2021-Q2,-7.9
Q,IT,P,A,C,2021-Q3,-10.1
Q,IT,P,A,C,2021-Q4,-10.2
Q,IT,P,A,C,2022-Q1,-12.4
Q,IT,P,A,C,2022-Q2,-13.7
Q,IT,P,A,C,2022-Q3,-14.5
Q,IT,P,A,C,2022-Q4,-15.2
Q,IT,P,A,C,2023-Q1,-17.1
Q,IT,P,A,C,2023-Q2,-18.0
Q,IT,P,A,C,2023-Q3,-19.9
Q,IT,P,A,C,2023-Q4,-19.2
Q,IT,P,A,C,2024-Q1,-19.5
Q,IT,P,A,C,2024-Q2,-19.3
Q,IT,P,A,C,2024-Q3,-19.4
Q,IT,P,A,C,2024-Q4,-17.8
Q,IT,P,A,C,2025-Q1,-17.1
Q,IT,P,A,C,2025-Q2,-15.8
Q,IT,P,A,B,2007-Q1,92.3
Q,IT,P,A,B,2007-Q2,93.6
Q,IT,P,A,B,2007-Q3,94.9
Q,IT,P,A,B,2007-Q4,96.3
Q,IT,P,A,B,2008-Q1,97.9
Q,IT,P,A,B,2008-Q2,99.5
Q,IT,P,A,B,2008-Q3,101.0
Q,IT,P,A,B,2008-Q4,102.4
Q,IT,P,A,B,2009-Q1,103.9
Q,IT,P,A,B,2009-Q2,105.6
Q,IT,P,A,B,2009-Q3,107.3
Q,IT,P,A,B,2009-Q4,108.9
Q,IT,P,A,B,2010-Q1,110.4
Q,IT,P,A,B,2010-Q2,112.0
Q,IT,P,A,B,2010-Q3,113.4
Q,IT,P,A,B,2010-Q4,114.8
Q,IT,P,A,B,2011-Q1,116.2
Q,IT,P,A,B,2011-Q2,117.4
Q,IT,P,A,B,2011-Q3,118.6
Q,IT,P,A,B,2011-Q4,119.7
Q,IT,P,A,B,2012-Q1,120.8
Q,IT,P,A,B,2012-Q2,121.8
Q,IT,P,A,B,2012-Q3,122.8
Q,IT,P,A,B,2012-Q4,123.8
Q,IT,P,A,B,2013-Q1,124.8
Q,IT,P,A,B,2013-Q2,125.6
Q,IT,P,A,B,2013-Q3,126.4
Q,IT,P,A,B,2013-Q4,127.1
Q,IT,P,A,B,2014-Q1,127.7
Q,IT,P,A,B,2014-Q2,128.3
Q,IT,P,A,B,2014-Q3,128.8
Q,IT,P,A,B,2014-Q4,129.2
Q,IT,P,A,B,2015-Q1,129.6
Q,IT,P,A,B,2015-Q2,129.9
Q,IT,P,A,B,2015-Q3,130.1
Q,IT,P,A,B,2015-Q4,130.2
Q,IT,P,A,B,2016-Q1,130.2
Q,IT,P,A,B,2016-Q2,130.1
Q,IT,P,A,B,2016-Q3,130.0
Q,IT,P,A,B,2016-Q4,129.8
Q,IT,P,A,B,2017-Q1,129.6
Q,IT,P,A,B,2017-Q2,129.3
Q,IT,P,A,B,2017-Q3,128.8
Q,IT,P,A,B,2017-Q4,128.4
Q,IT,P,A,B,2018-Q1,128.0
Q,IT,P,A,B,2018-Q2,127.5
Q,IT,P,A,B,2018-Q3,127.0
Q,IT,P,A,B,2018-Q4,126.5
Q,IT,P,A,B,2019-Q1,126.0
Q,IT,P,A,B,2019-Q2,125.4
Q,IT,P,A,B,2019-Q3,124.9
Q,IT,P,A,B,2019-Q4,124.3
Q,IT,P,A,B,2020-Q1,123.9
Q,IT,P,A,B,2020-Q2,123.7
Q,IT,P,A,B,2020-Q3,123.8
Q,IT,P,A,B,2020-Q4,123.9
Q,IT,P,A,B,2021-Q1,124.0
Q,IT,P,A,B,2021-Q2,123.9
Q,IT,P,A,B,2021-Q3,123.6
Q,IT,P,A,B,2021-Q4,123.3
Q,IT,P,A,B,2022-Q1,122.8
Q,IT,P,A,B,2022-Q2,122.3
Q,IT,P,A,B,2022-Q3,121.7
Q,IT,P,A,B,2022-Q4,121.0
Q,IT,P,A,B,2023-Q1,120.2
Q,IT,P,A,B,2023-Q2,119.3
Q,IT,P,A,B,2023-Q3,118.2
Q,IT,P,A,B,2023-Q4,117.2
Q,IT,P,A,B,2024-Q1,116.1
Q,IT,P,A,B,2024-Q2,115.0
Q,IT,P,A,B,2024-Q3,113.9
Q,IT,P,A,B,2024-Q4,112.8
Q,IT,P,A,B,2025-Q1,111.8
Q,IT,P,A,B,2025-Q2,110.8
Q,JP,P,A,A,2007-Q1,162.1
Q,JP,P,A,A,2007-Q2,159.1
Q,JP,P,A,A,2007-Q3,159.7
Q,JP,P,A,A,2007-Q4,160.8
Q,JP,P,A,A,2008-Q1,158.9
Q,JP,P,A,A,2008-Q2,161.1
Q,JP,P,A,A,2008-Q3,161.7
Q,JP,P,A,A,2008-Q4,165.9
Q,JP,P,A,A,2009-Q1,167.5
Q,JP,P,A,A,2009-Q2,169.3
Q,JP,P,A,A,2009-Q3,171.1
Q,JP,P,A,A,2009-Q4,172.3
Q,JP,P,A,A,2010-Q1,169.1
Q,JP,P,A,A,2010-Q2,167.3
Q,JP,P,A,A,2010-Q3,164.9
Q,JP,P,A,A,2010-Q4,163.4
Q,JP,P,A,A,2011-Q1,162.4
Q,JP,P,A,A,2011-Q2,162.3
Q,JP,P,A,A,2011-Q3,163.1
Q,JP,P,A,A,2011-Q4,163.5
Q,JP,P,A,A,2012-Q1,162.4
Q,JP,P,A,A,2012-Q2,159.3
Q,JP,P,A,A,2012-Q3,160.4
Q,JP,P,A,A,2012-Q4,161.7
Q,JP,P,A,A,2013-Q1,161.8
Q,JP,P,A,A,2013-Q2,160.5
Q,JP,P,A,A,2013-Q3,160.2
Q,JP,P,A,A,2013-Q4,160.3
Q,JP,P,A,A,2014-Q1,159.3
Q,JP,P,A,A,2014-Q2,157.5
Q,JP,P,A,A,2014-Q3,157.7
Q,JP,P,A,A,2014-Q4,158.5
Q,JP,P,A,A,2015-Q1,157.2
Q,JP,P,A,A,2015-Q2,154.7
Q,JP,P,A,A,2015-Q3,154.0
Q,JP,P,A,A,2015-Q4,154.4
Q,JP,P,A,A,2016-Q1,153.1
Q,JP,P,A,A,2016-Q2,153.6
Q,JP,P,A,A,2016-Q3,155.0
Q,JP,P,A,A,2016-Q4,156.4
Q,JP,P,A,A,2017-Q1,157.1
Q,JP,P,A,A,2017-Q2,156.4
Q,JP,P,A,A,2017-Q3,156.4
Q,JP,P,A,A,2017-Q4,156.9
Q,JP,P,A,A,2018-Q1,156.2
Q,JP,P,A,A,2018-Q2,156.9
Q,JP,P,A,A,2018-Q3,158.2
Q,JP,P,A,A,2018-Q4,160.2
Q,JP,P,A,A,2019-Q1,161.2
Q,JP,P,A,A,2019-Q2,161.9
Q,JP,P,A,A,2019-Q3,163.4
Q,JP,P,A,A,2019-Q4,165.5
Q,JP,P,A,A,2020-Q1,167.1
Q,JP,P,A,A,2020-Q2,178.8
Q,JP,P,A,A,2020-Q3,182.2
Q,JP,P,A,A,2020-Q4,184.4
Q,JP,P,A,A,2021-Q1,185.5
Q,JP,P,A,A,2021-Q2,183.3
Q,JP,P,A,A,2021-Q3,183.1
Q,JP,P,A,A,2021-Q4,184.8
Q,JP,P,A,A,2022-Q1,184.5
Q,JP,P,A,A,2022-Q2,185.6
Q,JP,P,A,A,2022-Q3,186.0
Q,JP,P,A,A,2022-Q4,186.8
Q,JP,P,A,A,2023-Q1,185.0
Q,JP,P,A,A,2023-Q2,183.8
Q,JP,P,A,A,2023-Q3,182.9
Q,JP,P,A,A,2023-Q4,182.4
Q,JP,P,A,A,2024-Q1,182.9
Q,JP,P,A,A,2024-Q2,182.7
Q,JP,P,A,A,2024-Q3,180.9
Q,JP,P,A,A,2024-Q4,182.0
Q,JP,P,A,A,2025-Q1,180.1
Q,JP,P,A,A,2025-Q2,179.3
Q,AU,P,A,A,2007-Q1,179.2
Q,AU,P,A,A,2007-Q2,181.8
Q,AU,P,A,A,2007-Q3,185.4
Q,AU,P,A,A,2007-Q4,187.4
Q,AU,P,A,A,2008-Q1,188.5
Q,AU,P,A,A,2008-Q2,188.6
Q,AU,P,A,A,2008-Q3,187.9
Q,AU,P,A,A,2008-Q4,188.0
Q,AU,P,A,A,2009-Q1,185.7
Q,AU,P,A,A,2009-Q2,184.4
Q,AU,P,A,A,2009-Q3,185.5
Q,AU,P,A,A,2009-Q4,186.4
Q,AU,P,A,A,2010-Q1,185.9
Q,AU,P,A,A,2010-Q2,184.3
Q,AU,P,A,A,2010-Q3,181.5
Q,AU,P,A,A,2010-Q4,177.9
Q,AU,P,A,A,2011-Q1,176.5
Q,AU,P,A,A,2011-Q2,174.6
Q,AU,P,A,A,2011-Q3,174.6
Q,AU,P,A,A,2011-Q4,173.4
Q,AU,P,A,A,2012-Q1,173.4
Q,AU,P,A,A,2012-Q2,174.4
Q,AU,P,A,A,2012-Q3,174.7
Q,AU,P,A,A,2012-Q4,175.5
Q,AU,P,A,A,2013-Q1,175.8
Q,AU,P,A,A,2013-Q2,179.2
Q,AU,P,A,A,2013-Q3,179.1
Q,AU,P,A,A,2013-Q4,181.4
Q,AU,P,A,A,2014-Q1,180.3
Q,AU,P,A,A,2014-Q2,182.3
Q,AU,P,A,A,2014-Q3,184.3
Q,AU,P,A,A,2014-Q4,186.8
Q,AU,P,A,A,2015-Q1,191.0
Q,AU,P,A,A,2015-Q2,193.6
Q,AU,P,A,A,2015-Q3,196.1
Q,AU,P,A,A,2015-Q4,197.1
Q,AU,P,A,A,2016-Q1,198.8
Q,AU,P,A,A,2016-Q2,200.1
Q,AU,P,A,A,2016-Q3,200.1
Q,AU,P,A,A,2016-Q4,198.9
Q,AU,P,A,A,2017-Q1,195.5
Q,AU,P,A,A,2017-Q2,195.3
Q,AU,P,A,A,2017-Q3,193.7
Q,AU,P,A,A,2017-Q4,194.1
Q,AU,P,A,A,2018-Q1,194.9
Q,AU,P,A,A,2018-Q2,194.2
Q,AU,P,A,A,2018-Q3,194.3
Q,AU,P,A,A,2018-Q4,193.8
Q,AU,P,A,A,2019-Q1,193.2
Q,AU,P,A,A,2019-Q2,192.1
Q,AU,P,A,A,2019-Q3,190.8
Q,AU,P,A,A,2019-Q4,189.6
Q,AU,P,A,A,2020-Q1,192.7
Q,AU,P,A,A,2020-Q2,192.9
Q,AU,P,A,A,2020-Q3,193.4
Q,AU,P,A,A,2020-Q4,191.8
Q,AU,P,A,A,2021-Q1,190.9
Q,AU,P,A,A,2021-Q2,186.2
Q,AU,P,A,A,2021-Q3,183.7
Q,AU,P,A,A,2021-Q4,181.4
Q,AU,P,A,A,2022-Q1,178.6
Q,AU,P,A,A,2022-Q2,177.3
Q,AU,P,A,A,2022-Q3,174.5
Q,AU,P,A,A,2022-Q4,170.7
Q,AU,P,A,A,2023-Q1,168.9
Q,AU,P,A,A,2023-Q2,168.9
Q,AU,P,A,A,2023-Q3,169.0
Q,AU,P,A,A,2023-Q4,169.2
Q,AU,P,A,A,2024-Q1,170.3
Q,AU,P,A,A,2024-Q2,170.8
Q,AU,P,A,A,2024-Q3,171.3
Q,AU,P,A,A,2024-Q4,173.7
Q,AU,P,A,A,2025-Q1,174.5
Q,AU,P,A,A,2025-Q2,175.4
Q,KR,P,A,B,2007-Q1,147.8
Q,KR,P,A,B,2007-Q2,148.0
Q,KR,P,A,B,2007-Q3,148.3
Q,KR,P,A,B,2007-Q4,148.6
Q,KR,P,A,B,2008-Q1,149.1
Q,KR,P,A,B,2008-Q2,149.8
Q,KR,P,A,B,2008-Q3,150.5
Q,KR,P,A,B,2008-Q4,151.5
Q,KR,P,A,B,2009-Q1,152.5
Q,KR,P,A,B,2009-Q2,153.7
Q,KR,P,A,B,2009-Q3,154.8
Q,KR,P,A,B,2009-Q4,155.9
Q,KR,P,A,B,2010-Q1,156.8
Q,KR,P,A,B,2010-Q2,157.7
Q,KR,P,A,B,2010-Q3,158.5
Q,KR,P,A,B,2010-Q4,159.1
Q,KR,P,A,B,2011-Q1,159.8
Q,KR,P,A,B,2011-Q2,160.4
Q,KR,P,A,B,2011-Q3,161.2
Q,KR,P,A,B,2011-Q4,161.9
Q,KR,P,A,B,2012-Q1,162.7
Q,KR,P,A,B,2012-Q2,163.4
Q,KR,P,A,B,2012-Q3,164.2
Q,KR,P,A,B,2012-Q4,164.9
Q,KR,P,A,B,2013-Q1,165.7
Q,KR,P,A,B,2013-Q2,166.5
Q,KR,P,A,B,2013-Q3,167.2
Q,KR,P,A,B,2013-Q4,167.8
Q,KR,P,A,B,2014-Q1,168.3
Q,KR,P,A,B,2014-Q2,168.9
Q,KR,P,A,B,2014-Q3,169.5
Q,KR,P,A,B,2014-Q4,170.2
Q,KR,P,A,B,2015-Q1,170.8
Q,KR,P,A,B,2015-Q2,171.3
Q,KR,P,A,B,2015-Q3,171.9
Q,KR,P,A,B,2015-Q4,172.5
Q,KR,P,A,B,2016-Q1,173.0
Q,KR,P,A,B,2016-Q2,173.5
Q,KR,P,A,B,2016-Q3,174.0
Q,KR,P,A,B,2016-Q4,174.4
Q,KR,P,A,B,2017-Q1,174.8
Q,KR,P,A,B,2017-Q2,175.3
Q,KR,P,A,B,2017-Q3,175.7
Q,KR,P,A,B,2017-Q4,176.0
Q,KR,P,A,B,2018-Q1,176.4
Q,KR,P,A,B,2018-Q2,176.8
Q,KR,P,A,B,2018-Q3,177.3
Q,KR,P,A,B,2018-Q4,177.8
Q,KR,P,A,B,2019-Q1,178.3
Q,KR,P,A,B,2019-Q2,179.0
Q,KR,P,A,B,2019-Q3,179.7
Q,KR,P,A,B,2019-Q4,180.5
Q,KR,P,A,B,2020-Q1,181.5
Q,KR,P,A,B,2020-Q2,182.7
Q,KR,P,A,B,2020-Q3,184.1
Q,KR,P,A,B,2020-Q4,185.5
Q,KR,P,A,B,2021-Q1,187.1
Q,KR,P,A,B,2021-Q2,188.6
Q,KR,P,A,B,2021-Q3,190.2
Q,KR,P,A,B,2021-Q4,191.7
Q,KR,P,A,B,2022-Q1,193.1
Q,KR,P,A,B,2022-Q2,194.5
Q,KR,P,A,B,2022-Q3,196.0
Q,KR,P,A,B,2022-Q4,197.4
Q,KR,P,A,B,2023-Q1,198.8
Q,KR,P,A,B,2023-Q2,200.1
Q,KR,P,A,B,2023-Q3,201.3
Q,KR,P,A,B,2023-Q4,202.4
Q,KR,P,A,B,2024-Q1,203.2
Q,KR,P,A,B,2024-Q2,204.0
Q,KR,P,A,B,2024-Q3,204.6
Q,KR,P,A,B,2024-Q4,205.2
Q,KR,P,A,B,2025-Q1,205.7
Q,KR,P,A,B,2025-Q2,206.2
Q,KR,P,A,C,2007-Q1,-3.7
Q,KR,P,A,C,2007-Q2,-2.4
Q,KR,P,A,C,2007-Q3,-1.7
Q,KR,P,A,C,2007-Q4,-0.7
Q,KR,P,A,C,2008-Q1,2.2
Q,KR,P,A,C,2008-Q2,5.1
Q,KR,P,A,C,2008-Q3,7.4
Q,KR,P,A,C,2008-Q4,10.0
Q,KR,P,A,C,2009-Q1,11.2
Q,KR,P,A,C,2009-Q2,12.4
Q,KR,P,A,C,2009-Q3,12.4
Q,KR,P,A,C,2009-Q4,10.7
Q,KR,P,A,C,2010-Q1,7.8
Q,KR,P,A,C,2010-Q2,6.4
Q,KR,P,A,C,2010-Q3,4.9
Q,KR,P,A,C,2010-Q4,2.6
Q,KR,P,A,C,2011-Q1,2.3
Q,KR,P,A,C,2011-Q2,2.8
Q,KR,P,A,C,2011-Q3,4.6
Q,KR,P,A,C,2011-Q4,3.8
